# type=browses viewport=1280x720 sections=18 max_scroll=1900
t,dx,dy,scroll_y
0.033,0,0,0
0.041,2,0,0
0.06,4.1,0,0
0.075,10.2,0,0
0.092,24.5,0,0
0.108,47,-2,0
0.125,89.9,-8.2,0
0.142,118.5,-12.3,0
0.157,133.8,-14.3,0
0.174,153.2,-15.3,0
0.191,162.4,-16.3,0
0.208,170.6,-16.3,0
0.225,175.7,-16.3,0
0.242,177.7,-16.3,0
0.529,177.7,-16.3,0
0.536,180.8,-16.3,0
0.544,183.9,-16.3,0
0.573,189,-16.3,0
0.575,197.2,-16.3,0
0.591,205.3,-16.3,0
0.608,216.6,-16.3,0
0.625,225.8,-16.3,0
0.641,230.9,-16.3,0
0.657,239,-16.3,0
0.674,245.2,-16.3,0
0.69,251.3,-17.4,0
0.708,255.4,-19.4,0
0.724,257.4,-20.4,0
0.741,258.5,-22.5,0
0.757,258.5,-25.5,0
0.774,258.5,-26.6,0
0.791,257.4,-28.6,0
0.809,257.4,-30.6,0
0.825,256.4,-30.6,0
0.842,255.4,-31.7,0
0.859,254.4,-31.7,0
0.876,253.3,-31.7,0
0.892,252.3,-32.7,0
0.908,249.3,-34.7,0
0.924,246.2,-37.8,0
0.941,243.1,-40.9,0
0.958,240.1,-43.9,0
0.974,236,-47,0
0.99,232.9,-50,0
1.007,228.8,-53.1,0
1.023,226.8,-55.1,0
1.04,223.7,-56.2,0
1.058,218.6,-58.2,0
1.075,216.6,-58.2,0
1.09,209.4,-59.2,0
1.107,204.3,-59.2,0
1.123,200.2,-59.2,0
1.14,196.1,-59.2,0
1.157,194.1,-59.2,0
1.173,192.1,-58.2,0
1.19,191,-58.2,0
1.207,191,-58.2,0
1.8,191,-58.2,0
1.81,192.1,-57.2,0
1.825,192.1,-57.2,0
1.85,193.1,-55.1,0
1.858,195.1,-52.1,0
1.874,199.2,-46,0
1.892,203.3,-39.8,0
1.908,207.4,-33.7,0
1.924,212.5,-25.5,0
1.939,217.6,-16.3,0
1.958,223.7,-8.2,0
1.974,228.8,3.1,0
1.992,229.8,4.1,0
2.008,231.9,9.2,0
2.025,233.9,13.3,0
2.041,236,16.3,0
2.057,237,20.4,0
2.073,238,22.5,0
2.09,239,23.5,0
2.107,239,24.5,0
2.26,238.9,24.5,1
2.278,238.8,24.5,2
2.295,238.8,24.5,4
2.318,238.8,24.5,5
2.325,238.8,24.5,4
2.343,238.8,24.5,8
2.359,238.7,24.5,6
2.376,238.7,24.5,8
2.393,238.7,24.5,8
2.409,238.7,24.5,7
2.429,238.7,24.5,7
2.442,238.7,24.5,7
2.459,238.6,24.5,7
2.476,238.6,24.5,7
2.493,238.6,24.5,7
2.509,238.6,24.5,7
2.526,238.6,24.5,6
2.542,238.5,24.5,7
2.561,238.5,24.5,6
2.576,238.5,24.5,9
2.592,238.5,24.5,7
2.609,238.5,24.5,8
2.625,238.4,24.5,8
2.642,238.4,24.5,7
2.659,238.4,24.5,5
2.675,238.4,24.5,4
2.693,238.4,24.5,3
2.709,238.3,24.5,2
2.725,238.3,24.5,1
2.982,238,24.5,0
2.993,233.9,24.5,0
3.008,228.8,24.5,0
3.025,216.6,24.5,0
3.047,195.1,24.5,0
3.058,185.9,24.5,0
3.075,178.8,24.5,0
3.091,172.6,24.5,0
3.108,170.6,24.5,0
3.124,169.6,24.5,0
3.141,168.6,24.5,0
3.158,168.6,24.5,0
3.197,168.6,24.5,0
3.21,168.6,25.5,0
3.224,168.6,25.5,0
3.441,168.6,25.5,0
3.445,168.6,24.5,0
3.464,166.5,22.5,0
3.476,161.4,19.4,0
3.49,153.2,14.3,0
3.508,143,9.2,0
3.524,129.7,6.1,0
3.542,115.4,5.1,0
3.558,102.2,5.1,0
3.575,88.9,6.1,0
3.592,75.6,10.2,0
3.607,65.4,15.3,0
3.624,54.1,21.4,0
3.64,48,24.5,0
3.658,43.9,27.6,0
3.674,42.9,28.6,0
4.109,43.6,28.6,1
4.126,43.6,28.6,1
4.147,43.6,28.6,2
4.16,43.6,28.6,3
4.175,43.6,28.6,4
4.193,43.7,28.6,5
4.209,43.7,28.6,6
4.226,43.7,28.6,7
4.243,43.7,28.6,9
4.26,43.8,28.6,8
4.276,43.8,28.6,9
4.293,43.8,28.6,8
4.31,43.8,28.6,8
4.326,43.9,28.6,7
4.343,43.9,28.6,5
4.359,43.9,28.6,4
4.376,43.9,28.6,2
4.392,44,28.6,1
4.409,44,28.6,1
4.427,44,28.6,1
