# type=browses viewport=1280x720 sections=24 max_scroll=2740
t,dx,dy,scroll_y
6.722,307.5,180.8,12
6.738,307.5,180.8,12
6.755,307.5,180.8,11
6.771,307.5,180.8,10
6.788,307.5,180.8,9
6.805,307.5,180.8,8
6.822,307.5,180.8,8
6.838,307.5,180.8,7
6.855,307.5,180.8,6
6.871,307.5,180.8,6
6.888,307.5,180.8,5
6.905,307.5,180.8,5
6.922,307.5,180.8,5
6.938,307.5,180.8,4
6.955,307.5,180.8,4
6.972,307.5,180.8,4
7.069,307.5,180.8,1
7.087,307.5,180.8,5
7.104,307.5,180.8,8
7.119,307.5,180.8,12
7.137,307.5,180.8,13
7.153,307.5,180.8,14
7.169,307.5,180.8,14
7.185,307.5,180.8,13
7.202,307.5,180.8,14
7.219,307.5,180.8,11
7.235,307.5,180.8,12
7.252,307.5,180.8,9
7.269,307.5,180.8,6
7.285,307.5,180.8,5
7.303,307.5,180.8,5
7.319,307.5,180.8,4
7.335,307.5,180.8,4
7.352,307.5,180.8,4
7.369,307.5,180.8,3
7.386,307.5,180.8,1
7.686,307.5,180.8,1
7.706,307.5,180.8,3
7.718,307.5,180.8,5
7.752,307.5,180.8,8
7.769,307.5,180.8,23
7.785,307.5,180.8,17
7.803,307.5,180.8,16
7.819,307.5,180.8,13
7.835,307.5,180.8,14
7.852,307.5,180.8,12
7.869,307.5,180.8,11
7.885,307.5,180.8,7
7.902,307.5,180.8,6
7.918,307.5,180.8,3
7.937,307.5,180.8,2
7.953,307.5,180.8,2
7.957,307.5,180.8,4
7.974,307.5,180.8,4
7.991,307.5,180.8,4
