# type=browses viewport=1280x720 sections=24 max_scroll=2740
t,dx,dy,scroll_y
0.485,0,0,0
0.492,1,0,0
0.501,2,0,0
0.519,2,0,0
0.545,5.1,0,0
0.549,9.2,0,0
0.566,13.3,1,0
0.583,15.3,1,0
0.6,17.4,2,0
0.617,18.4,2,0
0.633,18.4,2,0
0.651,19.4,2,0
0.666,19.4,2,0
1.035,19.1,2,1
1.053,19,2,1
1.078,19,2,4
1.085,19,2,4
1.102,19,2,6
1.119,19,2,6
1.136,19,2,6
1.152,18.9,2,7
1.169,18.9,2,7
1.186,18.9,2,6
1.202,18.9,2,6
1.219,18.9,2,6
1.236,18.9,2,6
1.253,18.8,2,7
1.269,18.8,2,8
1.286,18.8,2,8
1.302,18.8,2,6
1.319,18.8,2,5
1.336,18.8,2,5
1.353,18.7,2,5
1.369,18.7,2,5
1.386,18.7,2,6
1.405,18.7,2,6
1.419,18.7,2,5
1.435,18.7,2,4
1.452,18.6,2,3
1.718,18.4,2,0
1.723,15.3,2,0
1.736,13.3,2,0
1.751,6.1,4.1,0
1.773,-8.2,7.1,0
1.783,-28.6,12.3,0
1.8,-53.1,18.4,0
1.817,-79.7,26.6,0
1.834,-107.3,36.8,0
1.85,-131.8,48,0
1.866,-163.4,66.4,0
1.884,-167.5,69.4,0
1.902,-183.9,79.7,0
1.917,-203.3,94,0
1.933,-226.8,109.3,0
1.95,-246.2,119.5,0
1.966,-265.6,130.7,0
1.983,-284,140.9,0
1.999,-301.4,152.2,0
2.018,-313.6,160.3,0
2.034,-326.9,169.5,0
2.05,-333,173.6,0
2.347,-333,173.6,0
2.354,-336.1,173.6,0
2.368,-338.1,173.6,0
2.384,-344.3,173.6,0
2.406,-349.4,175.7,0
2.416,-356.5,176.7,0
2.433,-379,180.8,0
2.449,-397.4,182.8,0
2.466,-412.7,183.8,0
2.484,-430.1,183.8,0
2.501,-438.2,183.8,0
2.517,-456.6,183.8,0
2.533,-461.7,181.8,0
2.55,-465.8,180.8,0
2.566,-468.9,177.7,0
2.583,-469.9,175.7,0
2.6,-470.9,173.6,0
2.919,-470.6,173.6,1
2.921,-470.6,173.6,2
2.937,-470.6,173.6,7
2.961,-470.6,173.6,8
2.97,-470.6,173.6,7
2.986,-470.6,173.6,8
3.002,-470.6,173.6,6
3.019,-470.6,173.6,6
3.036,-470.5,173.6,5
3.052,-470.5,173.6,7
3.07,-470.5,173.6,6
3.086,-470.5,173.6,7
3.102,-470.5,173.6,7
3.119,-470.5,173.6,7
3.136,-470.5,173.6,7
3.152,-470.4,173.6,8
3.169,-470.4,173.6,8
3.187,-470.4,173.6,10
3.203,-470.4,173.6,8
3.22,-470.4,173.6,11
3.237,-470.4,173.6,8
3.253,-470.4,173.6,6
3.271,-470.3,173.6,8
3.286,-470.3,173.6,9
3.302,-470.3,173.6,9
3.319,-470.3,173.6,8
3.335,-470.3,173.6,8
3.352,-470.3,173.6,8
3.369,-470.2,173.6,9
3.386,-470.2,173.6,8
3.406,-470.2,173.6,8
3.419,-470.2,173.6,7
3.436,-470.2,173.6,6
3.452,-470.2,173.6,6
3.469,-470.2,173.6,5
3.485,-470.1,173.6,5
3.503,-470.1,173.6,5
3.519,-470.1,173.6,4
3.536,-470.1,173.6,4
3.553,-470.1,173.6,4
3.57,-470.1,173.6,4
3.586,-470.1,173.6,3
3.604,-470,173.6,3
3.619,-470,173.6,3
3.636,-470,173.6,3
3.652,-470,173.6,2
3.668,-470,173.6,2
3.786,-469.9,173.6,1
3.801,-469.9,173.6,4
3.819,-469.8,173.6,13
3.837,-469.8,173.6,16
3.851,-469.8,173.6,20
3.868,-469.8,173.6,20
3.884,-469.8,173.6,18
3.901,-469.8,173.6,17
3.918,-469.8,173.6,14
3.934,-469.7,173.6,12
3.951,-469.7,173.6,7
3.969,-469.7,173.6,5
3.986,-469.7,173.6,4
4.004,-469.7,173.6,8
4.017,-469.7,173.6,8
4.035,-469.7,173.6,8
4.052,-469.6,173.6,8
4.069,-469.6,173.6,8
4.086,-469.6,173.6,8
4.102,-469.6,173.6,9
4.119,-469.6,173.6,8
4.136,-469.6,173.6,8
4.153,-469.5,173.6,7
4.169,-469.5,173.6,6
4.185,-469.5,173.6,6
4.202,-469.5,173.6,5
4.218,-469.5,173.6,5
4.235,-469.5,173.6,5
4.252,-469.5,173.6,4
4.268,-469.4,173.6,4
4.285,-469.4,173.6,4
4.302,-469.4,173.6,3
4.386,-469.3,173.6,1
4.408,-469.3,173.6,2
4.419,-469.3,173.6,6
4.437,-469.3,173.6,11
4.455,-469.3,173.6,10
4.468,-469.3,173.6,8
4.484,-469.3,173.6,6
4.502,-469.2,173.6,4
4.518,-469.2,173.6,2
4.534,-469.2,173.6,1
4.551,-469.2,173.6,1
4.567,-469.2,173.6,1
4.887,-468.9,173.6,0
4.895,-465.8,172.6,0
4.902,-461.7,171.6,0
4.922,-453.6,168.5,0
4.933,-419.9,156.3,0
4.951,-352.4,136.9,0
4.967,-268.7,116.4,0
4.984,-154.3,91.9,0
5.001,-30.6,73.5,0
5.018,54.1,66.4,0
5.035,119.5,64.3,0
5.051,185.9,63.3,0
5.067,204.3,63.3,0
5.085,217.6,63.3,0
5.101,221.7,65.4,0
5.118,221.7,65.4,0
5.327,221.7,65.4,0
5.335,220.7,65.4,0
5.354,218.6,66.4,0
5.367,213.5,70.5,0
5.385,211.5,72.5,0
5.406,208.4,76.6,0
5.418,205.3,81.7,0
5.434,203.3,90.9,0
5.451,203.3,99.1,0
5.467,213.5,112.3,0
5.485,226.8,124.6,0
5.501,244.2,135.8,0
5.518,262.5,149.1,0
5.534,283,162.4,0
5.55,301.4,176.7,0
5.567,307.5,180.8,0
5.836,307.5,180.8,1
5.854,307.5,180.8,4
5.88,307.5,180.8,5
5.885,307.5,180.8,10
5.902,307.5,180.8,13
5.92,307.5,180.8,15
5.935,307.5,180.8,16
5.952,307.5,180.8,12
5.969,307.5,180.8,14
5.986,307.5,180.8,12
6.002,307.5,180.8,11
6.02,307.5,180.8,9
6.037,307.5,180.8,7
6.052,307.5,180.8,6
6.069,307.5,180.8,5
6.081,307.5,180.8,8
6.096,307.5,180.8,8
6.114,307.5,180.8,9
6.13,307.5,180.8,8
6.146,307.5,180.8,8
6.162,307.5,180.8,8
6.179,307.5,180.8,9
6.195,307.5,180.8,8
6.214,307.5,180.8,8
6.23,307.5,180.8,7
6.246,307.5,180.8,6
6.265,307.5,180.8,6
6.279,307.5,180.8,5
6.296,307.5,180.8,5
6.313,307.5,180.8,5
6.406,307.5,180.8,1
6.408,307.5,180.8,1
6.418,307.5,180.8,5
6.441,307.5,180.8,7
6.452,307.5,180.8,9
6.468,307.5,180.8,16
6.485,307.5,180.8,17
6.502,307.5,180.8,19
6.518,307.5,180.8,20
6.536,307.5,180.8,19
6.553,307.5,180.8,13
6.569,307.5,180.8,13
6.586,307.5,180.8,9
6.603,307.5,180.8,6
6.62,307.5,180.8,5
6.623,307.5,180.8,10
6.638,307.5,180.8,11
6.655,307.5,180.8,12
6.672,307.5,180.8,12
6.688,307.5,180.8,12
6.705,307.5,180.8,11
