# type=browses viewport=1280x720 sections=12 max_scroll=1060
t,dx,dy,scroll_y
0.003,0,0,0
0.024,4.1,0,0
0.036,6.1,0,0
0.054,7.2,0,0
0.07,7.2,0,0
0.087,8.2,0,0
0.265,8.2,0,0
0.272,9.2,1,0
0.294,11.2,1,0
0.316,15.3,1,0
0.319,28.6,1,0
0.336,39.8,1,0
0.353,51.1,0,0
0.369,60.3,-2,0
0.386,65.4,-4.1,0
0.402,71.5,-5.1,0
0.42,73.6,-5.1,0
0.657,73.6,-5.1,0
0.664,76.6,-5.1,0
0.673,78.7,-5.1,0
0.689,80.7,-5.1,0
0.712,86.8,-4.1,0
0.723,95,-2,0
0.737,106.2,3.1,0
0.753,117.5,11.2,0
0.77,129.7,21.4,0
0.787,141,31.7,0
0.802,161.4,49,0
0.82,173.7,58.2,0
0.836,184.9,65.4,0
0.852,196.1,69.4,0
0.87,207.4,71.5,0
0.886,217.6,72.5,0
0.903,223.7,73.5,0
0.921,228.8,73.5,0
1.24,229.2,73.5,3
1.256,229.2,73.5,3
1.281,229.2,73.5,10
1.287,229.3,73.5,13
1.306,229.3,73.5,28
1.322,229.3,73.5,26
1.339,229.3,73.5,28
1.355,229.3,73.5,29
1.372,229.4,73.5,26
1.388,229.4,73.5,21
1.405,229.4,73.5,19
1.421,229.4,73.5,15
1.438,229.4,73.5,11
1.455,229.4,73.5,9
1.472,229.5,73.5,7
1.489,229.5,73.5,5
1.505,229.5,73.5,3
1.521,229.5,73.5,2
1.538,229.5,73.5,2
1.545,229.6,73.5,4
1.56,229.6,73.5,4
1.577,229.6,73.5,4
1.594,229.6,73.5,4
1.61,229.6,73.5,4
1.628,229.6,73.5,3
1.644,229.7,73.5,4
1.661,229.7,73.5,3
1.678,229.7,73.5,3
1.695,229.7,73.5,3
1.71,229.7,73.5,3
1.728,229.8,73.5,2
1.799,229.8,73.5,0
1.806,230.9,74.6,0
1.823,231.9,75.6,0
1.836,233.9,78.6,0
1.855,236,81.7,0
1.877,238,85.8,0
1.886,239,88.9,0
1.902,239,91.9,0
1.919,239,95,0
1.936,236,98,0
1.953,230.9,102.1,0
1.969,227.8,105.2,0
1.987,224.7,107.2,0
2.007,222.7,109.3,0
2.019,221.7,110.3,0
2.037,220.7,110.3,0
2.054,220.7,111.3,0
2.07,220.7,111.3,0
2.087,219.6,111.3,0
2.323,219.6,111.3,1
2.34,219.6,111.3,3
2.364,219.6,111.3,6
2.371,219.6,111.3,6
2.389,219.6,111.3,14
2.405,219.6,111.3,18
2.422,219.6,111.3,20
2.439,219.6,111.3,21
2.455,219.6,111.3,17
2.471,219.6,111.3,21
2.488,219.6,111.3,15
2.505,219.6,111.3,11
2.522,219.6,111.3,7
2.538,219.6,111.3,6
2.555,219.6,111.3,4
2.572,219.6,111.3,2
2.588,219.6,111.3,1
2.605,219.6,111.3,2
2.607,219.6,111.3,4
2.623,219.6,111.3,4
2.64,219.6,111.3,4
2.657,219.6,111.3,4
2.674,219.6,111.3,4
2.69,219.6,111.3,3
2.707,219.6,111.3,4
2.724,219.6,111.3,3
2.765,219.6,111.3,0
2.773,216.6,108.3,0
2.788,211.5,105.2,0
2.804,198.2,97,0
2.821,164.5,77.6,0
2.837,117.5,55.1,0
2.853,36.8,28.6,0
2.87,9.2,24.5,0
2.887,-26.6,24.5,0
2.903,-65.4,24.5,0
2.92,-82.7,27.6,0
2.936,-105.2,36.8,0
3.213,-106.2,36.8,0
3.221,-110.3,36.8,0
3.239,-115.4,35.7,0
3.26,-128.7,33.7,0
3.272,-147.1,31.7,0
3.288,-195.1,27.6,0
3.302,-225.8,27.6,0
3.319,-283,33.7,0
3.336,-314.6,43.9,0
3.352,-332,50,0
3.369,-344.3,55.1,0
3.386,-349.4,58.2,0
3.688,-349.4,58.2,1
3.69,-349.4,58.2,1
3.706,-349.4,58.2,6
3.725,-349.4,58.2,11
3.744,-349.4,58.2,18
3.757,-349.4,58.2,20
3.773,-349.4,58.2,27
3.789,-349.4,58.2,25
3.806,-349.4,58.2,17
3.821,-349.4,58.2,19
3.838,-349.4,58.2,12
3.855,-349.4,58.2,10
3.872,-349.4,58.2,8
3.889,-349.4,58.2,6
3.905,-349.4,58.2,4
3.923,-349.4,58.2,4
3.938,-349.4,58.2,3
3.954,-349.4,58.2,2
3.966,-349.4,58.2,5
3.982,-349.4,58.2,5
3.998,-349.4,58.2,5
4.014,-349.4,58.2,5
4.031,-349.4,58.2,5
4.048,-349.4,58.2,4
4.065,-349.4,58.2,5
4.081,-349.4,58.2,5
4.098,-349.4,58.2,4
4.115,-349.4,58.2,4
4.131,-349.4,58.2,4
4.148,-349.4,58.2,3
4.239,-349.4,58.2,1
4.256,-349.4,58.2,3
4.271,-349.4,58.2,4
4.294,-349.4,58.2,6
4.304,-349.4,58.2,6
4.322,-349.4,58.2,6
4.338,-349.4,58.2,4
4.355,-349.4,58.2,4
4.372,-349.4,58.2,3
4.388,-349.4,58.2,1
4.405,-349.4,58.2,1
4.422,-349.4,58.2,1
4.471,-349.4,58.2,1
4.489,-349.4,58.2,1
4.506,-349.4,58.2,2
4.522,-349.4,58.2,3
4.539,-349.4,58.2,4
4.555,-349.4,58.2,6
4.571,-349.4,58.2,7
4.589,-349.4,58.2,10
4.605,-349.4,58.2,10
4.622,-349.4,58.2,8
4.638,-349.4,58.2,7
4.654,-349.4,58.2,5
4.671,-349.4,58.2,3
4.688,-349.4,58.2,2
4.705,-349.4,58.2,1
5.104,-349.4,58.2,1
5.122,-349.4,58.2,3
5.138,-349.4,58.2,5
5.158,-349.4,58.2,8
5.171,-349.4,58.2,12
5.187,-349.4,58.2,12
5.204,-349.4,58.2,11
5.221,-349.4,58.2,9
5.237,-349.4,58.2,6
5.254,-349.4,58.2,4
5.27,-349.4,58.2,2
5.288,-349.4,58.2,1
5.304,-349.4,58.2,1
6.039,-349.4,58.2,1
6.057,-349.4,58.2,6
6.078,-349.4,58.2,10
6.087,-349.4,58.2,8
6.104,-349.4,58.2,11
6.121,-349.4,58.2,9
6.138,-349.4,58.2,8
6.154,-349.4,58.2,7
6.17,-349.4,58.2,6
6.187,-349.4,58.2,4
6.204,-349.4,58.2,3
6.221,-349.4,58.2,2
6.239,-349.4,58.2,1
6.254,-349.4,58.2,1
6.405,-349.4,58.2,-1
6.423,-349.4,58.2,-3
6.442,-349.4,58.2,-11
6.454,-349.4,58.2,-25
6.471,-349.4,58.2,-40
6.488,-349.4,58.2,-47
6.505,-349.4,58.2,-40
6.522,-349.4,58.2,-40
6.538,-349.4,58.2,-27
6.555,-349.4,58.2,-21
6.571,-349.4,58.2,-13
6.588,-349.4,58.2,-7
6.605,-349.4,58.2,-5
6.621,-349.4,58.2,-2
6.638,-349.4,58.2,-1
6.655,-349.4,58.2,-1
6.671,-349.4,58.2,-1
7.005,-349.4,58.2,-1
7.021,-349.4,58.2,-6
7.038,-349.4,58.2,-17
7.059,-349.4,58.2,-33
7.071,-349.4,58.2,-32
7.088,-349.4,58.2,-47
7.105,-349.4,58.2,-37
7.121,-349.4,58.2,-35
7.138,-349.4,58.2,-26
7.154,-349.4,58.2,-18
7.17,-349.4,58.2,-14
7.189,-349.4,58.2,-7
7.205,-349.4,58.2,-6
7.223,-349.4,58.2,-3
7.238,-349.4,58.2,-2
7.255,-349.4,58.2,-1
7.273,-349.4,58.2,-1
7.289,-349.4,58.2,-1
7.305,-349.4,58.2,-2
7.322,-349.4,58.2,-1
7.339,-349.4,58.2,-1
7.356,-349.4,58.2,-1
7.387,-349.4,58.2,0
7.421,-349.4,58.2,-1
7.439,-349.4,58.2,-1
7.455,-349.4,58.2,-1
7.472,-349.4,58.2,-1
7.489,-349.4,58.2,-1
7.505,-349.4,58.2,-1
7.522,-349.4,58.2,0
7.588,-349.4,58.2,-1
7.607,-349.4,58.2,-1
7.805,-349.4,58.2,-1
7.83,-349.4,58.2,-1
7.838,-349.4,58.2,-2
7.86,-349.4,58.2,-3
7.873,-349.4,58.2,-3
7.889,-349.4,58.2,-4
