# type=browses viewport=1280x720 sections=20 max_scroll=2180
t,dx,dy,scroll_y
2.719,660.9,-20.4,3
2.735,660.9,-20.4,4
2.753,660.9,-20.4,4
2.769,660.9,-20.4,3
2.786,660.9,-20.4,3
2.802,660.9,-20.4,2
2.82,660.9,-20.4,1
2.836,660.9,-20.4,1
2.852,660.9,-20.4,1
2.87,660.9,-20.4,1
2.886,660.9,-20.4,1
2.903,660.9,-20.4,2
2.919,660.9,-20.4,4
2.936,660.9,-20.4,5
2.953,660.9,-20.4,6
2.971,660.9,-20.4,7
2.986,660.9,-20.4,8
3.003,660.9,-20.4,9
3.019,660.9,-20.4,8
3.034,660.9,-20.4,8
3.051,660.9,-20.4,6
3.07,660.9,-20.4,5
3.086,660.9,-20.4,4
3.101,660.9,-20.4,3
3.117,660.9,-20.4,3
3.136,660.9,-20.4,1
3.266,660.9,-20.4,0
3.273,656.9,-20.4,0
3.284,652.8,-22.5,0
3.3,641.5,-26.6,0
3.321,628.3,-30.6,0
3.333,609.9,-35.7,0
3.349,582.3,-41.9,0
3.366,563.9,-44.9,0
3.382,544.5,-47,0
3.401,529.2,-47,0
3.417,522,-47,0
3.433,515.9,-47,0
3.45,511.8,-47,0
3.467,509.8,-47,0
3.484,509.8,-47,0
3.835,508.7,-47,0
3.841,505.7,-47,0
3.856,502.6,-47,0
3.866,494.4,-48,0
3.885,490.3,-48,0
3.907,478.1,-47,0
3.917,468.9,-42.9,0
3.933,463.8,-39.8,0
3.949,459.7,-35.7,0
3.968,457.7,-32.7,0
3.983,456.6,-29.6,0
3.999,455.6,-27.6,0
4.017,455.6,-26.6,0
4.033,455.6,-25.5,0
4.05,455.6,-25.5,0
4.202,455.6,-25.5,1
4.204,455.6,-25.5,1
4.221,455.6,-25.5,3
4.236,455.6,-25.5,4
4.259,455.6,-25.5,6
4.269,455.6,-25.5,7
4.286,455.6,-25.5,9
4.302,455.6,-25.5,10
4.319,455.6,-25.5,13
4.336,455.6,-25.5,13
4.352,455.6,-25.5,15
4.369,455.6,-25.5,15
4.387,455.6,-25.5,14
4.402,455.6,-25.5,13
4.419,455.6,-25.5,10
4.435,455.6,-25.5,10
4.452,455.6,-25.5,9
4.468,455.6,-25.5,8
4.486,455.6,-25.5,7
4.504,455.6,-25.5,6
4.519,455.6,-25.5,6
4.535,455.6,-25.5,4
4.552,455.6,-25.5,4
4.568,455.6,-25.5,4
4.585,455.6,-25.5,3
4.602,455.6,-25.5,2
4.619,455.6,-25.5,1
4.985,455.6,-25.5,0
4.992,454.6,-25.5,0
5.003,452.5,-25.5,0
5.024,449.5,-25.5,0
5.035,438.2,-26.6,0
5.051,422.9,-28.6,0
5.067,371.8,-35.7,0
5.083,328.9,-40.9,0
5.099,281.9,-43.9,0
5.117,247.2,-44.9,0
5.133,202.3,-43.9,0
5.15,168.6,-36.8,0
5.168,150.2,-32.7,0
5.183,127.7,-28.6,0
5.202,121.6,-28.6,0
5.218,111.3,-27.6,0
5.233,109.3,-27.6,0
5.25,109.3,-29.6,0
5.434,108.3,-32.7,0
5.439,106.2,-36.8,0
5.458,103.2,-39.8,0
5.468,97,-49,0
5.488,88.9,-58.2,0
5.501,77.6,-69.4,0
5.516,56.2,-91.9,0
5.533,32.7,-115.4,0
5.551,18.4,-129.7,0
5.567,4.1,-144,0
5.584,-9.2,-157.3,0
5.6,-10.2,-158.3,0
5.617,-15.3,-162.4,0
5.633,-18.4,-167.5,0
5.649,-19.4,-169.5,0
5.666,-19.4,-170.6,0
5.683,-19.4,-172.6,0
5.699,-19.4,-173.6,0
5.715,-19.4,-175.7,0
5.734,-20.4,-177.7,0
5.75,-21.5,-179.7,0
5.768,-21.5,-179.7,0
5.784,-22.5,-180.8,0
5.8,-22.5,-180.8,0
5.817,-22.5,-181.8,0
5.834,-22.5,-181.8,0
5.849,-23.5,-181.8,0
5.867,-23.5,-182.8,0
5.884,-23.5,-182.8,0
5.9,-23.5,-184.9,0
5.916,-23.5,-187.9,0
5.934,-22.5,-198.1,0
5.951,-14.3,-215.5,0
5.967,-3.1,-236.9,0
5.984,5.1,-251.2,0
6,14.3,-267.6,0
6.017,18.4,-274.7,0
6.033,23.5,-283.9,0
6.051,24.5,-287,0
6.066,25.5,-288,0
6.083,25.5,-288,0
6.558,26.6,-288,0
6.57,28.6,-288,0
6.583,33.7,-284.9,0
6.601,37.8,-283.9,0
6.622,60.3,-278.8,0
6.633,88.9,-275.7,0
6.65,126.7,-271.7,0
6.666,177.7,-264.5,0
6.683,238,-257.4,0
6.701,301.4,-246.1,0
6.718,342.2,-239,0
6.734,383.1,-229.8,0
6.75,395.3,-227.7,0
6.768,398.4,-226.7,0
7.619,398.4,-226.7,1
7.643,398.4,-226.7,2
7.652,398.4,-226.7,6
7.674,398.4,-226.7,14
7.686,398.4,-226.7,15
7.703,398.4,-226.7,16
7.719,398.4,-226.7,14
7.735,398.4,-226.7,12
7.752,398.4,-226.7,10
7.769,398.4,-226.7,8
7.786,398.4,-226.7,5
7.802,398.4,-226.7,4
7.819,398.4,-226.7,3
7.836,398.4,-226.7,2
7.852,398.4,-226.7,1
7.871,398.4,-226.7,1
7.886,398.4,-226.7,1
7.917,398.4,-226.7,1
7.934,398.4,-226.7,1
7.951,398.4,-226.7,1
7.967,398.4,-226.7,2
7.984,398.4,-226.7,3
8,398.4,-226.7,3
