# type=browses viewport=1280x720 sections=20 max_scroll=2180
t,dx,dy,scroll_y
0.026,0,0,0
0.029,-1,0,0
0.041,-2,-1,0
0.05,-4.1,-3.1,0
0.067,-7.2,-5.1,0
0.084,-10.2,-8.2,0
0.101,-13.3,-11.2,0
0.118,-15.3,-13.3,0
0.135,-16.3,-14.3,0
0.15,-16.3,-15.3,0
0.166,-16.3,-16.3,0
0.318,-15.3,-16.3,0
0.325,-14.3,-17.4,0
0.34,-12.3,-18.4,0
0.35,-3.1,-24.5,0
0.377,4.1,-29.6,0
0.386,23.5,-39.8,0
0.4,59.2,-56.2,0
0.416,75.6,-61.3,0
0.433,96,-66.4,0
0.449,111.3,-69.4,0
0.467,118.5,-70.5,0
0.485,126.7,-71.5,0
0.502,129.7,-73.5,0
0.516,131.8,-75.6,0
0.757,133.8,-75.6,0
0.768,136.9,-75.6,0
0.785,141,-73.5,0
0.807,160.4,-68.4,0
0.818,205.3,-57.2,0
0.834,238,-49,0
0.85,278.9,-36.8,0
0.865,303.4,-30.6,0
0.884,326.9,-24.5,0
0.9,344.3,-20.4,0
0.916,348.3,-20.4,0
0.934,357.5,-20.4,0
0.951,361.6,-20.4,0
0.968,365.7,-22.5,0
0.983,367.8,-23.5,0
1.254,368.1,-23.5,3
1.268,368.1,-23.5,3
1.284,368.1,-23.5,11
1.304,368.2,-23.5,18
1.317,368.2,-23.5,23
1.335,368.2,-23.5,25
1.351,368.2,-23.5,22
1.368,368.3,-23.5,18
1.384,368.3,-23.5,19
1.401,368.3,-23.5,15
1.417,368.3,-23.5,11
1.434,368.3,-23.5,9
1.45,368.4,-23.5,7
1.467,368.4,-23.5,5
1.484,368.4,-23.5,4
1.501,368.4,-23.5,3
1.519,368.5,-23.5,2
1.534,368.5,-23.5,1
1.771,368.8,-23.5,0
1.78,372.9,-23.5,0
1.787,377,-23.5,0
1.806,381,-23.5,0
1.817,391.3,-23.5,0
1.833,408.6,-23.5,0
1.85,446.4,-22.5,0
1.867,475,-20.4,0
1.884,512.8,-19.4,0
1.901,545.5,-17.4,0
1.918,565.9,-16.3,0
1.933,586.4,-15.3,0
1.95,601.7,-15.3,0
1.966,607.8,-15.3,0
1.983,609.9,-15.3,0
2.251,609.9,-15.3,0
2.259,611.9,-15.3,0
2.27,614,-15.3,0
2.29,617,-15.3,0
2.3,624.2,-15.3,0
2.316,635.4,-15.3,0
2.333,652.8,-12.3,0
2.349,658.9,-11.2,0
2.366,665,-9.2,0
2.382,668.1,-8.2,0
2.399,669.1,-8.2,0
2.416,670.1,-8.2,0
2.47,670.1,-8.2,0
2.475,669.1,-8.2,0
2.486,669.1,-8.2,0
2.503,669.1,-8.2,0
2.517,668.1,-8.2,0
2.533,667.1,-9.2,0
2.55,666,-10.2,0
2.567,664,-14.3,0
2.584,662,-18.4,0
2.601,660.9,-20.4,0
2.619,660.9,-20.4,1
2.636,660.9,-20.4,1
2.654,660.9,-20.4,3
2.669,660.9,-20.4,3
2.686,660.9,-20.4,3
2.702,660.9,-20.4,3
