# type=browses viewport=1280x720 sections=13 max_scroll=1200
t,dx,dy,scroll_y
6.89,256.4,83.7,2
6.914,256.4,83.7,4
6.921,256.4,83.7,4
6.939,256.4,83.7,7
6.955,256.4,83.7,9
6.972,256.4,83.7,8
6.989,256.4,83.7,9
7.008,256.4,83.7,7
7.022,256.4,83.7,6
7.039,256.4,83.7,4
7.056,256.4,83.7,4
7.071,256.4,83.7,2
7.088,256.4,83.7,1
7.105,256.4,83.7,1
7.122,256.4,83.7,1
7.138,256.4,83.7,1
7.155,256.4,83.7,1
7.204,256.4,83.7,0
7.211,254.4,84.8,0
7.224,253.3,85.8,0
7.238,251.3,86.8,0
7.254,247.2,89.9,0
7.27,244.2,91.9,0
7.286,242.1,92.9,0
7.304,241.1,94,0
7.319,240.1,94,0
7.337,240.1,94,0
7.353,240.1,94,0
7.49,239,94,0
7.506,239,94,0
7.521,238,94,0
7.54,237,94,0
7.56,235,94,0
7.572,232.9,94,0
7.587,230.9,94,0
7.603,226.8,95,0
7.621,225.8,95,0
7.636,224.7,96,0
7.654,223.7,97,0
7.67,222.7,98,0
7.686,222.7,98,0
7.721,222.7,98,0
7.988,222.7,98,1
