# type=browses viewport=1280x720 sections=11 max_scroll=920
t,dx,dy,scroll_y
4.352,24.5,86.7,5
4.369,24.5,86.7,5
4.385,24.5,86.7,5
4.402,24.5,86.7,5
4.419,24.5,86.7,4
4.435,24.5,86.7,5
4.452,24.5,86.7,5
4.469,24.5,86.7,4
4.486,24.5,86.8,4
4.588,24.5,86.8,0
4.595,24.5,87.8,0
4.604,24.5,90.9,0
4.624,24.5,92.9,0
4.633,24.5,99.1,0
4.651,25.5,104.2,0
4.667,26.6,108.3,0
4.685,27.6,111.3,0
4.701,27.6,112.3,0
4.718,27.6,113.4,0
4.734,28.6,113.4,0
5.003,28.3,113.4,1
5.021,28.3,113.4,3
5.039,28.3,113.4,5
5.053,28.2,113.4,9
5.069,28.2,113.4,11
5.086,28.2,113.4,9
5.102,28.2,113.4,10
5.119,28.2,113.4,9
5.136,28.2,113.4,6
5.151,28.1,113.4,6
5.168,28.1,113.4,6
5.186,28.1,113.4,5
5.202,28.1,113.4,5
5.218,28.1,113.4,5
5.235,28,113.4,5
5.251,28,113.4,4
5.269,28,113.4,3
5.285,28,113.4,2
5.303,28,113.4,4
5.318,28,113.4,4
5.336,27.9,113.4,4
5.353,27.9,113.4,4
5.368,27.9,113.4,4
5.386,27.9,113.4,3
5.402,27.9,113.4,4
5.42,27.8,113.4,3
5.436,27.8,113.4,3
5.453,27.8,113.4,3
5.469,27.8,113.4,3
5.486,27.8,113.4,2
5.502,27.7,113.4,2
5.519,27.7,113.4,2
5.535,27.7,113.4,2
5.652,27.6,113.4,0
5.66,26.6,113.4,0
5.67,24.5,114.4,0
5.69,22.5,115.4,0
5.702,17.4,116.4,0
5.719,8.2,118.5,0
5.735,-8.2,121.5,0
5.751,-21.5,122.6,0
5.767,-33.7,122.6,0
5.783,-46,122.6,0
5.8,-56.2,122.6,0
5.816,-66.4,119.5,0
5.834,-80.7,114.4,0
5.85,-89.9,110.3,0
5.868,-94,108.3,0
5.885,-104.2,105.2,0
5.901,-113.4,102.1,0
5.917,-126.7,100.1,0
5.933,-136.9,100.1,0
5.951,-148.1,100.1,0
5.968,-159.4,99.1,0
5.983,-170.6,99.1,0
6.002,-174.7,98,0
6.018,-179.8,97,0
6.036,-181.8,96,0
6.051,-182.9,95,0
6.302,-183.9,95,0
6.306,-189,95,0
6.319,-194.1,95,0
6.335,-203.3,95,0
6.356,-214.5,95,0
6.367,-227.8,96,0
6.385,-253.3,96,0
6.4,-277.9,98,0
6.417,-294.2,99.1,0
6.433,-310.6,100.1,0
6.451,-318.7,101.1,0
6.468,-323.8,102.1,0
6.484,-325.9,103.1,0
6.853,-325.9,103.1,0
6.858,-326.9,103.1,0
6.871,-328.9,104.2,0
6.892,-330,106.2,0
6.9,-340.2,112.3,0
6.917,-348.3,117.4,0
6.933,-354.5,121.5,0
6.951,-360.6,124.6,0
6.969,-366.7,126.6,0
6.985,-369.8,127.7,0
7.002,-371.8,127.7,0
7.019,-372.9,127.7,0
7.037,-372.9,127.7,0
7.051,-373.9,127.7,0
7.121,-373.9,128.7,0
7.208,-372.9,128.7,0
7.504,-372.9,128.7,1
7.518,-372.9,128.7,5
7.539,-372.9,128.7,9
7.551,-372.9,128.7,9
7.569,-372.9,128.7,12
7.585,-372.9,128.7,10
7.602,-372.9,128.7,10
7.619,-372.9,128.7,10
7.635,-372.9,128.7,10
7.652,-372.9,128.7,10
7.67,-372.9,128.7,10
7.686,-372.9,128.7,10
7.703,-372.9,128.7,9
7.719,-372.9,128.7,8
7.735,-372.9,128.7,6
7.753,-372.9,128.7,5
7.769,-372.9,128.7,4
7.787,-372.9,128.7,2
7.802,-372.9,128.7,1
7.82,-372.9,128.7,1
7.836,-372.9,128.7,1
