# type=browses viewport=1280x720 sections=11 max_scroll=920
t,dx,dy,scroll_y
0.337,0,0,0
0.345,0,1,0
0.352,0,2,0
0.369,1,2,0
0.397,2,3.1,0
0.4,3.1,5.1,0
0.417,4.1,6.1,0
0.433,4.1,7.1,0
0.45,5.1,7.1,0
0.467,5.1,7.1,0
0.504,5.1,7.1,0
0.528,6.1,7.1,0
0.544,6.1,7.1,0
0.553,6.1,7.1,0
0.569,6.1,7.1,0
0.585,7.2,7.1,0
0.601,7.2,7.1,0
0.809,7.2,7.1,0
0.821,8.2,8.2,0
0.836,15.3,12.3,0
0.858,23.5,18.4,0
0.869,31.7,24.5,0
0.885,38.8,30.6,0
0.9,42.9,33.7,0
0.916,48,36.8,0
0.933,51.1,38.8,0
0.95,53.1,39.8,0
0.967,53.1,40.9,0
1.303,53.1,40.9,1
1.321,53.1,40.9,5
1.336,53.1,40.9,10
1.356,53.1,40.9,14
1.368,53.1,40.9,15
1.384,53.1,40.9,14
1.409,53.1,40.9,16
1.418,53.1,40.9,13
1.434,53.1,40.9,11
1.451,53.1,40.9,10
1.468,53.1,40.9,7
1.485,53.1,40.9,6
1.501,53.1,40.9,6
1.505,53.1,40.9,9
1.519,53.1,40.9,10
1.537,53.1,40.9,10
1.553,53.1,40.9,10
1.57,53.1,40.9,10
1.587,53.1,40.9,9
1.604,53.1,40.9,10
1.62,53.1,40.9,10
1.637,53.1,40.9,9
1.654,53.1,40.9,8
1.671,53.1,40.9,8
1.686,53.1,40.9,7
1.704,53.1,40.9,6
1.721,53.1,40.9,6
1.737,53.1,40.9,5
1.802,53.1,40.9,1
1.82,53.1,40.9,3
1.837,53.1,40.9,5
1.853,53.1,40.9,9
1.87,53.1,40.9,14
1.887,53.1,40.9,17
1.903,53.1,40.9,19
1.919,53.1,40.9,14
1.935,53.1,40.9,13
1.953,53.1,40.9,7
1.97,53.1,40.9,7
1.986,53.1,40.9,3
2.003,53.1,40.9,2
2.021,53.1,40.9,1
2.039,53.1,40.9,1
2.053,53.1,40.9,2
2.069,53.1,40.9,3
2.086,53.1,40.9,4
2.102,53.1,40.9,4
2.105,53.1,40.9,4
2.12,53.1,40.9,4
2.137,53.1,40.9,4
2.153,53.1,40.9,4
2.17,53.1,40.9,4
2.187,53.1,40.9,3
2.204,53.1,40.9,4
2.22,53.1,40.9,3
2.236,53.1,40.9,3
2.254,53.1,40.9,3
2.375,53.1,40.9,0
2.387,52.1,41.9,0
2.401,50.1,43.9,0
2.426,43.9,53.1,0
2.434,36.8,61.3,0
2.45,31.7,69.4,0
2.467,29.6,75.6,0
2.484,26.6,80.7,0
2.502,25.5,83.7,0
2.518,24.5,84.8,0
2.535,24.5,85.8,0
2.551,24.5,85.8,0
2.785,24.5,85.9,1
2.802,24.5,85.9,3
2.818,24.5,85.9,8
2.842,24.5,85.9,11
2.852,24.5,85.9,12
2.868,24.5,85.9,13
2.884,24.5,86,14
2.901,24.5,86,11
2.918,24.5,86,10
2.935,24.5,86,8
2.951,24.5,86,6
2.968,24.5,86,5
2.985,24.5,86,4
3,24.5,86,7
3.017,24.5,86,7
3.035,24.5,86,7
3.053,24.5,86,7
3.07,24.5,86,7
3.085,24.5,86.1,7
3.102,24.5,86.1,8
3.119,24.5,86.1,7
3.135,24.5,86.1,6
3.152,24.5,86.1,6
3.17,24.5,86.1,5
3.187,24.5,86.1,5
3.204,24.5,86.1,5
3.286,24.5,86.2,1
3.305,24.5,86.2,2
3.326,24.5,86.2,7
3.335,24.5,86.2,9
3.352,24.5,86.2,12
3.369,24.5,86.2,13
3.384,24.5,86.2,11
3.401,24.5,86.2,11
3.418,24.5,86.2,10
3.435,24.5,86.2,8
3.452,24.5,86.2,7
3.468,24.5,86.2,6
3.486,24.5,86.3,5
3.502,24.5,86.3,5
3.519,24.5,86.3,6
3.536,24.5,86.3,6
3.553,24.5,86.3,5
3.57,24.5,86.3,5
3.587,24.5,86.3,6
3.602,24.5,86.3,6
3.619,24.5,86.3,6
3.636,24.5,86.3,6
3.653,24.5,86.3,6
3.669,24.5,86.3,6
3.686,24.5,86.4,6
3.702,24.5,86.4,6
3.72,24.5,86.4,5
3.735,24.5,86.4,5
3.753,24.5,86.4,5
3.769,24.5,86.4,4
3.786,24.5,86.4,4
3.802,24.5,86.4,4
3.819,24.5,86.4,3
3.835,24.5,86.4,3
3.853,24.5,86.4,3
3.869,24.5,86.4,2
3.886,24.5,86.5,2
3.902,24.5,86.5,2
3.919,24.5,86.5,2
3.936,24.5,86.5,2
4.052,24.5,86.5,1
4.076,24.5,86.6,2
4.086,24.5,86.6,7
4.104,24.5,86.6,11
4.12,24.5,86.6,11
4.136,24.5,86.6,14
4.153,24.5,86.6,13
4.169,24.5,86.6,13
4.186,24.5,86.6,13
4.202,24.5,86.6,11
4.219,24.5,86.6,10
4.235,24.5,86.6,7
4.252,24.5,86.6,6
4.269,24.5,86.6,5
4.286,24.5,86.7,4
4.302,24.5,86.7,4
4.319,24.5,86.7,3
4.337,24.5,86.7,5
