# type=browses viewport=1280x720 sections=9 max_scroll=640
t,dx,dy,scroll_y
1.997,396.4,52.1,0
2.013,401.5,55.1,0
2.03,403.5,56.2,0
2.305,403.5,56.2,0
2.315,406.6,56.2,0
2.331,413.7,56.2,0
2.354,418.8,56.2,0
2.365,462.8,56.2,0
2.381,503.6,60.3,0
2.397,540.4,65.4,0
2.415,582.3,71.5,0
2.433,606.8,74.6,0
2.45,630.3,78.6,0
2.464,640.5,80.7,0
2.482,648.7,80.7,0
2.833,648.7,80.7,0
2.84,649.7,80.7,0
2.848,651.7,80.7,0
2.865,652.8,80.7,0
2.881,656.9,82.7,0
2.897,662,85.8,0
2.915,667.1,88.9,0
2.931,677.3,98,0
2.949,693.6,115.4,0
2.964,704.9,127.7,0
2.981,717.1,139.9,0
2.997,727.3,150.1,0
3.014,733.5,155.2,0
3.03,739.6,160.3,0
3.047,743.7,163.4,0
3.064,746.8,164.4,0
3.081,747.8,165.4,0
3.098,748.8,165.4,0
3.115,748.8,165.4,0
3.133,749.8,165.4,0
3.148,750.8,165.4,0
3.163,751.9,165.4,0
3.18,751.9,165.4,0
3.197,752.9,165.4,0
3.367,752.9,165.4,1
3.384,752.9,165.4,4
3.4,752.9,165.4,7
3.417,752.9,165.4,8
3.433,752.9,165.4,13
3.45,752.9,165.4,26
3.465,752.9,165.4,27
3.482,752.9,165.4,26
3.5,752.9,165.4,23
3.516,752.9,165.4,21
3.533,752.9,165.4,19
3.55,752.9,165.4,16
3.566,752.9,165.4,14
3.583,752.9,165.4,13
3.599,752.9,165.4,11
3.615,752.9,165.4,10
3.632,752.9,165.4,9
3.649,752.9,165.4,7
3.666,752.9,165.4,6
3.682,752.9,165.4,5
3.698,752.9,165.4,4
3.706,752.9,165.4,7
3.722,752.9,165.4,7
3.738,752.9,165.4,7
3.755,752.9,165.4,7
3.772,752.9,165.4,7
3.789,752.9,165.4,7
3.805,752.9,165.4,8
3.823,752.9,165.4,7
3.839,752.9,165.4,6
3.855,752.9,165.4,6
3.872,752.9,165.4,5
3.914,752.9,165.4,0
3.919,755.9,165.4,0
3.932,760,164.4,0
3.948,768.2,162.4,0
3.965,778.4,159.3,0
3.983,793.7,156.3,0
3.997,810.1,153.2,0
4.015,824.4,150.1,0
4.031,835.6,148.1,0
4.048,842.8,146,0
4.063,849.9,142,0
4.08,854,140.9,0
4.097,856.1,139.9,0
4.113,857.1,138.9,0
4.131,858.1,137.9,0
4.147,858.1,136.9,0
4.163,858.1,135.8,0
4.18,858.1,133.8,0
4.2,857.1,132.8,0
4.214,856.1,130.7,0
4.23,854,124.6,0
4.247,852,114.4,0
4.265,850.9,107.2,0
4.282,847.9,87.8,0
4.298,845.8,59.2,0
4.313,842.8,17.4,0
4.33,840.7,0,0
4.347,838.7,-19.4,0
4.363,836.6,-34.7,0
4.38,833.6,-48,0
4.397,830.5,-58.2,0
4.413,828.5,-65.4,0
4.43,824.4,-74.6,0
4.447,823.4,-76.6,0
4.465,821.3,-79.7,0
4.481,820.3,-79.7,0
4.702,821.3,-79.7,0
4.71,823.4,-82.7,0
4.722,828.5,-87.8,0
4.73,831.5,-91.9,0
4.758,840.7,-104.2,0
4.763,853,-120.5,0
4.78,867.3,-144,0
4.796,879.6,-165.4,0
4.814,887.7,-179.7,0
4.831,895.9,-195.1,0
4.848,903,-206.3,0
4.864,906.1,-213.4,0
4.882,909.2,-219.6,0
4.897,911.2,-225.7,0
4.913,912.2,-227.7,0
4.931,912.2,-227.7,0
5.282,912.2,-227.7,1
5.283,912.2,-227.7,1
5.299,912.2,-227.7,6
5.317,912.2,-227.7,10
5.331,912.2,-227.7,18
5.348,912.2,-227.7,20
5.365,912.2,-227.7,23
5.382,912.2,-227.7,19
5.398,912.2,-227.7,18
5.417,912.2,-227.7,16
5.433,912.2,-227.7,11
5.45,912.2,-227.7,8
5.467,912.2,-227.7,7
5.483,912.2,-227.7,5
5.5,912.2,-227.7,3
5.517,912.2,-227.7,2
5.533,912.2,-227.7,1
5.549,912.2,-227.7,1
5.565,912.2,-227.7,1
5.582,912.2,-227.7,1
5.865,912.2,-227.7,1
5.882,912.2,-227.7,5
5.898,912.2,-227.7,10
5.915,912.2,-227.7,17
5.932,912.2,-227.7,21
5.95,912.2,-227.7,21
5.967,912.2,-227.7,15
5.984,912.2,-227.7,20
6,912.2,-227.7,14
6.017,912.2,-227.7,10
6.034,912.2,-227.7,6
6.051,912.2,-227.7,4
6.067,912.2,-227.7,2
6.084,912.2,-227.7,1
6.631,912.2,-227.7,1
6.649,912.2,-227.7,1
6.68,912.2,-227.7,1
6.7,912.2,-227.7,6
6.714,912.2,-227.7,6
6.731,912.2,-227.7,7
6.748,912.2,-227.7,7
6.764,912.2,-227.7,4
6.782,912.2,-227.7,5
6.798,912.2,-227.7,4
6.815,912.2,-227.7,3
6.831,912.2,-227.7,2
6.848,912.2,-227.7,1
6.865,912.2,-227.7,1
6.882,912.2,-227.7,1
6.898,912.2,-227.7,1
6.932,912.2,-227.7,0
6.95,912.2,-227.7,0
7.171,912.2,-227.7,0
7.182,908.2,-227.7,0
7.197,904.1,-227.7,0
7.22,893.9,-225.7,0
7.231,869.3,-214.5,0
7.247,841.8,-200.2,0
7.265,798.9,-172.6,0
7.281,764.1,-145,0
7.299,739.6,-123.6,0
7.315,714.1,-101.1,0
7.332,699.8,-88.9,0
7.348,686.5,-76.6,0
7.365,680.4,-71.5,0
7.38,675.2,-67.4,0
7.707,674.2,-67.4,0
7.715,672.2,-67.4,0
7.734,668.1,-67.4,0
7.754,659.9,-66.4,0
7.767,642.6,-61.3,0
7.782,620.1,-53.1,0
7.796,579.2,-37.8,0
7.813,550.6,-27.6,0
7.83,530.2,-21.4,0
7.847,509.8,-16.3,0
7.863,497.5,-14.3,0
7.88,488.3,-13.3,0
7.898,483.2,-13.3,0
