# type=browses viewport=1280x720 sections=16 max_scroll=1620
t,dx,dy,scroll_y
0.005,0,0,0
0.023,1,1,0
0.299,1,1,0
0.314,1,1,0
0.333,2,1,0
0.341,4.1,1,0
0.356,7.2,2,0
0.372,14.3,3.1,0
0.388,28.6,6.1,0
0.405,39.8,8.2,0
0.423,51.1,10.2,0
0.439,60.3,11.2,0
0.454,66.4,11.2,0
0.473,71.5,11.2,0
0.49,75.6,11.2,0
0.507,76.6,11.2,0
0.522,77.6,11.2,0
0.773,77.6,11.2,0
0.778,81.7,11.2,0
0.79,85.8,11.2,0
0.813,97,12.3,0
0.822,128.7,12.3,0
0.839,172.6,12.3,0
0.855,222.7,9.2,0
0.871,260.5,9.2,0
0.888,305.4,9.2,0
0.906,342.2,17.4,0
0.921,372.9,30.6,0
0.94,382.1,34.7,0
0.955,390.2,39.8,0
0.972,399.4,46,0
0.988,400.4,48,0
1.005,401.5,49,0
1.024,400.4,49,0
1.257,400.4,49,0
1.265,403.5,49,0
1.275,406.6,49,0
1.296,409.6,49,0
1.306,416.8,49,0
1.321,422.9,49,0
1.338,433.1,51.1,0
1.355,439.3,53.1,0
1.371,441.3,54.1,0
1.389,441.3,55.1,0
1.406,441.3,56.2,0
1.423,436.2,56.2,0
1.438,429.1,56.2,0
1.456,418.8,56.2,0
1.472,408.6,56.2,0
1.489,402.5,56.2,0
1.504,395.3,57.2,0
1.522,391.3,58.2,0
1.538,389.2,59.2,0
1.555,387.2,60.3,0
1.571,386.1,61.3,0
1.589,386.1,61.3,0
2.057,387.2,61.3,0
2.064,387.2,61.3,0
2.075,388.2,61.3,0
2.095,389.2,61.3,0
2.107,393.3,61.3,0
2.124,399.4,58.2,0
2.14,408.6,52.1,0
2.155,428,34.7,0
2.171,441.3,21.4,0
2.188,450.5,11.2,0
2.205,461.7,-2,0
2.221,469.9,-11.2,0
2.24,476,-16.3,0
2.255,480.1,-21.4,0
2.272,484.2,-24.5,0
2.289,486.3,-25.5,0
2.306,488.3,-26.6,0
2.321,489.3,-26.6,0
2.339,489.3,-26.6,0
2.4,489.3,-25.5,0
2.68,489.3,-25.5,0
2.692,491.4,-25.5,0
2.719,498.5,-24.5,0
2.726,503.6,-23.5,0
2.738,507.7,-22.5,0
2.761,517.9,-19.4,0
2.772,530.2,-15.3,0
2.788,543.5,-11.2,0
2.805,553.7,-7.1,0
2.824,564.9,-4.1,0
2.839,569,-4.1,0
2.855,575.1,-3.1,0
2.872,578.2,-3.1,0
2.889,581.3,-3.1,0
2.905,582.3,-3.1,0
2.922,582.3,-3.1,0
3.015,582.3,-3.1,0
3.027,582.3,-3.1,0
3.038,581.3,-3.1,0
3.734,581.3,-3.1,0
3.742,580.2,-3.1,0
3.757,578.2,-3.1,0
3.777,568,-1,0
3.79,546.5,10.2,0
3.807,515.9,28.6,0
3.824,474,57.2,0
3.84,429.1,92.9,0
