# type=browses viewport=1280x720 sections=8 max_scroll=500
t,dx,dy,scroll_y
0.772,0,0,0
0.776,1,2,0
0.789,4.1,4.1,0
0.808,8.2,8.2,0
0.821,14.3,13.3,0
0.849,24.5,19.4,0
0.855,33.7,24.5,0
0.872,44.9,27.6,0
0.888,53.1,28.6,0
0.906,58.2,29.6,0
0.923,69.5,29.6,0
0.938,89.9,30.6,0
0.955,105.2,32.7,0
0.971,119.5,35.7,0
0.988,131.8,38.8,0
1.005,138.9,40.9,0
1.022,146.1,42.9,0
1.255,146.1,42.9,0
1.269,149.1,42.9,0
1.272,154.3,43.9,0
1.296,159.4,46,0
1.305,171.6,49,0
1.322,194.1,56.2,0
1.338,241.1,72.5,0
1.355,262.5,81.7,0
1.372,285,89.9,0
1.389,300.3,96,0
1.405,306.5,99.1,0
1.422,309.5,100.1,0
1.624,309.9,100.1,1
1.642,309.9,100.1,3
1.66,309.9,100.1,7
1.68,309.9,100.1,17
1.694,310,100.1,24
1.707,310,100.1,28
1.724,310,100.1,30
1.74,310,100.1,21
1.759,310.1,100.1,18
1.773,310.1,100.1,13
1.789,310.1,100.1,9
1.806,310.1,100.1,6
1.823,310.2,100.1,14
1.833,310.2,100.1,16
1.85,310.2,100.1,17
1.866,310.2,100.1,17
1.883,310.3,100.1,16
1.9,310.3,100.1,16
1.916,310.3,100.1,18
1.933,310.3,100.1,17
1.95,310.4,100.1,16
1.967,310.4,100.1,14
1.983,310.4,100.1,13
2.001,310.5,100.1,12
2.016,310.5,100.1,11
2.064,310.6,100.1,0
2.073,315.7,100.1,0
2.089,331,100.1,0
2.105,350.4,100.1,0
2.121,379,99.1,0
2.142,436.2,98,0
2.155,466.8,98,0
2.171,503.6,98,0
2.188,524.1,101.1,0
2.206,544.5,107.2,0
2.223,558.8,113.4,0
2.24,564.9,116.4,0
2.256,569,119.5,0
2.271,571,122.6,0
2.507,571,122.6,0
2.511,576.2,122.6,0
2.524,581.3,125.6,0
2.545,592.5,133.8,0
2.555,603.7,142,0
2.572,614,151.1,0
2.587,628.3,163.4,0
2.604,641.5,175.7,0
2.622,649.7,182.8,0
2.639,657.9,188.9,0
2.656,660.9,192,0
2.674,663,194,0
2.69,663,195.1,0
2.706,663,196.1,0
2.908,663,196.1,1
2.91,663,196.1,1
2.924,663,196.1,6
2.94,663,196.1,10
2.962,663,196.1,18
2.974,663,196.1,23
2.991,663,196.1,30
3.009,663,196.1,29
3.025,663,196.1,27
3.042,663,196.1,19
3.058,663,196.1,20
3.075,663,196.1,14
3.091,663,196.1,11
3.106,663,196.1,8
3.123,663,196.1,6
3.14,663,196.1,4
3.153,663,196.1,9
3.168,663,196.1,10
3.185,663,196.1,10
3.202,663,196.1,10
3.219,663,196.1,10
3.235,663,196.1,9
3.252,663,196.1,10
3.268,663,196.1,10
3.285,663,196.1,9
3.301,663,196.1,8
3.358,663,196.1,0
3.366,660.9,193,0
3.375,658.9,191,0
3.391,655.8,188.9,0
3.407,650.7,184.9,0
3.424,640.5,179.7,0
3.441,622.1,172.6,0
3.457,609.9,170.6,0
3.473,595.6,168.5,0
3.49,579.2,168.5,0
3.505,571,168.5,0
3.521,564.9,167.5,0
3.538,561.9,167.5,0
3.556,561.9,166.5,0
3.807,561.9,166.5,1
3.81,561.9,166.5,1
3.829,561.9,166.5,5
3.846,561.9,166.5,5
3.859,561.9,166.5,7
3.873,561.9,166.5,11
3.89,561.9,166.5,16
3.906,561.9,166.5,17
3.923,561.9,166.5,16
3.94,561.9,166.5,15
3.956,561.9,166.5,11
3.973,561.9,166.5,8
3.99,561.9,166.5,6
4.007,561.9,166.5,4
4.024,561.9,166.5,2
4.04,561.9,166.5,1
4.057,561.9,166.5,0
4.358,561.9,166.5,1
4.376,561.9,166.5,5
4.399,561.9,166.5,6
4.406,561.9,166.5,9
4.425,561.9,166.5,12
4.44,561.9,166.5,12
4.458,561.9,166.5,10
4.474,561.9,166.5,7
4.491,561.9,166.5,5
4.508,561.9,166.5,3
4.524,561.9,166.5,1
4.541,561.9,166.5,1
4.623,561.9,166.5,-1
4.858,561.9,166.5,-1
4.875,561.9,166.5,-5
4.891,561.9,166.5,-8
4.915,561.9,166.5,-12
4.923,561.9,166.5,-13
4.941,561.9,166.5,-20
4.957,561.9,166.5,-17
4.974,561.9,166.5,-17
4.99,561.9,166.5,-14
5.007,561.9,166.5,-11
5.024,561.9,166.5,-9
5.041,561.9,166.5,-6
5.057,561.9,166.5,-5
5.074,561.9,166.5,-3
5.09,561.9,166.5,-2
5.107,561.9,166.5,-2
5.11,561.9,166.5,-4
5.125,561.9,166.5,-4
5.143,561.9,166.5,-4
5.159,561.9,166.5,-4
5.176,561.9,166.5,-4
5.193,561.9,166.5,-3
5.209,561.9,166.5,-4
5.225,561.9,166.5,-3
5.243,561.9,166.5,-3
5.259,561.9,166.5,-3
5.275,561.9,166.5,-3
5.424,561.9,166.5,-1
5.426,561.9,166.5,-1
5.441,561.9,166.5,-8
5.457,561.9,166.5,-11
5.479,561.9,166.5,-12
5.491,561.9,166.5,-13
5.508,561.9,166.5,-15
5.524,561.9,166.5,-11
5.541,561.9,166.5,-11
5.558,561.9,166.5,-7
5.574,561.9,166.5,-6
5.591,561.9,166.5,-4
5.608,561.9,166.5,-2
5.624,561.9,166.5,-2
5.641,561.9,166.5,-1
5.658,561.9,166.5,-1
5.678,561.9,166.5,-1
5.691,561.9,166.5,-1
5.708,561.9,166.5,-1
5.725,561.9,166.5,-1
5.742,561.9,166.5,-1
5.79,561.9,166.5,-1
5.808,561.9,166.5,-1
5.826,561.9,166.5,-1
5.843,561.9,166.5,-1
5.857,561.9,166.5,-1
5.873,561.9,166.5,-1
