# type=browses viewport=1280x720 sections=8 max_scroll=500
t,dx,dy,scroll_y
0.427,0,0,1
0.429,0,0,1
0.444,0,0,5
0.473,0,0,7
0.493,0,0,18
0.509,0,0,13
0.525,0,0,11
0.542,0,0,14
0.56,0,0,10
0.576,0,0,8
0.593,0,0,6
0.609,0,0,5
0.627,0,0,8
0.642,0,0,8
0.658,0,0,8
0.675,0,0,8
0.692,0,0,8
0.71,0,0,8
0.725,0,0,9
0.741,0,0,8
0.758,0,0,8
0.775,0,0,7
0.792,0,0,6
0.81,0,0,6
0.826,0,0,5
0.843,0,0,5
0.858,0,0,5
0.877,0,0,4
0.894,0,0,4
0.911,0,0,4
0.928,0,0,3
0.945,0,0,3
1.063,0,0,0
1.071,2,0,0
1.079,4.1,1,0
1.094,5.1,2,0
1.108,7.2,4.1,0
1.13,9.2,5.1,0
1.141,11.2,7.1,0
1.159,12.3,8.2,0
1.175,12.3,8.2,0
1.193,13.3,9.2,0
1.207,13.3,9.2,0
1.224,14.3,9.2,0
1.241,14.3,9.2,0
1.257,14.3,9.2,0
1.477,14.6,9.2,2
1.495,14.6,9.2,3
1.518,14.6,9.2,6
1.526,14.6,9.2,6
1.545,14.7,9.2,10
1.56,14.7,9.2,8
1.577,14.7,9.2,11
1.594,14.7,9.2,10
1.61,14.7,9.2,9
1.627,14.8,9.2,8
1.644,14.8,9.2,9
1.66,14.8,9.2,8
1.677,14.8,9.2,8
1.694,14.9,9.2,8
1.71,14.9,9.2,8
1.727,14.9,9.2,10
1.743,14.9,9.2,10
1.761,14.9,9.2,10
1.777,15,9.2,7
1.785,15,9.2,11
1.801,15,9.2,12
1.817,15,9.2,12
1.834,15,9.2,12
1.851,15.1,9.2,12
1.868,15.1,9.2,11
1.884,15.1,9.2,12
1.901,15.1,9.2,12
1.918,15.1,9.2,11
1.934,15.2,9.2,10
1.951,15.2,9.2,9
1.968,15.2,9.2,8
2.062,15.3,9.2,0
2.07,17.4,9.2,0
2.078,19.4,9.2,0
2.091,21.5,9.2,0
2.114,28.6,9.2,0
2.127,31.7,9.2,0
2.143,36.8,9.2,0
2.159,40.9,10.2,0
2.175,44.9,11.2,0
2.191,50.1,13.3,0
2.208,52.1,13.3,0
2.224,55.2,14.3,0
2.241,59.2,15.3,0
2.258,61.3,15.3,0
2.275,62.3,15.3,0
2.292,63.3,15.3,0
2.307,64.4,15.3,0
2.324,64.4,15.3,0
2.51,65.4,15.3,0
2.518,67.4,15.3,0
2.529,68.4,15.3,0
2.55,71.5,15.3,0
2.56,76.6,16.3,0
2.575,83.8,19.4,0
2.592,91.9,22.5,0
2.609,96,24.5,0
2.624,103.2,28.6,0
2.641,107.3,30.6,0
2.658,110.3,31.7,0
2.675,113.4,32.7,0
2.691,115.4,33.7,0
2.709,116.5,33.7,0
2.726,118.5,33.7,0
2.741,118.5,33.7,0
3.078,118.6,33.7,1
3.094,118.6,33.7,2
3.119,118.6,33.7,7
3.126,118.6,33.7,9
3.144,118.6,33.7,10
3.16,118.6,33.7,9
3.177,118.6,33.7,7
3.193,118.6,33.7,5
3.21,118.6,33.7,4
3.226,118.6,33.7,2
3.243,118.6,33.7,1
3.26,118.6,33.7,1
3.409,118.7,33.7,-1
3.428,118.7,33.7,-1
3.448,118.7,33.7,-2
3.46,118.7,33.7,-4
3.477,118.7,33.7,-5
3.493,118.7,33.7,-7
3.512,118.7,33.7,-7
3.528,118.7,33.7,-11
3.543,118.7,33.7,-10
3.56,118.7,33.7,-11
3.577,118.7,33.7,-12
3.593,118.7,33.7,-10
3.61,118.7,33.7,-10
3.626,118.7,33.7,-10
3.643,118.7,33.7,-7
3.659,118.7,33.7,-5
3.676,118.7,33.7,-4
3.693,118.7,33.7,-2
3.709,118.8,33.7,-1
3.726,118.8,33.7,-1
3.743,118.8,33.7,0
3.792,118.8,33.7,-1
3.86,118.8,33.7,0
4.176,118.9,33.7,-1
4.194,118.9,33.7,-3
4.216,118.9,33.7,-6
4.226,118.9,33.7,-6
4.243,118.9,33.7,-7
4.26,118.9,33.7,-7
4.277,118.9,33.7,-6
4.293,118.9,33.7,-6
4.31,118.9,33.7,-6
4.326,118.9,33.7,-5
4.343,118.9,33.7,-4
4.36,118.9,33.7,-4
4.377,118.9,33.7,-3
4.393,118.9,33.7,-2
4.409,118.9,33.7,-2
4.425,118.9,33.7,-2
4.443,118.9,33.7,-2
4.458,118.9,33.7,-2
4.475,119,33.7,-2
4.492,119,33.7,-2
4.51,119,33.7,-2
4.525,119,33.7,-2
4.543,119,33.7,-1
4.559,119,33.7,-1
4.576,119,33.7,-1
4.593,119,33.7,-1
4.61,119,33.7,0
5.015,119.1,33.7,1
5.026,119.1,33.7,2
5.045,119.1,33.7,5
5.067,119.1,33.7,7
5.078,119.1,33.7,12
5.093,119.1,33.7,14
5.11,119.1,33.7,11
5.126,119.1,33.7,13
5.143,119.1,33.7,7
5.159,119.1,33.7,7
5.176,119.1,33.7,6
5.193,119.1,33.7,5
5.21,119.1,33.7,5
5.226,119.1,33.7,6
5.243,119.2,33.7,7
5.259,119.2,33.7,6
5.276,119.2,33.7,5
5.293,119.2,33.7,4
5.301,119.2,33.7,6
5.316,119.2,33.7,6
5.333,119.2,33.7,6
5.35,119.2,33.7,6
5.366,119.2,33.7,6
5.383,119.2,33.7,6
5.4,119.2,33.7,6
5.417,119.2,33.7,6
5.433,119.2,33.7,5
5.45,119.2,33.7,5
5.466,119.2,33.7,5
5.483,119.2,33.7,4
5.578,119.2,33.7,1
5.596,119.2,33.7,3
5.611,119.2,33.7,6
5.633,119.3,33.7,7
5.642,119.3,33.7,7
5.659,119.3,33.7,13
5.675,119.3,33.7,11
5.692,119.3,33.7,13
5.709,119.3,33.7,15
5.726,119.3,33.7,12
5.742,119.3,33.7,11
5.759,119.3,33.7,11
5.776,119.3,33.7,7
5.792,119.3,33.7,6
5.81,119.3,33.7,4
5.825,119.3,33.7,3
5.843,119.3,33.7,5
5.859,119.3,33.7,6
5.876,119.3,33.7,6
5.892,119.3,33.7,6
5.91,119.3,33.7,6
5.927,119.3,33.7,6
5.943,119.3,33.7,6
5.959,119.3,33.7,6
5.976,119.3,33.7,5
5.993,119.3,33.7,5
6.01,119.4,33.7,5
6.026,119.4,33.7,4
6.043,119.4,33.7,4
6.059,119.4,33.7,4
6.16,119.4,33.7,1
6.178,119.4,33.7,4
6.199,119.4,33.7,7
6.21,119.4,33.7,7
6.227,119.4,33.7,10
6.243,119.4,33.7,9
6.259,119.4,33.7,8
6.276,119.4,33.7,6
6.293,119.4,33.7,6
6.31,119.4,33.7,6
6.329,119.4,33.7,6
6.342,119.4,33.7,7
6.358,119.4,33.7,7
6.376,119.4,33.7,5
6.392,119.4,33.7,4
6.409,119.5,33.7,3
6.425,119.5,33.7,2
6.444,119.5,33.7,4
6.459,119.5,33.7,4
6.476,119.5,33.7,4
6.492,119.5,33.7,4
6.509,119.5,33.7,4
6.526,119.5,33.7,3
6.542,119.5,33.7,4
6.559,119.5,33.7,3
6.577,119.5,33.7,3
6.666,119.5,33.7,0
6.678,121.6,33.7,0
6.691,124.6,33.7,0
6.71,131.8,35.7,0
6.732,145.1,40.9,0
6.741,154.3,44.9,0
6.757,162.4,48,0
6.774,170.6,52.1,0
6.791,175.7,55.1,0
6.807,180.8,57.2,0
6.824,185.9,60.3,0
6.84,188,61.3,0
6.857,190,61.3,0
6.875,190,61.3,0
6.891,191,61.3,0
7.127,191,61.3,1
7.145,191,61.3,1
7.167,191,61.3,3
7.176,191,61.3,4
7.194,191,61.3,8
7.21,191,61.3,10
7.227,191,61.3,9
7.243,191,61.3,10
7.26,191,61.3,9
7.277,191,61.3,8
7.293,191,61.3,8
7.31,191,61.3,8
7.326,191,61.3,8
7.343,191,61.3,8
7.359,191,61.3,5
7.376,191,61.3,5
7.393,191,61.3,3
7.409,191,61.3,2
7.426,191,61.3,1
7.577,191,61.3,0
7.594,191,61.3,0
7.626,191,61.3,1
7.71,191,61.3,1
7.728,191,61.3,1
7.745,191,61.3,2
7.76,191,61.3,4
7.778,191,61.3,5
7.794,191,61.3,5
7.811,191,61.3,4
7.827,191,61.3,3
7.845,191,61.3,2
7.859,191,61.3,1
