# type=browses viewport=1280x720 sections=22 max_scroll=2460
t,dx,dy,scroll_y
3.193,68.4,32.7,3
3.21,68.4,32.7,4
3.226,68.4,32.7,5
3.242,68.4,32.7,5
3.259,68.4,32.7,5
3.277,68.4,32.7,4
3.293,68.4,32.7,4
3.308,68.4,32.7,3
3.325,68.4,32.7,2
3.341,68.4,32.7,1
3.358,68.4,32.7,2
3.375,68.4,32.7,2
3.391,68.4,32.7,2
3.408,68.4,32.7,2
3.425,68.4,32.7,2
3.441,68.4,32.7,1
3.458,68.4,32.7,1
3.508,68.4,32.7,-1
3.992,68.4,32.7,1
4.016,68.4,32.7,1
4.025,68.4,32.7,1
4.047,68.4,32.7,1
4.059,68.4,32.7,1
4.074,68.4,32.7,1
4.092,68.4,32.7,1
4.109,68.4,32.7,1
4.13,68.4,32.7,1
4.142,68.4,32.7,1
4.158,68.4,32.7,2
4.176,68.4,32.7,2
4.193,68.4,32.7,2
4.209,68.4,32.7,3
4.225,68.4,32.7,3
4.242,68.4,32.7,2
4.259,68.4,32.7,2
4.275,68.4,32.7,2
4.342,68.4,32.7,0
4.35,67.4,32.7,0
4.359,67.4,32.7,0
4.372,66.4,32.7,0
4.39,63.3,32.7,0
4.406,60.3,33.7,0
4.424,57.2,35.7,0
4.44,55.2,36.8,0
4.456,54.1,37.8,0
4.473,51.1,39.8,0
4.49,50.1,39.8,0
4.507,49,40.9,0
4.523,48,41.9,0
4.54,47,41.9,0
4.556,46,42.9,0
4.572,44.9,43.9,0
4.59,43.9,44.9,0
4.606,42.9,46,0
4.624,40.9,47,0
4.64,39.8,48,0
4.656,38.8,48,0
4.673,37.8,49,0
4.69,36.8,49,0
4.706,36.8,50,0
4.724,35.8,50,0
4.74,35.8,51.1,0
4.757,34.7,51.1,0
4.774,34.7,51.1,0
4.79,33.7,51.1,0
4.808,33.7,52.1,0
4.823,33.7,52.1,0
4.84,33.7,52.1,0
4.856,33.7,52.1,0
5.075,33.6,52.1,1
5.095,33.5,52.1,2
5.118,33.5,52.1,3
5.124,33.5,52.1,3
5.142,33.5,52.1,4
5.158,33.5,52.1,4
5.176,33.5,52.1,4
5.191,33.5,52.1,5
5.209,33.5,52.1,5
5.223,33.4,52.1,5
5.241,33.4,52.1,5
5.257,33.4,52.1,5
5.274,33.4,52.1,4
5.291,33.4,52.1,3
5.309,33.4,52.1,2
5.325,33.4,52.1,1
5.344,33.4,52.1,1
5.358,33.3,52.1,1
5.725,33.1,52.1,1
5.745,33.1,52.1,1
5.757,33.1,52.1,2
5.775,33,52.1,4
5.791,33,52.1,5
5.807,33,52.1,6
5.825,33,52.1,6
5.841,33,52.1,6
5.857,33,52.1,5
5.876,33,52.1,4
5.892,33,52.1,4
5.908,32.9,52.1,3
5.925,32.9,52.1,2
5.941,32.9,52.1,1
5.958,32.9,52.1,1
6.252,32.7,52.1,0
6.259,31.7,52.1,0
6.273,30.6,52.1,0
6.291,26.6,52.1,0
6.312,22.5,53.1,0
6.324,16.3,57.2,0
6.341,13.3,59.2,0
6.358,10.2,62.3,0
6.376,7.2,64.3,0
6.392,5.1,66.4,0
6.406,2,68.4,0
6.423,1,69.4,0
6.439,0,70.5,0
6.456,-1,70.5,0
6.473,-2,71.5,0
6.491,-2,71.5,0
6.507,-2,71.5,0
6.523,-3.1,71.5,0
6.54,-3.1,71.5,0
6.555,-3.1,71.5,0
6.575,-3.1,71.5,0
6.589,-4.1,70.5,0
6.606,-4.1,70.5,0
6.623,-5.1,70.5,0
6.639,-5.1,69.4,0
6.656,-6.1,69.4,0
6.672,-7.2,68.4,0
6.689,-8.2,68.4,0
6.706,-9.2,67.4,0
6.723,-10.2,67.4,0
6.739,-11.2,67.4,0
6.757,-11.2,67.4,0
6.775,-11.2,67.4,0
6.791,-11.2,67.4,0
6.806,-11.2,66.4,0
7.026,-11.2,66.4,1
7.044,-11.2,66.4,3
7.067,-11.2,66.4,4
7.074,-11.2,66.4,3
7.092,-11.2,66.4,7
7.109,-11.2,66.4,7
7.125,-11.2,66.4,8
7.142,-11.2,66.4,8
7.159,-11.2,66.4,7
7.174,-11.2,66.4,5
7.19,-11.2,66.4,5
7.208,-11.2,66.4,3
7.224,-11.2,66.4,2
7.241,-11.2,66.4,1
7.259,-11.2,66.4,1
7.291,-11.2,66.4,1
7.309,-11.2,66.4,1
7.508,-11.2,66.4,1
7.526,-11.2,66.4,1
7.549,-11.2,66.4,1
7.558,-11.2,66.4,2
7.576,-11.2,66.4,3
7.592,-11.2,66.4,3
7.608,-11.2,66.4,4
7.625,-11.2,66.4,4
7.642,-11.2,66.4,4
7.658,-11.2,66.4,4
7.675,-11.2,66.4,3
7.693,-11.2,66.4,2
7.708,-11.2,66.4,1
7.724,-11.2,66.4,1
7.741,-11.2,66.4,1
7.758,-11.2,66.4,1
7.775,-11.2,66.4,1
7.791,-11.2,66.4,1
7.808,-11.2,66.4,2
7.824,-11.2,66.4,2
7.842,-11.2,66.4,3
7.858,-11.2,66.4,3
7.875,-11.2,66.4,4
7.892,-11.2,66.4,4
7.908,-11.2,66.4,4
7.925,-11.2,66.4,3
7.941,-11.2,66.4,3
7.958,-11.2,66.4,2
7.974,-11.2,66.4,2
7.992,-11.2,66.4,2
