# type=browses viewport=1280x720 sections=18 max_scroll=1900
t,dx,dy,scroll_y
4.9,-542.4,-221.6,23
4.917,-542.4,-221.6,19
4.934,-542.4,-221.6,18
4.95,-542.4,-221.6,14
4.968,-542.4,-221.6,10
4.986,-542.4,-221.6,8
5.003,-542.4,-221.6,4
5.019,-542.4,-221.6,3
5.035,-542.4,-221.6,1
5.052,-542.4,-221.6,1
5.061,-542.4,-221.6,4
5.076,-542.4,-221.6,4
5.094,-542.4,-221.6,4
5.111,-542.4,-221.6,3
5.127,-542.4,-221.6,4
5.144,-542.4,-221.6,3
5.16,-542.4,-221.6,4
5.177,-542.4,-221.6,3
5.194,-542.4,-221.6,3
5.211,-542.4,-221.6,3
5.303,-542.4,-221.6,4
5.318,-542.4,-221.6,5
5.341,-542.4,-221.6,12
5.351,-542.4,-221.6,20
5.369,-542.4,-221.6,20
5.386,-542.4,-221.6,24
5.401,-542.4,-221.6,18
5.418,-542.4,-221.6,20
5.434,-542.4,-221.6,17
5.452,-542.4,-221.6,14
5.468,-542.4,-221.6,12
5.484,-542.4,-221.6,6
5.501,-542.4,-221.6,5
5.518,-542.4,-221.6,3
5.537,-542.4,-221.6,1
5.552,-542.4,-221.6,1
5.568,-542.4,-221.6,1
5.635,-542.4,-221.6,0
5.655,-542.4,-221.6,1
5.668,-542.4,-221.6,1
5.687,-542.4,-221.6,1
5.708,-542.4,-221.6,1
5.718,-542.4,-221.6,3
5.735,-542.4,-221.6,6
5.752,-542.4,-221.6,8
5.768,-542.4,-221.6,9
5.785,-542.4,-221.6,9
5.802,-542.4,-221.6,8
5.819,-542.4,-221.6,6
5.835,-542.4,-221.6,4
5.852,-542.4,-221.6,4
5.868,-542.4,-221.6,2
5.885,-542.4,-221.6,1
5.902,-542.4,-221.6,1
5.919,-542.4,-221.6,1
5.935,-542.4,-221.6,1
5.953,-542.4,-221.6,1
5.967,-542.4,-221.6,1
6.169,-542.4,-221.6,-1
6.187,-542.4,-221.6,-2
6.204,-542.4,-221.6,-5
6.227,-542.4,-221.6,-11
6.234,-542.4,-221.6,-13
6.252,-542.4,-221.6,-30
6.271,-542.4,-221.6,-28
6.288,-542.4,-221.6,-26
6.302,-542.4,-221.6,-22
6.318,-542.4,-221.6,-22
6.335,-542.4,-221.6,-15
6.352,-542.4,-221.6,-13
6.368,-542.4,-221.6,-8
6.385,-542.4,-221.6,-6
6.401,-542.4,-221.6,-4
6.418,-542.4,-221.6,-2
6.435,-542.4,-221.6,-1
6.451,-542.4,-221.6,-1
6.468,-542.4,-221.6,-1
6.485,-542.4,-221.6,-1
6.517,-542.4,-221.6,-1
6.585,-542.4,-221.6,-1
6.604,-542.4,-221.6,-1
6.617,-542.4,-221.6,-1
6.636,-542.4,-221.6,-2
6.658,-542.4,-221.6,-4
6.668,-542.4,-221.6,-8
6.685,-542.4,-221.6,-9
6.702,-542.4,-221.6,-12
6.718,-542.4,-221.6,-12
6.735,-542.4,-221.6,-12
6.751,-542.4,-221.6,-12
6.768,-542.4,-221.6,-10
6.784,-542.4,-221.6,-8
6.802,-542.4,-221.6,-5
6.818,-542.4,-221.6,-5
6.835,-542.4,-221.6,-3
6.851,-542.4,-221.6,-2
6.868,-542.4,-221.6,-1
6.885,-542.4,-221.6,-1
6.901,-542.4,-221.6,-1
6.934,-542.4,-221.6,-1
6.953,-542.4,-221.6,-1
6.968,-542.4,-221.6,-1
6.987,-542.4,-221.6,-2
7.002,-542.4,-221.6,-3
7.019,-542.4,-221.6,-3
7.034,-542.4,-221.6,-3
7.051,-542.4,-221.6,-2
7.068,-542.4,-221.6,-2
7.085,-542.4,-221.6,-2
7.101,-542.4,-221.6,-2
7.117,-542.4,-221.6,-2
7.135,-542.4,-221.6,-2
7.151,-542.4,-221.6,-2
7.168,-542.4,-221.6,-2
7.184,-542.4,-221.6,-1
7.201,-542.4,-221.6,-1
7.218,-542.4,-221.6,-1
7.234,-542.4,-221.6,-1
7.251,-542.4,-221.6,-1
7.268,-542.4,-221.6,-1
7.284,-542.4,-221.6,-1
7.302,-542.4,-221.6,-1
7.319,-542.4,-221.6,-1
7.351,-542.4,-221.6,-1
7.368,-542.4,-221.6,-1
7.384,-542.4,-221.6,-1
7.401,-542.4,-221.6,-1
7.418,-542.4,-221.6,-1
7.435,-542.4,-221.6,-1
7.45,-542.4,-221.6,-1
7.468,-542.4,-221.6,-1
7.552,-542.4,-221.6,1
7.569,-542.4,-221.6,1
7.587,-542.4,-221.6,2
7.603,-542.4,-221.6,4
7.619,-542.4,-221.6,5
7.635,-542.4,-221.6,8
7.653,-542.4,-221.6,11
7.668,-542.4,-221.6,18
7.685,-542.4,-221.6,24
7.702,-542.4,-221.6,35
7.718,-542.4,-221.6,38
7.735,-542.4,-221.6,41
7.751,-542.4,-221.6,34
7.767,-542.4,-221.6,27
7.785,-542.4,-221.6,22
7.801,-542.4,-221.6,19
7.818,-542.4,-221.6,14
7.834,-542.4,-221.6,10
7.851,-542.4,-221.6,9
7.868,-542.4,-221.6,9
7.885,-542.4,-221.6,8
7.901,-542.4,-221.6,8
7.918,-542.4,-221.6,6
7.934,-542.4,-221.6,5
7.952,-542.4,-221.6,4
7.961,-542.4,-221.6,7
7.977,-542.4,-221.6,7
7.994,-542.4,-221.6,7
