# type=browses viewport=1280x720 sections=13 max_scroll=1200
t,dx,dy,scroll_y
0.009,0,0,0
0.026,-7.2,0,0
0.04,-25.5,2,0
0.057,-31.7,5.1,0
0.074,-36.8,7.1,0
0.09,-39.8,9.2,0
0.107,-41.9,11.2,0
0.124,-42.9,12.3,0
0.14,-42.9,13.3,0
0.373,-42.9,13.3,0
0.382,-42.9,16.3,0
0.402,-43.9,21.4,0
0.415,-44.9,25.5,0
0.424,-47,35.7,0
0.441,-50.1,51.1,0
0.457,-53.1,66.4,0
0.474,-56.2,82.7,0
0.49,-60.3,98,0
0.507,-63.3,111.3,0
0.525,-65.4,122.6,0
0.54,-66.4,129.7,0
0.558,-67.4,139.9,0
0.574,-67.4,145,0
0.591,-67.4,148.1,0
0.608,-67.4,150.1,0
0.862,-67.4,150.1,0
0.869,-67.4,152.2,0
0.877,-67.4,155.2,0
0.892,-67.4,159.3,0
0.914,-69.5,169.5,0
0.925,-75.6,182.8,0
0.941,-82.7,195.1,0
0.959,-89.9,206.3,0
0.976,-97,216.5,0
0.992,-100.1,221.6,0
1.008,-102.2,226.7,0
1.024,-105.2,230.8,0
1.04,-105.2,232.9,0
1.058,-105.2,234.9,0
1.075,-105.2,235.9,0
1.091,-105.2,238,0
1.108,-105.2,240,0
1.124,-104.2,241,0
1.14,-103.2,243.1,0
1.158,-102.2,244.1,0
1.175,-102.2,245.1,0
1.192,-101.1,246.1,0
1.207,-101.1,246.1,0
1.224,-101.1,247.1,0
1.241,-101.1,247.1,0
1.259,-101.1,247.1,0
1.285,-101.1,247.1,0
1.301,-101.1,248.2,0
1.308,-101.1,248.2,0
1.324,-101.1,248.2,0
1.342,-100.1,249.2,0
1.359,-100.1,250.2,0
1.375,-97,253.3,0
1.392,-91.9,256.3,0
1.407,-71.5,258.4,0
1.424,-51.1,258.4,0
1.441,-30.6,256.3,0
1.458,-16.3,253.3,0
1.476,1,252.3,0
1.49,12.3,251.2,0
1.507,22.5,251.2,0
1.524,27.6,251.2,0
1.541,33.7,251.2,0
1.557,37.8,251.2,0
1.574,40.9,250.2,0
1.59,42.9,249.2,0
1.868,43.9,249.2,0
1.876,46,249.2,0
1.893,49,249.2,0
1.91,55.2,250.2,0
1.931,74.6,255.3,0
1.943,93,261.4,0
1.958,113.4,267.6,0
1.974,127.7,273.7,0
1.99,150.2,279.8,0
2.007,155.3,282.9,0
2.025,160.4,286,0
2.21,160.4,286,1
2.228,160.4,286,2
2.249,160.4,286,4
2.259,160.4,286,6
2.277,160.4,286,10
2.295,160.4,286,9
2.309,160.4,286,9
2.326,160.4,286,8
2.342,160.4,286,7
2.359,160.4,286,6
2.376,160.4,286,4
2.393,160.4,286,3
2.409,160.4,286,2
2.426,160.4,286,1
2.442,160.4,286,1
2.459,160.4,286,1
2.476,160.4,286,1
2.492,160.4,286,2
2.509,160.4,286,3
2.525,160.4,286,4
2.542,160.4,286,4
2.559,160.4,286,4
2.576,160.4,286,4
2.592,160.4,286,3
2.609,160.4,286,2
2.626,160.4,286,2
2.642,160.4,286,1
2.659,160.4,286,1
2.675,160.4,286,1
2.692,160.4,286,1
2.709,160.4,286,1
2.726,160.4,286,1
2.742,160.4,286,1
2.759,160.4,286,1
2.776,160.4,286,2
2.793,160.4,286,2
2.81,160.4,286,3
2.826,160.4,286,3
2.842,160.4,286,3
2.859,160.4,286,3
2.877,160.4,286,2
2.893,160.4,286,2
