# type=browses viewport=1280x720 sections=13 max_scroll=1200
t,dx,dy,scroll_y
2.91,160.4,286,1
2.926,160.4,286,1
2.942,160.4,286,1
2.959,160.4,286,1
2.977,160.4,286,1
2.992,160.4,286,1
3.009,160.4,286,1
3.025,160.4,286,1
3.394,160.4,286,2
3.411,160.4,286,2
3.441,160.4,286,5
3.46,160.4,286,12
3.476,160.4,286,5
3.493,160.4,286,5
3.509,160.4,286,4
3.526,160.4,286,3
3.542,160.4,286,2
3.56,160.4,286,1
3.576,160.4,286,1
3.593,160.4,286,1
3.609,160.4,286,2
3.626,160.4,286,2
3.643,160.4,286,2
3.66,160.4,286,2
3.676,160.4,286,2
3.693,160.4,286,1
3.709,160.4,286,1
3.726,160.4,286,2
3.743,160.4,286,2
3.759,160.4,286,2
3.776,160.4,286,2
3.793,160.4,286,2
3.809,160.4,286,2
3.827,160.4,286,1
3.842,160.4,286,1
3.858,160.4,286,1
3.875,160.4,286,1
3.893,160.4,286,1
3.909,160.4,286,1
3.927,160.4,286,2
3.942,160.4,286,2
3.959,160.4,286,2
3.976,160.4,286,3
3.992,160.4,286,3
4.009,160.4,286,3
4.025,160.4,286,3
4.042,160.4,286,3
4.059,160.4,286,2
4.076,160.4,286,2
4.092,160.4,286,1
4.109,160.4,286,1
4.141,160.4,286,1
4.159,160.4,286,1
4.298,160.4,286,1
4.309,160.4,286,1
4.332,160.4,286,1
4.343,160.4,286,1
4.359,160.4,286,1
4.376,160.4,286,1
4.393,160.4,286,1
4.409,160.4,286,1
4.425,160.4,286,1
4.442,160.4,286,1
4.459,160.4,286,1
4.476,160.4,286,1
4.493,160.4,286,1
4.509,160.4,286,1
4.526,160.4,286,1
4.542,160.4,286,1
4.559,160.4,286,1
4.576,160.4,286,2
4.593,160.4,286,2
4.609,160.4,286,2
4.625,160.4,286,2
4.641,160.4,286,2
4.659,160.4,286,1
4.675,160.4,286,1
4.692,160.4,286,1
4.708,160.4,286,1
4.726,160.4,286,1
4.741,160.4,286,1
4.791,160.4,286,0
4.808,160.4,286,1
4.825,160.4,286,1
4.843,160.4,286,1
4.858,160.4,286,2
4.875,160.4,286,3
4.891,160.4,286,4
4.91,160.4,286,3
4.926,160.4,286,3
4.941,160.4,286,2
4.959,160.4,286,2
4.975,160.4,286,2
4.991,160.4,286,1
5.008,160.4,286,1
5.025,160.4,286,1
5.042,160.4,286,1
5.509,160.4,286,1
5.542,160.4,286,1
5.567,160.4,286,2
5.576,160.4,286,2
5.594,160.4,286,2
5.61,160.4,286,2
5.627,160.4,286,2
5.642,160.4,286,2
5.659,160.4,286,3
5.676,160.4,286,2
5.693,160.4,286,2
5.709,160.4,286,2
5.726,160.4,286,2
5.743,160.4,286,2
5.76,160.4,286,2
5.777,160.4,286,2
5.793,160.4,286,2
5.81,160.4,286,2
5.826,160.4,286,2
5.844,160.4,286,2
5.86,160.4,286,2
5.876,160.4,286,1
5.894,160.4,286,1
5.91,160.4,286,1
5.926,160.4,286,1
5.942,160.4,286,1
5.96,160.4,286,1
5.976,160.4,286,1
5.993,160.4,286,2
6.009,160.4,286,2
6.027,160.4,286,2
6.043,160.4,286,2
6.059,160.4,286,2
6.076,160.4,286,2
6.092,160.4,286,2
6.108,160.4,286,1
6.126,160.4,286,1
6.143,160.4,286,1
6.16,160.4,286,1
6.177,160.4,286,1
6.193,160.4,286,1
6.21,160.4,286,1
6.226,160.4,286,1
6.243,160.4,286,2
6.259,160.4,286,2
6.276,160.4,286,2
6.295,160.4,286,2
6.308,160.4,286,2
6.326,160.4,286,2
6.342,160.4,286,2
6.36,160.4,286,2
6.376,160.4,286,2
6.393,160.4,286,1
6.409,160.4,286,1
6.427,160.4,286,1
6.46,160.4,286,1
6.476,160.4,286,1
6.492,160.4,286,1
6.508,160.4,286,1
6.527,160.4,286,1
6.542,160.4,286,1
6.559,160.4,286,2
6.576,160.4,286,2
6.593,160.4,286,2
6.609,160.4,286,1
6.626,160.4,286,1
6.642,160.4,286,1
6.659,160.4,286,1
6.676,160.4,286,1
6.692,160.4,286,1
6.709,160.4,286,1
6.725,160.4,286,1
6.742,160.4,286,1
6.759,160.4,286,1
6.776,160.4,286,1
6.792,160.4,286,1
6.809,160.4,286,1
6.827,160.4,286,1
6.842,160.4,286,1
6.859,160.4,286,1
6.875,160.4,286,1
6.893,160.4,286,2
6.908,160.4,286,2
6.928,160.4,286,2
6.941,160.4,286,2
6.959,160.4,286,2
6.976,160.4,286,2
6.992,160.4,286,2
7.01,160.4,286,2
7.025,160.4,286,2
7.042,160.4,286,2
7.059,160.4,286,2
7.076,160.4,286,2
7.093,160.4,286,2
7.109,160.4,286,1
7.477,160.4,286,1
7.494,160.4,286,3
7.524,160.4,286,4
7.544,160.4,286,7
7.559,160.4,286,5
7.576,160.4,286,5
7.594,160.4,286,5
7.609,160.4,286,5
7.627,160.4,286,7
7.643,160.4,286,9
7.659,160.4,286,16
7.676,160.4,286,18
7.692,160.4,286,18
7.709,160.4,286,22
7.726,160.4,286,16
7.743,160.4,286,14
7.76,160.4,286,11
7.776,160.4,286,7
7.794,160.4,286,5
7.809,160.4,286,2
7.826,160.4,286,1
7.842,160.4,286,1
7.892,160.4,286,1
7.911,160.4,286,1
7.929,160.4,286,1
7.943,160.4,286,1
7.96,160.4,286,1
7.977,160.4,286,1
7.993,160.4,286,1
