# type=browses viewport=1280x720 sections=16 max_scroll=1620
t,dx,dy,scroll_y
6.223,117.5,10.2,0
6.235,117.5,10.2,0
6.255,118.5,10.2,0
6.276,119.5,10.2,0
6.287,119.5,10.2,0
6.46,119.5,10.2,0
6.48,120.5,10.2,0
6.485,121.6,10.2,0
6.507,122.6,10.2,0
6.519,124.6,10.2,0
6.535,125.7,11.2,0
6.552,125.7,11.2,0
6.568,126.7,11.2,0
6.587,127.7,12.3,0
6.603,128.7,12.3,0
6.62,128.7,12.3,0
6.636,129.7,12.3,0
6.654,129.7,13.3,0
6.67,129.7,13.3,0
6.686,129.7,14.3,0
6.702,129.7,17.4,0
6.719,128.7,21.4,0
6.735,126.7,26.6,0
7.004,126.3,26.6,1
7.007,126.3,26.6,1
7.022,126.3,26.6,4
7.039,126.3,26.6,6
7.06,126.3,26.6,7
7.071,126.2,26.6,7
7.089,126.2,26.6,7
7.107,126.2,26.6,6
7.12,126.2,26.6,6
7.137,126.2,26.6,6
7.154,126.1,26.6,6
7.171,126.1,26.6,5
7.188,126.1,26.6,5
7.204,126.1,26.6,5
7.221,126,26.6,5
7.237,126,26.6,5
7.253,126,26.6,6
7.271,126,26.6,6
7.287,126,26.6,6
7.303,125.9,26.6,5
7.32,125.9,26.6,5
7.337,125.9,26.6,3
7.353,125.9,26.6,2
7.37,125.8,26.6,1
7.389,125.8,26.6,1
7.522,125.7,26.6,0
7.53,125.7,26.6,0
7.539,123.6,27.6,0
7.56,122.6,28.6,0
7.571,119.5,31.7,0
7.587,116.5,33.7,0
7.602,113.4,36.8,0
7.619,111.3,38.8,0
7.637,109.3,40.9,0
7.653,108.3,41.9,0
7.67,106.2,43.9,0
7.685,104.2,47,0
7.702,100.1,51.1,0
7.718,95,56.2,0
7.735,86.8,62.3,0
7.753,78.7,68.4,0
7.769,69.5,73.5,0
7.787,61.3,77.6,0
7.803,56.2,79.7,0
7.82,51.1,81.7,0
7.837,46,82.7,0
7.852,43.9,83.7,0
7.868,41.9,83.7,0
7.886,41.9,83.7,0
