# type=browses viewport=1280x720 sections=16 max_scroll=1620
t,dx,dy,scroll_y
0.338,0,0,1
0.359,0,0,1
0.37,0,0,1
0.392,0,0,2
0.416,0,0,2
0.438,0,0,3
0.454,0,0,2
0.47,0,0,2
0.487,0,0,2
0.505,0,0,2
0.521,0,0,2
0.537,0,0,2
0.553,0,0,2
0.57,0,0,2
0.587,0,0,2
0.605,0,0,1
0.62,0,0,1
0.638,0,0,1
0.654,0,0,1
0.671,0,0,1
0.687,0,0,1
0.704,0,0,2
0.72,0,0,1
0.737,0,0,1
0.753,0,0,1
0.771,0,0,1
0.904,0,0,1
0.922,0,0,1
0.944,0,0,2
0.954,0,0,2
0.972,0,0,4
0.987,0,0,3
1.005,0,0,3
1.021,0,0,4
1.038,0,0,4
1.054,0,0,3
1.071,0,0,2
1.087,0,0,1
1.104,0,0,1
1.121,0,0,1
1.154,0,0,0
1.171,0,0,0
1.237,0,0,1
1.256,0,0,1
1.271,0,0,2
1.299,0,0,4
1.304,0,0,6
1.322,0,0,7
1.338,0,0,8
1.353,0,0,8
1.372,0,0,3
1.39,0,0,3
1.405,0,0,3
1.421,0,0,2
1.437,0,0,2
1.454,0,0,2
1.471,0,0,2
1.488,0,0,2
1.505,0,0,2
1.521,0,0,3
1.538,0,0,3
1.555,0,0,3
1.641,0,0,0
1.653,0,2,0
1.912,0,2,0
1.921,0,2,0
1.936,1,2,0
1.958,1,2,0
1.97,2,2,0
1.988,2,2,0
2.004,2,2,0
2.021,2,2,0
2.072,2,2,0
2.088,3.1,3.1,0
2.102,3.1,3.1,0
2.121,3.1,3.1,0
2.137,4.1,3.1,0
2.154,4.1,4.1,0
2.171,4.1,4.1,0
2.187,4.1,4.1,0
2.205,5.1,4.1,0
2.22,5.1,4.1,0
2.237,5.1,4.1,0
2.253,7.2,4.1,0
2.571,7.2,4.1,1
2.596,7.2,4.1,2
2.604,7.2,4.1,3
2.627,7.2,4.1,3
2.638,7.2,4.1,3
2.655,7.2,4.1,3
2.671,7.2,4.1,3
2.688,7.2,4.1,2
2.704,7.2,4.1,2
2.721,7.2,4.1,2
2.738,7.2,4.1,3
2.754,7.2,4.1,3
2.771,7.2,4.1,3
2.788,7.2,4.1,3
2.806,7.2,4.1,2
2.823,7.2,4.1,2
2.838,7.2,4.1,2
2.855,7.2,4.1,2
2.87,7.2,4.1,3
2.888,7.2,4.1,4
2.904,7.2,4.1,3
2.921,7.2,4.1,4
2.938,7.2,4.1,4
2.956,7.2,4.1,3
2.971,7.2,4.1,3
2.988,7.2,4.1,2
3.003,7.2,4.1,2
3.021,7.2,4.1,2
3.037,7.2,4.1,1
3.054,7.2,4.1,2
3.07,7.2,4.1,2
3.087,7.2,4.1,2
3.104,7.2,4.1,1
3.121,7.2,4.1,1
3.138,7.2,4.1,1
3.154,7.2,4.1,1
3.172,7.2,4.1,1
3.188,7.2,4.1,1
3.205,7.2,4.1,1
3.222,7.2,4.1,1
3.239,7.2,4.1,1
3.255,7.2,4.1,1
3.407,7.2,4.1,1
3.421,7.2,4.1,1
3.44,7.2,4.1,1
3.453,7.2,4.1,1
3.47,7.2,4.1,2
3.487,7.2,4.1,2
3.503,7.2,4.1,2
3.52,7.2,4.1,1
3.536,7.2,4.1,1
3.553,7.2,4.1,1
3.77,7.2,4.1,1
3.788,7.2,4.1,1
3.81,7.2,4.1,1
3.82,7.2,4.1,1
3.837,7.2,4.1,1
3.853,7.2,4.1,1
3.869,7.2,4.1,1
3.886,7.2,4.1,1
3.903,7.2,4.1,1
3.92,7.2,4.1,0
3.936,7.2,4.1,0
4.295,7.2,4.1,0
4.303,8.2,4.1,0
4.321,9.2,4.1,0
4.337,10.2,4.1,0
4.359,12.3,4.1,0
4.369,14.3,4.1,0
4.387,15.3,5.1,0
4.403,17.4,5.1,0
4.419,18.4,5.1,0
4.436,19.4,6.1,0
4.452,20.4,6.1,0
4.469,22.5,6.1,0
4.485,22.5,6.1,0
4.502,23.5,6.1,0
4.521,23.5,6.1,0
4.537,24.5,6.1,0
4.552,24.5,6.1,0
4.806,24.8,6.1,2
4.823,24.8,6.1,1
4.845,24.8,6.1,3
4.853,24.8,6.1,4
4.872,24.8,6.1,7
4.888,24.8,6.1,7
4.904,24.9,6.1,7
4.921,24.9,6.1,8
4.937,24.9,6.1,7
4.954,24.9,6.1,7
4.971,24.9,6.1,7
4.988,24.9,6.1,7
5.005,25,6.1,6
5.022,25,6.1,6
5.038,25,6.1,6
5.053,25,6.1,5
5.07,25,6.1,6
5.087,25,6.1,6
5.104,25.1,6.1,6
5.12,25.1,6.1,7
5.138,25.1,6.1,7
5.154,25.1,6.1,6
5.171,25.1,6.1,6
5.187,25.1,6.1,6
5.204,25.2,6.1,5
5.221,25.2,6.1,5
5.237,25.2,6.1,4
5.254,25.2,6.1,3
5.271,25.2,6.1,2
5.288,25.2,6.1,1
5.305,25.3,6.1,1
5.321,25.3,6.1,1
5.597,25.5,6.1,0
5.604,26.6,6.1,0
5.621,28.6,6.1,0
5.638,33.7,4.1,0
5.66,41.9,3.1,0
5.671,49,2,0
5.687,57.2,2,0
5.703,63.3,2,0
5.718,72.5,2,0
5.735,77.6,2,0
5.752,81.7,2,0
5.768,86.8,2,0
5.786,89.9,3.1,0
5.802,94,3.1,0
5.819,97,4.1,0
5.835,102.2,6.1,0
5.852,105.2,7.1,0
5.869,109.3,7.1,0
5.886,111.3,8.2,0
5.903,112.4,8.2,0
5.918,114.4,9.2,0
5.935,115.4,9.2,0
5.953,116.5,10.2,0
5.97,116.5,10.2,0
6.196,116.5,10.2,0
6.204,116.5,10.2,0
