# type=browses viewport=1280x720 sections=17 max_scroll=1760
t,dx,dy,scroll_y
3.314,34.6,143,2
3.335,34.6,143,4
3.344,34.5,143,8
3.361,34.5,143,13
3.378,34.5,143,11
3.395,34.5,143,11
3.412,34.5,143,8
3.428,34.5,143,6
3.446,34.5,143,5
3.462,34.5,143,3
3.479,34.4,143,3
3.495,34.4,143,3
3.512,34.4,143,4
3.53,34.4,143,4
3.546,34.4,143,4
3.564,34.4,143,5
3.58,34.4,143,6
3.594,34.4,143,6
3.611,34.3,143,8
3.629,34.3,143,9
3.646,34.3,143,9
3.663,34.3,143,9
3.678,34.3,143,9
3.695,34.3,143,8
3.711,34.3,143,6
3.729,34.3,143,5
3.745,34.2,143,4
3.762,34.2,143,4
3.778,34.2,143,2
3.795,34.2,143,4
3.81,34.2,143,4
3.827,34.2,143,4
3.845,34.2,143,4
3.861,34.2,143,4
3.877,34.1,143,3
3.894,34.1,143,4
3.91,34.1,143,3
3.928,34.1,143,3
3.945,34.1,143,3
3.962,34.1,143,3
3.979,34.1,143,2
3.994,34.1,143,2
4.012,34,143,2
4.029,34,143,2
4.046,34,143,1
4.062,34,143,1
4.129,34,143,1
4.148,33.9,143,3
4.162,33.9,143,6
4.186,33.9,143,12
4.194,33.9,143,15
4.214,33.9,143,21
4.228,33.9,143,17
4.245,33.9,143,15
4.261,33.9,143,12
4.278,33.8,143,8
4.295,33.8,143,6
4.312,33.8,143,3
4.329,33.8,143,1
4.345,33.8,143,1
4.378,33.8,143,0
4.445,33.7,143,0
4.453,31.7,144,0
4.463,28.6,145,0
4.477,15.3,147.1,0
4.501,8.2,148.1,0
4.511,-10.2,150.1,0
4.528,-31.7,153.2,0
4.544,-69.5,160.3,0
4.561,-94,166.5,0
4.576,-117.5,172.6,0
4.592,-131.8,175.7,0
4.61,-147.1,178.7,0
4.626,-160.4,180.8,0
4.644,-177.7,182.8,0
4.661,-183.9,182.8,0
4.678,-195.1,183.8,0
4.694,-204.3,183.8,0
4.711,-212.5,184.9,0
4.73,-220.7,185.9,0
4.743,-224.7,185.9,0
4.76,-227.8,185.9,0
4.777,-227.8,185.9,0
5.029,-227.8,185.9,0
5.037,-229.8,185.9,0
5.048,-232.9,186.9,0
5.068,-235,188.9,0
5.077,-242.1,193,0
5.094,-247.2,198.1,0
5.111,-259.5,208.3,0
5.127,-275.8,223.7,0
5.145,-284,230.8,0
5.161,-289.1,234.9,0
5.178,-296.2,236.9,0
5.193,-302.4,238,0
5.211,-309.5,235.9,0
5.227,-320.8,227.7,0
5.245,-324.9,225.7,0
5.261,-331,221.6,0
5.277,-339.2,218.6,0
5.294,-348.3,213.4,0
5.31,-361.6,207.3,0
5.327,-366.7,204.3,0
5.647,-366.7,204.3,1
5.664,-366.7,204.3,2
5.68,-366.7,204.3,3
5.703,-366.7,204.3,6
5.711,-366.7,204.3,7
5.729,-366.7,204.3,8
5.745,-366.7,204.3,6
5.762,-366.7,204.3,7
5.779,-366.7,204.3,6
5.796,-366.7,204.3,7
5.812,-366.7,204.3,8
5.829,-366.7,204.3,9
5.845,-366.7,204.3,11
5.862,-366.7,204.3,10
5.879,-366.7,204.3,13
5.895,-366.7,204.3,11
5.912,-366.7,204.3,10
5.929,-366.7,204.3,10
5.945,-366.7,204.3,7
5.962,-366.7,204.3,6
5.978,-366.7,204.3,5
5.996,-366.7,204.3,3
6.012,-366.7,204.3,3
6.031,-366.7,204.3,5
6.045,-366.7,204.3,5
6.061,-366.7,204.3,5
6.079,-366.7,204.3,5
6.095,-366.7,204.3,5
6.111,-366.7,204.3,4
6.128,-366.7,204.3,5
6.145,-366.7,204.3,5
6.162,-366.7,204.3,4
6.178,-366.7,204.3,4
6.195,-366.7,204.3,4
6.214,-366.7,204.3,3
6.228,-366.7,204.3,3
6.245,-366.7,204.3,3
6.261,-366.7,204.3,2
6.278,-366.7,204.3,2
6.328,-366.7,204.3,1
6.346,-366.7,204.3,5
6.362,-366.7,204.3,8
6.379,-366.7,204.3,11
6.395,-366.7,204.3,16
6.412,-366.7,204.3,22
6.428,-366.7,204.3,19
6.446,-366.7,204.3,16
6.463,-366.7,204.3,13
6.479,-366.7,204.3,14
6.495,-366.7,204.3,11
6.512,-366.7,204.3,9
6.529,-366.7,204.3,7
6.545,-366.7,204.3,6
6.563,-366.7,204.3,6
6.579,-366.7,204.3,6
6.596,-366.7,204.3,6
6.614,-366.7,204.3,10
6.629,-366.7,204.3,10
6.645,-366.7,204.3,11
6.662,-366.7,204.3,10
6.678,-366.7,204.3,10
6.695,-366.7,204.3,10
6.712,-366.7,204.3,10
6.729,-366.7,204.3,10
6.745,-366.7,204.3,9
6.762,-366.7,204.3,8
6.778,-366.7,204.3,8
6.795,-366.7,204.3,7
6.811,-366.7,204.3,6
6.828,-366.7,204.3,6
6.845,-366.7,204.3,5
6.862,-366.7,204.3,5
6.878,-366.7,204.3,5
6.896,-366.7,204.3,4
6.912,-366.7,204.3,4
6.928,-366.7,204.3,4
6.945,-366.7,204.3,3
6.962,-366.7,204.3,3
6.978,-366.7,204.3,3
6.995,-366.7,204.3,3
7.012,-366.7,204.3,2
7.098,-366.7,204.3,3
7.117,-366.7,204.3,2
7.128,-366.7,204.3,5
7.146,-366.7,204.3,11
7.176,-366.7,204.3,13
7.194,-366.7,204.3,27
7.211,-366.7,204.3,13
7.229,-366.7,204.3,10
7.246,-366.7,204.3,9
7.263,-366.7,204.3,8
7.279,-366.7,204.3,8
7.296,-366.7,204.3,8
7.312,-366.7,204.3,9
7.329,-366.7,204.3,8
7.345,-366.7,204.3,6
7.362,-366.7,204.3,6
7.378,-366.7,204.3,6
7.395,-366.7,204.3,7
7.412,-366.7,204.3,7
7.429,-366.7,204.3,5
7.445,-366.7,204.3,6
7.462,-366.7,204.3,4
7.478,-366.7,204.3,3
7.496,-366.7,204.3,2
7.508,-366.7,204.3,4
7.523,-366.7,204.3,4
7.54,-366.7,204.3,4
7.557,-366.7,204.3,4
7.573,-366.7,204.3,4
7.59,-366.7,204.3,3
7.607,-366.7,204.3,4
7.623,-366.7,204.3,3
7.639,-366.7,204.3,3
7.657,-366.7,204.3,3
7.676,-366.7,204.3,3
7.69,-366.7,204.3,2
7.707,-366.7,204.3,2
7.723,-366.7,204.3,2
7.74,-366.7,204.3,2
7.756,-366.7,204.3,1
7.828,-366.7,204.3,1
7.847,-366.7,204.3,5
7.861,-366.7,204.3,8
7.888,-366.7,204.3,15
7.894,-366.7,204.3,15
7.913,-366.7,204.3,24
7.927,-366.7,204.3,21
7.944,-366.7,204.3,22
7.962,-366.7,204.3,23
7.978,-366.7,204.3,18
7.995,-366.7,204.3,18
