# type=browses viewport=1280x720 sections=17 max_scroll=1760
t,dx,dy,scroll_y
0.265,0,0,0
0.277,2,0,0
0.281,4.1,0,0
0.294,7.2,2,0
0.32,15.3,6.1,0
0.327,25.5,12.3,0
0.343,34.7,16.3,0
0.361,40.9,19.4,0
0.377,47,22.5,0
0.394,52.1,23.5,0
0.412,55.2,24.5,0
0.428,58.2,25.5,0
0.443,62.3,25.5,0
0.46,63.3,25.5,0
0.477,64.4,25.5,0
0.493,64.4,25.5,0
0.51,65.4,25.5,0
0.526,65.4,25.5,0
0.814,65.3,25.7,1
0.829,65.2,25.7,2
0.846,65.2,25.7,4
0.869,65.2,25.7,4
0.878,65.2,25.7,4
0.895,65.2,25.7,4
0.912,65.2,25.7,3
0.929,65.2,25.7,2
0.946,65.2,25.7,1
0.962,65.2,25.7,1
0.978,65.2,25.7,1
0.995,65.2,25.7,1
1.012,65.2,25.7,2
1.029,65.2,25.7,3
1.046,65.2,25.8,3
1.063,65.1,25.8,3
1.079,65.1,25.8,3
1.096,65.1,25.8,3
1.111,65.1,25.8,2
1.128,65.1,25.8,2
1.146,65.1,25.8,2
1.163,65.1,25.8,2
1.179,65.1,25.8,1
1.196,65.1,25.8,1
1.215,65.1,25.8,1
1.229,65.1,25.8,1
1.247,65.1,25.8,2
1.262,65.1,25.9,4
1.278,65.1,25.9,6
1.295,65,25.9,7
1.312,65,25.9,6
1.329,65,25.9,5
1.346,65,25.9,5
1.362,65,25.9,4
1.379,65,25.9,3
1.395,65,25.9,2
1.412,65,25.9,2
1.429,65,25.9,1
1.445,65,25.9,1
1.545,64.9,26,1
1.564,64.9,26,1
1.58,64.9,26,4
1.603,64.9,26,6
1.611,64.9,26,8
1.63,64.9,26,10
1.645,64.9,26,9
1.662,64.9,26,8
1.679,64.9,26,6
1.695,64.9,26,6
1.712,64.9,26,5
1.729,64.9,26.1,4
1.745,64.9,26.1,4
1.761,64.8,26.1,2
2.195,64.7,26.3,1
2.216,64.6,26.3,6
2.238,64.6,26.3,13
2.245,64.6,26.3,14
2.262,64.6,26.3,16
2.28,64.6,26.3,12
2.297,64.6,26.3,12
2.311,64.6,26.3,9
2.328,64.6,26.3,5
2.345,64.6,26.3,5
2.362,64.6,26.3,4
2.378,64.6,26.3,4
2.395,64.6,26.3,5
2.411,64.6,26.3,5
2.428,64.6,26.4,5
2.444,64.5,26.4,6
2.461,64.5,26.4,6
2.478,64.5,26.4,5
2.494,64.5,26.4,5
2.511,64.5,26.4,4
2.528,64.5,26.4,3
2.545,64.5,26.4,2
2.562,64.5,26.4,2
2.58,64.5,26.4,2
2.596,64.5,26.4,1
2.612,64.5,26.4,1
2.629,64.5,26.4,1
2.646,64.5,26.4,1
2.663,64.5,26.5,1
2.887,64.4,26.6,0
2.895,63.3,28.6,0
2.913,61.3,31.7,0
2.929,57.2,41.9,0
2.95,50.1,56.2,0
2.962,43.9,76.6,0
2.976,39.8,92.9,0
2.992,35.8,119.5,0
3.01,34.7,129.7,0
3.027,34.7,136.9,0
3.044,34.7,140.9,0
3.06,34.7,143,0
3.077,34.7,143,0
3.095,34.7,143,0
3.295,34.6,143,1
