# type=browses viewport=1280x720 sections=9 max_scroll=640
t,dx,dy,scroll_y
0.009,0,0,0
0.027,3.1,-2,0
0.041,6.1,-4.1,0
0.058,7.2,-5.1,0
0.076,7.2,-5.1,0
0.092,8.2,-5.1,0
0.108,8.2,-5.1,0
0.242,7.2,-5.1,0
0.248,6.1,-5.1,0
0.262,4.1,-6.1,0
0.275,-8.2,-9.2,0
0.298,-27.6,-13.3,0
0.307,-54.1,-18.4,0
0.324,-82.7,-22.5,0
0.341,-114.4,-26.6,0
0.358,-133.8,-27.6,0
0.374,-142,-27.6,0
0.391,-150.2,-27.6,0
0.409,-158.3,-28.6,0
0.425,-163.4,-28.6,0
0.441,-164.5,-28.6,0
0.727,-164.9,-28.6,1
0.745,-164.9,-28.6,3
0.762,-164.9,-28.6,7
0.785,-165,-28.6,11
0.792,-165,-28.6,15
0.81,-165,-28.6,16
0.825,-165,-28.6,15
0.844,-165.1,-28.6,14
0.858,-165.1,-28.6,12
0.877,-165.1,-28.6,11
0.892,-165.1,-28.6,9
0.908,-165.1,-28.6,7
0.925,-165.2,-28.6,5
0.942,-165.2,-28.6,4
0.958,-165.2,-28.6,3
0.966,-165.2,-28.6,6
0.983,-165.3,-28.6,6
0.999,-165.3,-28.6,6
1.016,-165.3,-28.6,6
1.032,-165.3,-28.6,6
1.049,-165.3,-28.6,6
1.065,-165.4,-28.6,6
1.082,-165.4,-28.6,6
1.098,-165.4,-28.6,5
1.149,-165.5,-28.6,0
1.161,-168.6,-28.6,0
1.175,-173.7,-28.6,0
1.193,-176.7,-27.6,0
1.208,-190,-24.5,0
1.225,-208.4,-19.4,0
1.241,-226.8,-14.3,0
1.257,-245.2,-8.2,0
1.274,-264.6,-1,0
1.292,-283,6.1,0
1.309,-295.2,13.3,0
1.324,-317.7,24.5,0
1.342,-324.9,27.6,0
1.357,-336.1,35.7,0
1.377,-339.2,37.8,0
1.392,-342.2,41.9,0
1.66,-342.2,41.9,1
1.676,-342.2,41.9,4
1.693,-342.2,41.9,6
1.714,-342.2,41.9,9
1.725,-342.2,41.9,13
1.743,-342.2,41.9,13
1.759,-342.2,41.9,14
1.776,-342.2,41.9,15
1.793,-342.2,41.9,11
1.81,-342.2,41.9,13
1.826,-342.2,41.9,11
1.843,-342.2,41.9,10
1.86,-342.2,41.9,8
1.876,-342.2,41.9,6
1.893,-342.2,41.9,6
1.911,-342.2,41.9,8
1.926,-342.2,41.9,8
1.943,-342.2,41.9,8
1.96,-342.2,41.9,8
1.976,-342.2,41.9,8
1.994,-342.2,41.9,8
2.01,-342.2,41.9,9
2.027,-342.2,41.9,8
2.043,-342.2,41.9,8
2.06,-342.2,41.9,7
2.076,-342.2,41.9,6
2.093,-342.2,41.9,6
2.11,-342.2,41.9,5
2.127,-342.2,41.9,5
2.143,-342.2,41.9,5
2.196,-342.2,41.9,0
2.204,-344.3,41.9,0
2.211,-347.3,41.9,0
2.225,-349.4,42.9,0
2.242,-354.5,44.9,0
2.26,-363.7,51.1,0
2.276,-373.9,60.3,0
2.293,-383.1,71.5,0
2.309,-391.3,81.7,0
2.324,-396.4,89.9,0
2.341,-401.5,98,0
2.357,-402.5,102.1,0
2.374,-404.5,105.2,0
2.391,-405.6,106.2,0
2.407,-405.6,106.2,0
2.426,-406.6,106.2,0
2.627,-406.6,106.2,1
2.645,-406.6,106.2,6
2.668,-406.6,106.2,7
2.676,-406.6,106.2,9
2.694,-406.6,106.2,13
