# type=browses viewport=1280x720 sections=15 max_scroll=1480
t,dx,dy,scroll_y
2.992,10.2,8.2,8
3.011,10.2,8.2,7
3.027,10.2,8.2,6
3.043,10.2,8.2,5
3.06,10.2,8.2,5
3.077,10.2,8.2,6
3.092,10.2,8.2,6
3.109,10.2,8.2,6
3.127,10.2,8.2,6
3.144,10.2,8.2,4
3.161,10.2,8.2,7
3.177,10.2,8.2,7
3.193,10.2,8.2,7
3.21,10.2,8.2,7
3.226,10.2,8.2,7
3.245,10.2,8.2,7
3.259,10.2,8.2,8
3.276,10.2,8.2,7
3.292,10.2,8.2,6
3.31,10.2,8.2,6
3.326,10.2,8.2,5
3.343,10.2,8.2,5
3.359,10.2,8.2,5
3.376,10.2,8.2,4
3.393,10.2,8.2,4
3.41,10.2,8.2,4
3.426,10.2,8.2,3
3.443,10.2,8.2,3
3.459,10.2,8.2,3
3.526,10.2,8.2,1
3.528,10.2,8.2,1
3.546,10.2,8.2,4
3.56,10.2,8.2,5
3.583,10.2,8.2,8
3.594,10.2,8.2,11
3.61,10.2,8.2,13
3.627,10.2,8.2,10
3.643,10.2,8.2,10
3.661,10.2,8.2,8
3.677,10.2,8.2,5
3.693,10.2,8.2,4
3.71,10.2,8.2,3
3.727,10.2,8.2,3
3.735,10.2,8.2,5
3.75,10.2,8.2,5
3.768,10.2,8.2,5
3.783,10.2,8.2,5
3.8,10.2,8.2,5
3.818,10.2,8.2,4
3.834,10.2,8.2,5
3.851,10.2,8.2,5
3.909,10.2,8.2,0
3.917,12.3,9.2,0
3.936,17.4,12.3,0
3.941,19.4,13.3,0
3.957,22.5,15.3,0
3.975,33.7,18.4,0
3.992,39.8,19.4,0
4.008,47,21.4,0
4.024,53.1,22.5,0
4.041,56.2,23.5,0
4.057,59.2,24.5,0
4.074,60.3,24.5,0
4.091,61.3,24.5,0
4.108,61.3,25.5,0
4.126,61.3,25.5,0
4.252,61.3,25.5,0
4.26,62.3,25.5,0
4.283,63.3,25.5,0
4.294,64.4,26.6,0
4.31,65.4,26.6,0
4.325,67.4,27.6,0
4.343,69.5,27.6,0
4.359,71.5,28.6,0
4.374,75.6,29.6,0
4.391,78.7,29.6,0
4.409,79.7,30.6,0
4.424,81.7,31.7,0
4.441,82.7,31.7,0
4.458,83.8,32.7,0
4.475,83.8,32.7,0
4.492,83.8,32.7,0
4.668,83.8,32.7,0
4.676,82.7,32.7,0
4.694,80.7,32.7,0
4.716,75.6,31.7,0
4.726,65.4,30.6,0
4.744,51.1,28.6,0
4.757,2,23.5,0
4.774,-42.9,20.4,0
4.791,-97,20.4,0
4.807,-134.8,20.4,0
4.824,-173.7,21.4,0
4.842,-194.1,26.6,0
5.093,-195.1,25.5,0
5.099,-200.2,22.5,0
5.111,-205.3,19.4,0
5.126,-213.5,15.3,0
5.149,-240.1,4.1,0
5.159,-314.6,-19.4,0
5.174,-354.5,-28.6,0
5.191,-398.4,-36.8,0
5.208,-422.9,-40.9,0
5.225,-446.4,-42.9,0
5.243,-456.6,-43.9,0
5.258,-464.8,-44.9,0
5.274,-467.9,-44.9,0
5.291,-468.9,-46,0
5.531,-468.9,-46,0
5.542,-468.9,-47,0
5.546,-468.9,-49,0
5.558,-469.9,-51.1,0
5.581,-472,-56.2,0
5.591,-476,-66.4,0
5.608,-484.2,-81.7,0
5.626,-494.4,-97,0
5.642,-506.7,-114.4,0
5.658,-515.9,-124.6,0
5.674,-525.1,-137.9,0
5.691,-533.2,-147.1,0
5.709,-539.4,-155.2,0
5.725,-544.5,-162.4,0
5.742,-546.5,-166.5,0
5.758,-548.6,-169.5,0
5.775,-548.6,-171.6,0
5.792,-548.6,-172.6,0
5.809,-548.6,-173.6,0
5.826,-548.6,-173.6,0
5.866,-548.6,-173.6,0
6.227,-548.6,-174.6,0
6.234,-548.6,-175.7,0
6.248,-548.6,-176.7,0
6.265,-547.5,-177.7,0
6.277,-546.5,-180.8,0
6.293,-545.5,-183.8,0
6.309,-544.5,-186.9,0
6.324,-543.5,-191,0
6.341,-541.4,-193,0
6.357,-539.4,-195.1,0
6.374,-536.3,-197.1,0
6.391,-533.2,-199.1,0
6.407,-529.2,-200.2,0
6.424,-526.1,-201.2,0
6.441,-520,-201.2,0
6.457,-516.9,-201.2,0
6.476,-515.9,-201.2,0
6.492,-512.8,-201.2,0
6.507,-510.8,-201.2,0
6.524,-509.8,-201.2,0
6.541,-509.8,-201.2,0
6.558,-509.8,-201.2,0
6.925,-509.8,-200.2,0
6.929,-509.8,-200.2,0
6.943,-508.7,-200.2,0
6.96,-508.7,-198.1,0
6.98,-507.7,-197.1,0
6.991,-506.7,-196.1,0
7.008,-504.6,-195.1,0
7.025,-503.6,-194,0
7.042,-502.6,-194,0
7.058,-498.5,-193,0
7.075,-497.5,-193,0
7.091,-493.4,-193,0
7.107,-490.3,-193,0
7.125,-486.3,-192,0
7.142,-483.2,-190,0
7.157,-480.1,-187.9,0
7.174,-477.1,-185.9,0
7.191,-474,-183.8,0
7.209,-472,-182.8,0
7.224,-469.9,-181.8,0
7.242,-468.9,-181.8,0
7.258,-467.9,-181.8,0
7.279,-467.9,-181.8,0
7.449,-467.9,-181.8,0
7.464,-467.9,-181.8,0
7.475,-466.8,-181.8,0
7.498,-463.8,-181.8,0
7.507,-461.7,-181.8,0
7.525,-459.7,-182.8,0
7.542,-456.6,-182.8,0
7.559,-454.6,-183.8,0
7.576,-451.5,-183.8,0
7.592,-448.5,-184.9,0
7.608,-446.4,-184.9,0
7.624,-443.4,-185.9,0
7.642,-442.3,-185.9,0
7.659,-442.3,-185.9,0
7.91,-442.3,-185.9,1
7.928,-442.3,-185.9,2
7.943,-442.3,-185.9,6
7.967,-442.3,-185.9,8
7.975,-442.3,-185.9,7
7.994,-442.3,-185.9,11
