# type=browses viewport=1280x720 sections=14 max_scroll=1340
t,dx,dy,scroll_y
0.353,0,0,1
0.371,0,0,2
0.401,0,0,4
0.42,0,0,12
0.435,0,0,7
0.452,0,0,8
0.469,0,0,7
0.486,0,0,6
0.504,0,0,6
0.52,0,0,5
0.537,0,0,5
0.557,0,0,5
0.57,0,0,5
0.587,0,0,7
0.603,0,0,7
0.621,0,0,6
0.637,0,0,6
0.652,0,0,6
0.67,0,0,5
0.687,0,0,4
0.704,0,0,6
0.72,0,0,6
0.736,0,0,6
0.753,0,0,6
0.769,0,0,6
0.786,0,0,6
0.803,0,0,6
0.82,0,0,6
0.835,0,0,5
0.853,0,0,5
0.868,0,0,5
0.886,0,0,4
0.903,0,0,4
0.92,0,0,4
0.936,0,0,3
0.953,0,0,3
0.969,0,0,3
0.986,0,0,2
1.003,0,0,2
1.019,0,0,2
1.036,0,0,2
1.053,0,0,2
1.069,0,0,1
1.086,0,0,1
1.103,0,0,1
1.119,0,0,1
1.136,0,0,1
1.168,0,0,1
1.287,0,0,1
1.289,0,0,1
1.305,0,0,3
1.321,0,0,5
1.344,0,0,5
1.353,0,0,5
1.37,0,0,8
1.386,0,0,10
1.404,0,0,9
1.42,0,0,10
1.437,0,0,10
1.453,0,0,9
1.47,0,0,7
1.486,0,0,5
1.504,0,0,4
1.52,0,0,3
1.531,0,0,6
1.547,0,0,6
1.563,0,0,6
1.58,0,0,6
1.597,0,0,6
1.614,0,0,6
1.63,0,0,6
1.647,0,0,6
1.663,0,0,5
1.68,0,0,5
1.697,0,0,5
1.714,0,0,4
1.73,0,0,4
1.747,0,0,4
1.763,0,0,3
1.779,0,0,3
1.797,0,0,3
1.813,0,0,2
1.831,0,0,2
1.847,0,0,2
1.864,0,0,2
1.881,0,0,2
1.897,0,0,1
1.913,0,0,1
1.931,0,0,1
1.947,0,0,1
1.964,0,0,1
2.036,0,0,1
2.054,0,0,3
2.069,0,0,4
2.095,0,0,4
2.114,0,0,6
2.125,0,0,9
2.136,0,0,8
2.152,0,0,8
2.169,0,0,5
2.186,0,0,5
2.202,0,0,3
2.219,0,0,2
2.236,0,0,1
2.254,0,0,1
2.271,0,0,1
2.287,0,0,1
2.304,0,0,1
2.321,0,0,2
2.337,0,0,3
2.353,0,0,3
2.37,0,0,5
2.387,0,0,6
2.404,0,0,7
2.421,0,0,6
2.437,0,0,5
2.454,0,0,5
2.47,0,0,4
2.487,0,0,3
2.503,0,0,3
2.52,0,0,3
2.537,0,0,3
2.546,0,0,4
2.562,0,0,4
2.579,0,0,4
2.596,0,0,4
2.612,0,0,4
2.628,0,0,3
2.645,0,0,4
2.662,0,0,3
2.679,0,0,3
2.695,0,0,3
2.712,0,0,3
2.823,0,0,0
2.833,-1,0,0
2.839,-1,0,0
2.851,-2,1,0
2.874,-3.1,2,0
2.885,-4.1,3.1,0
2.902,-4.1,3.1,0
2.919,-5.1,5.1,0
2.936,-5.1,5.1,0
2.952,-5.1,6.1,0
2.969,-5.1,8.2,0
2.986,-5.1,9.2,0
3.001,-5.1,11.2,0
3.017,-5.1,13.3,0
3.034,-5.1,14.3,0
3.051,-5.1,15.3,0
3.287,-4.9,15.3,1
3.304,-4.9,15.3,2
3.328,-4.9,15.3,4
3.335,-4.9,15.3,6
3.354,-4.9,15.3,8
3.37,-4.9,15.3,7
3.387,-4.8,15.3,6
3.403,-4.8,15.3,5
3.42,-4.8,15.3,5
3.437,-4.8,15.3,3
3.453,-4.8,15.3,2
3.469,-4.8,15.3,2
3.486,-4.8,15.3,1
3.503,-4.7,15.3,1
3.519,-4.7,15.3,1
3.536,-4.7,15.3,1
3.555,-4.7,15.3,1
3.57,-4.7,15.3,2
3.586,-4.7,15.3,2
3.603,-4.7,15.3,2
3.62,-4.7,15.3,2
3.636,-4.6,15.3,2
3.653,-4.6,15.3,2
3.669,-4.6,15.3,2
3.686,-4.6,15.3,1
3.702,-4.6,15.3,1
3.719,-4.6,15.3,1
3.736,-4.6,15.3,1
3.753,-4.5,15.3,1
3.769,-4.5,15.3,1
3.786,-4.5,15.3,1
3.803,-4.5,15.3,2
3.821,-4.5,15.3,2
3.837,-4.5,15.3,3
3.853,-4.5,15.3,3
3.869,-4.5,15.3,4
3.886,-4.4,15.3,5
3.902,-4.4,15.3,5
3.919,-4.4,15.3,4
3.936,-4.4,15.3,4
3.952,-4.4,15.3,3
3.969,-4.4,15.3,2
3.986,-4.4,15.3,1
4.002,-4.3,15.3,1
4.019,-4.3,15.3,1
4.036,-4.3,15.3,1
4.054,-4.3,15.3,1
4.326,-4.1,15.3,0
4.338,-4.1,15.3,0
4.351,-3.1,15.3,0
4.37,-2,16.3,0
4.391,0,17.4,0
4.4,0,17.4,0
4.418,1,18.4,0
4.435,2,18.4,0
4.451,2,19.4,0
4.468,3.1,19.4,0
4.485,3.1,19.4,0
4.502,4.1,19.4,0
4.519,4.1,19.4,0
4.535,4.1,19.4,0
4.82,4.1,19.4,1
4.838,4.1,19.4,2
4.856,4.1,19.4,4
4.878,4.1,19.4,5
4.885,4.1,19.4,5
4.903,4.1,19.4,5
4.919,4.1,19.4,7
4.936,4.1,19.4,7
4.953,4.1,19.4,7
4.969,4.1,19.4,7
4.986,4.1,19.4,7
5.003,4.1,19.4,6
5.019,4.1,19.4,6
5.037,4.1,19.4,5
5.053,4.1,19.4,4
5.07,4.1,19.4,4
5.086,4.1,19.4,3
5.103,4.1,19.4,2
5.381,4.1,19.4,0
5.388,5.1,19.4,0
5.403,7.2,19.4,0
5.425,9.2,19.4,0
5.436,12.3,19.4,0
5.452,13.3,20.4,0
5.468,15.3,21.4,0
5.485,17.4,23.5,0
5.502,17.4,23.5,0
5.518,18.4,24.5,0
5.535,19.4,25.5,0
5.551,20.4,26.6,0
5.567,20.4,27.6,0
5.588,21.5,27.6,0
5.853,21.6,27.6,1
5.871,21.6,27.6,1
5.89,21.6,27.6,3
5.91,21.6,27.6,6
5.918,21.6,27.6,8
5.936,21.6,27.6,7
5.953,21.7,27.6,8
5.969,21.7,27.6,7
5.986,21.7,27.6,6
6.003,21.7,27.6,4
6.02,21.7,27.6,4
6.036,21.7,27.6,3
6.054,21.7,27.6,3
6.069,21.7,27.6,4
6.085,21.7,27.6,4
6.103,21.7,27.6,5
6.118,21.7,27.6,5
6.136,21.8,27.6,5
6.152,21.8,27.6,5
6.169,21.8,27.6,5
6.185,21.8,27.6,4
6.202,21.8,27.6,4
6.218,21.8,27.6,3
6.235,21.8,27.6,3
6.252,21.8,27.6,2
6.268,21.8,27.6,3
6.285,21.8,27.6,3
6.302,21.8,27.6,4
6.32,21.9,27.6,4
6.336,21.9,27.6,4
6.353,21.9,27.6,5
6.369,21.9,27.6,5
6.387,21.9,27.6,4
6.404,21.9,27.6,3
6.414,21.9,27.6,4
6.429,21.9,27.6,4
6.446,21.9,27.6,4
6.463,21.9,27.6,4
6.479,21.9,27.6,4
6.496,22,27.6,3
6.513,22,27.6,4
6.53,22,27.6,3
6.546,22,27.6,3
6.563,22,27.6,3
6.578,22,27.6,3
6.596,22,27.6,2
6.613,22,27.6,2
6.629,22,27.6,2
6.647,22,27.6,2
6.663,22,27.6,1
6.679,22.1,27.6,1
6.696,22.1,27.6,1
6.753,22.1,27.6,1
6.77,22.1,27.6,2
6.787,22.1,27.6,3
6.803,22.1,27.6,4
6.82,22.1,27.6,7
6.836,22.1,27.6,7
6.853,22.2,27.6,7
6.87,22.2,27.6,7
6.886,22.2,27.6,6
6.903,22.2,27.6,6
6.924,22.2,27.6,6
6.935,22.2,27.6,6
6.952,22.2,27.6,6
6.968,22.2,27.6,7
6.985,22.2,27.6,7
7.004,22.2,27.6,6
7.024,22.2,27.6,6
7.036,22.3,27.6,5
7.052,22.3,27.6,5
7.069,22.3,27.6,5
7.086,22.3,27.6,5
7.102,22.3,27.6,5
7.119,22.3,27.6,4
7.135,22.3,27.6,3
7.152,22.3,27.6,2
7.169,22.3,27.6,1
7.433,22.5,27.6,0
7.441,23.5,27.6,0
7.453,25.5,27.6,0
7.475,28.6,28.6,0
7.484,37.8,31.7,0
7.501,43.9,32.7,0
7.522,50.1,33.7,0
7.534,53.1,33.7,0
7.551,57.2,34.7,0
7.568,60.3,34.7,0
7.584,64.4,34.7,0
7.601,66.4,34.7,0
7.618,69.5,35.7,0
7.635,71.5,35.7,0
7.652,73.6,35.7,0
7.668,75.6,36.8,0
7.685,78.7,36.8,0
7.701,79.7,37.8,0
7.718,81.7,37.8,0
7.735,83.8,38.8,0
7.752,85.8,38.8,0
7.769,86.8,39.8,0
7.785,86.8,39.8,0
