# type=drags viewport=1280x720 start=501,418 end=559,416 mousedown_t=0.605
t,rx,ry
0,0.7691,-0.0874
0.018,0.7167,-0.0874
0.035,0.6293,-0.0524
0.051,0.4894,0.0524
0.067,0.437,0.0874
0.083,0.3846,0.1398
0.1,0.3321,0.1573
0.117,0.3146,0.1748
0.133,0.2797,0.1748
0.152,0.2797,0.1748
0.168,0.2622,0.1748
0.186,0.2622,0.1922
0.202,0.2622,0.2097
0.218,0.2447,0.2272
0.236,0.2447,0.2272
0.251,0.2272,0.2447
0.267,0.2098,0.2621
0.283,0.1923,0.2621
0.3,0.1573,0.2447
0.317,0.1224,0.2097
0.335,0.0874,0.1573
0.35,0.0524,0.0874
0.367,0.0175,0.0175
0.383,0.0175,0
0.401,0,0
0.417,0,0
0.48,0,0
0.544,0,0
0.605,0,0
0.718,0,0
0.735,0.0175,0
0.753,0.0699,0
0.77,0.1224,0
0.786,0.1748,0
0.805,0.2272,0
0.818,0.2622,0
0.837,0.3146,0
0.851,0.3496,0
0.868,0.3846,0
0.884,0.4195,0
0.901,0.4545,0
0.918,0.5069,0
0.934,0.5419,0
0.951,0.5943,0
0.968,0.6293,0
0.984,0.6642,0
1.002,0.6992,0
1.018,0.7167,0
1.034,0.7342,0
1.051,0.7516,0
1.102,0.7516,0
1.118,0.7516,0
1.135,0.7691,0
1.152,0.8216,0
1.168,0.874,0
1.185,0.9264,0
1.202,0.9614,0
1.219,0.9789,0
1.236,0.9964,0
1.318,0.9964,0
1.403,0.9964,0
1.554,0.9964,0
1.57,1.0138,0
1.587,1.0138,0
1.603,1.0138,0
1.619,1.0313,0
1.635,1.0313,0
1.651,1.0488,0
1.668,1.0488,0
1.684,1.0488,-0.0175
1.785,1.0663,-0.0175
1.852,1.0663,-0.0175
1.885,1.0663,-0.0175
1.916,1.0663,-0.0175
2.085,1.0663,-0.0175
2.104,1.0663,-0.0175
