# type=drags viewport=1280x720 start=522,418 end=654,416 mousedown_t=0.684
t,rx,ry
0,-0.2875,0.101
0.016,-0.2408,-0.0155
0.033,-0.1865,-0.101
0.049,-0.1476,-0.1476
0.066,-0.1165,-0.1942
0.082,-0.0932,-0.2175
0.098,-0.0855,-0.2252
0.115,-0.0777,-0.2252
0.133,-0.0777,-0.2252
0.192,-0.0777,-0.2252
0.201,-0.0777,-0.2175
0.217,-0.0777,-0.2097
0.233,-0.0777,-0.1709
0.249,-0.0699,-0.1243
0.266,-0.0544,-0.0777
0.282,-0.0388,-0.0233
0.298,-0.0311,-0.0078
0.315,-0.0311,0.0078
0.331,-0.0233,0.0155
0.349,-0.0233,0.0155
0.488,-0.0233,0.0155
0.5,-0.0233,0.0078
0.502,-0.0233,0.0078
0.515,-0.0233,0.0078
0.531,-0.0155,0
0.547,-0.0155,0
0.565,-0.0078,0
0.583,-0.0078,0
0.598,0,0
0.615,0,0
0.635,0,0
0.684,0,0
0.868,0,0
0.883,0.0078,0
0.899,0.0311,0
0.917,0.0699,0
0.933,0.1088,0
0.951,0.1476,0
0.967,0.1787,0
0.984,0.2253,0
1.001,0.2641,-0.0078
1.015,0.2952,-0.0155
1.032,0.3341,-0.0155
1.05,0.3574,-0.0233
1.067,0.3885,-0.0311
1.083,0.4195,-0.0311
1.099,0.4506,-0.0388
1.116,0.4895,-0.0388
1.132,0.5283,-0.0466
1.149,0.5749,-0.0466
1.166,0.6138,-0.0544
1.183,0.6526,-0.0544
1.202,0.6837,-0.0621
1.218,0.6992,-0.0621
1.234,0.707,-0.0621
1.252,0.707,-0.0621
1.333,0.7148,-0.0621
1.35,0.7148,-0.0621
1.366,0.7303,-0.0621
1.383,0.7691,-0.0621
1.402,0.8158,-0.0621
1.416,0.8701,-0.0621
1.436,0.909,-0.0621
1.449,0.9478,-0.0621
1.466,0.9789,-0.0621
1.482,0.9944,-0.0699
1.502,1.0022,-0.0699
1.515,1.01,-0.0699
1.549,1.01,-0.0699
1.599,1.01,-0.0699
1.801,1.01,-0.0699
1.822,1.01,-0.0699
1.833,1.01,-0.0699
1.852,1.0022,-0.0699
1.878,1.0022,-0.0699
1.882,1.0022,-0.0699
1.899,0.9944,-0.0621
1.916,0.9944,-0.0621
1.933,0.9867,-0.0621
1.967,0.9867,-0.0621
1.984,0.9867,-0.0621
2.018,0.9867,-0.0621
2.035,0.9789,-0.0621
2.05,0.9789,-0.0544
2.067,0.9789,-0.0544
2.084,0.9789,-0.0544
2.1,0.9711,-0.0544
2.117,0.9711,-0.0544
2.133,0.9711,-0.0544
2.149,0.9634,-0.0544
2.168,0.9634,-0.0544
2.199,0.9634,-0.0544
2.451,0.9634,-0.0544
2.469,0.9556,-0.0544
2.483,0.9556,-0.0466
2.509,0.9556,-0.0466
2.55,0.9556,-0.0466
2.934,0.9556,-0.0466
