# type=drags viewport=1280x720 start=554,417 end=618,416 mousedown_t=0.552
t,rx,ry
0,-0.1921,-0.7361
0.017,-0.048,-0.5281
0.034,0.016,-0.4161
0.05,0.08,-0.288
0.066,0.112,-0.208
0.083,0.1281,-0.16
0.1,0.1441,-0.144
0.117,0.1441,-0.128
0.134,0.1441,-0.128
0.167,0.1441,-0.128
0.172,0.1441,-0.144
0.184,0.1441,-0.144
0.2,0.1281,-0.144
0.218,0.1281,-0.144
0.235,0.1281,-0.144
0.32,0.1281,-0.144
0.326,0.112,-0.144
0.335,0.112,-0.144
0.352,0.112,-0.144
0.368,0.08,-0.112
0.383,0.064,-0.08
0.4,0.048,-0.048
0.417,0.032,-0.032
0.433,0.016,-0.016
0.45,0.016,0
0.467,0,0
0.503,0,0
0.552,0,0
0.735,0,0
0.754,0.016,0
0.767,0.032,0
0.786,0.048,0
0.801,0.064,0
0.817,0.08,0
0.835,0.096,0
0.851,0.112,0
0.868,0.112,0
0.969,0.112,0
0.988,0.112,0
1.001,0.112,0
1.03,0.112,0
1.034,0.096,0
1.051,0.096,0.016
1.068,0.08,0.016
1.103,0.08,0.016
1.152,0.08,0.016
1.202,0.08,0.016
1.234,0.08,0.032
1.251,0.096,0.032
1.268,0.1281,0.048
1.284,0.1601,0.08
1.302,0.2081,0.096
1.32,0.2401,0.112
1.334,0.2561,0.112
1.353,0.2721,0.112
1.367,0.2881,0.112
1.384,0.3041,0.112
1.401,0.3201,0.112
1.419,0.3201,0.112
1.435,0.3361,0.112
1.451,0.3361,0.112
1.468,0.3361,0.112
1.486,0.3361,0.112
1.503,0.3521,0.112
1.521,0.3681,0.112
1.537,0.3842,0.112
1.551,0.4162,0.096
1.567,0.4482,0.096
1.584,0.4802,0.08
1.601,0.4962,0.08
1.617,0.5282,0.064
1.635,0.5602,0.064
1.652,0.5922,0.064
1.668,0.5922,0.048
1.685,0.6082,0.048
1.703,0.6082,0.048
1.719,0.6082,0.048
1.735,0.6243,0.048
1.754,0.6243,0.048
1.768,0.6403,0.032
1.784,0.6563,0.032
1.801,0.6723,0.016
1.817,0.7043,0.016
1.834,0.7363,0
1.851,0.7523,0
1.867,0.7843,-0.016
1.884,0.8003,-0.016
1.903,0.8003,-0.016
1.919,0.8163,-0.032
2.069,0.8163,-0.032
2.09,0.8323,-0.032
2.102,0.8323,-0.032
2.133,0.8483,-0.032
2.15,0.8483,-0.032
2.186,0.8644,-0.032
2.218,0.8644,-0.032
2.234,0.8644,-0.048
2.251,0.8804,-0.048
2.267,0.8804,-0.048
2.284,0.8964,-0.048
2.302,0.8964,-0.048
2.319,0.9124,-0.048
2.337,0.9124,-0.064
2.353,0.9124,-0.064
2.368,0.9284,-0.064
2.384,0.9284,-0.064
2.401,0.9284,-0.064
2.418,0.9284,-0.064
2.454,0.9444,-0.08
2.469,0.9444,-0.08
2.484,0.9444,-0.08
2.506,0.9604,-0.08
2.52,0.9604,-0.08
2.536,0.9764,-0.08
2.552,0.9924,-0.096
2.568,1.0084,-0.096
2.592,1.0244,-0.096
2.602,1.0404,-0.096
2.618,1.0404,-0.096
2.634,1.0404,-0.096
2.653,1.0564,-0.096
2.852,1.0404,-0.096
2.87,1.0404,-0.096
2.887,1.0404,-0.096
2.91,1.0404,-0.096
2.917,1.0244,-0.096
2.934,1.0244,-0.096
2.951,1.0244,-0.096
2.984,1.0084,-0.096
3.001,1.0084,-0.096
3.019,1.0084,-0.08
3.035,1.0084,-0.08
3.22,1.0084,-0.08
