# type=drags viewport=1280x720 start=140,363 end=1178,360
t,rx,ry
0,0,0
0.017,-0.0049,-0.002
0.032,-0.0098,-0.0039
0.052,-0.0128,-0.0049
0.067,-0.0167,-0.0059
0.083,-0.0197,-0.0069
0.1,-0.0197,-0.0069
0.116,-0.0207,-0.0069
0.133,-0.0217,-0.0069
0.149,-0.0217,-0.0069
0.167,-0.0217,-0.0069
0.836,-0.0217,-0.0069
0.841,-0.0217,-0.0069
0.85,-0.0217,-0.0059
0.87,-0.0217,-0.0059
0.883,-0.0217,-0.0049
0.899,-0.0217,-0.0049
1.186,-0.0217,-0.0049
1.193,-0.0207,-0.0049
1.201,-0.0207,-0.0049
1.216,-0.0187,-0.0049
1.234,-0.0148,-0.0069
1.25,-0.0079,-0.0079
1.266,0.001,-0.0098
1.283,0.0197,-0.0128
1.3,0.0325,-0.0128
1.315,0.0463,-0.0128
1.332,0.0571,-0.0128
1.349,0.0679,-0.0118
1.366,0.0748,-0.0108
1.383,0.0807,-0.0089
1.4,0.0847,-0.0089
1.416,0.0886,-0.0079
1.433,0.0906,-0.0079
1.449,0.0916,-0.0079
1.467,0.0925,-0.0079
1.483,0.0925,-0.0079
1.499,0.0935,-0.0069
1.516,0.0945,-0.0069
1.532,0.0965,-0.0069
1.551,0.0984,-0.0069
1.566,0.1034,-0.0059
1.582,0.1083,-0.0059
1.599,0.1142,-0.0059
1.616,0.1221,-0.0049
1.633,0.1319,-0.0039
1.649,0.1418,-0.0039
1.667,0.1526,-0.0039
1.684,0.1585,-0.0039
1.993,0.1585,-0.0039
2.001,0.1615,-0.0039
2.017,0.1664,-0.0049
2.034,0.1752,-0.0069
2.05,0.1871,-0.0089
2.066,0.2058,-0.0108
2.084,0.2304,-0.0108
2.099,0.2599,-0.0108
2.117,0.2806,-0.0108
2.132,0.2973,-0.0089
2.151,0.3121,-0.0069
2.167,0.3249,-0.0049
2.182,0.3357,-0.0039
2.202,0.3416,-0.0039
2.216,0.3485,-0.0039
2.234,0.3544,-0.0039
2.249,0.3584,-0.0039
2.267,0.3623,-0.0039
2.282,0.3672,-0.0039
2.299,0.3721,-0.0039
2.315,0.3761,-0.0039
2.334,0.382,-0.0039
2.35,0.3859,-0.0049
2.367,0.3899,-0.0059
2.382,0.3948,-0.0079
2.399,0.4007,-0.0098
2.417,0.4056,-0.0118
2.434,0.4105,-0.0138
2.449,0.4155,-0.0138
2.466,0.4214,-0.0148
2.484,0.4302,-0.0148
2.5,0.4342,-0.0148
2.516,0.4381,-0.0138
2.533,0.443,-0.0128
2.549,0.447,-0.0128
2.567,0.4509,-0.0128
2.584,0.4548,-0.0128
2.6,0.4578,-0.0128
2.616,0.4617,-0.0128
2.633,0.4637,-0.0128
2.649,0.4676,-0.0128
2.666,0.4726,-0.0128
2.682,0.4794,-0.0128
2.699,0.4844,-0.0128
2.715,0.4893,-0.0128
2.732,0.4952,-0.0128
2.749,0.5011,-0.0118
2.768,0.507,-0.0108
2.784,0.5149,-0.0108
2.799,0.5208,-0.0108
2.816,0.5267,-0.0108
2.834,0.5326,-0.0108
2.85,0.5405,-0.0108
2.869,0.5444,-0.0098
2.882,0.5533,-0.0089
2.899,0.5572,-0.0079
2.916,0.5612,-0.0069
2.934,0.5661,-0.0049
2.949,0.57,-0.0039
2.967,0.574,-0.0039
2.984,0.5779,-0.003
3,0.5779,-0.003
3.336,0.5799,-0.003
3.343,0.5848,-0.0039
3.35,0.5907,-0.0039
3.367,0.5956,-0.0049
3.384,0.6064,-0.0059
3.4,0.6173,-0.0059
3.417,0.6389,-0.0059
3.434,0.6606,-0.0059
3.45,0.695,-0.0039
3.466,0.7167,-0.002
3.483,0.7413,-0.002
3.499,0.7649,-0.002
3.516,0.7866,-0.002
3.533,0.8092,-0.0039
3.549,0.823,-0.0039
3.567,0.8398,-0.0039
3.584,0.8604,-0.0039
3.6,0.8713,-0.003
3.617,0.8762,-0.002
3.633,0.8851,-0.001
3.649,0.8969,0
3.666,0.9047,0
3.683,0.9126,0
3.7,0.9225,0
3.716,0.9323,0
3.734,0.9412,0
3.748,0.9461,0.001
3.766,0.951,0.001
3.783,0.9549,0.003
3.8,0.9559,0.003
3.817,0.9569,0.0039
3.834,0.9579,0.0039
3.849,0.9579,0.0039
3.886,0.9579,0.0039
3.894,0.9579,0.0039
3.901,0.9589,0.0039
3.916,0.9589,0.0039
3.934,0.9599,0.0039
3.949,0.9618,0.0039
3.967,0.9658,0.0039
3.983,0.9677,0.0039
3.999,0.9707,0.003
4.017,0.9746,0.002
4.033,0.9766,0.002
4.049,0.9796,0.002
4.065,0.9815,0.002
4.083,0.9825,0.002
4.099,0.9835,0.002
4.115,0.9835,0.002
4.132,0.9845,0.002
4.151,0.9845,0.002
4.167,0.9845,0.001
