# type=drags viewport=1280x720 start=500,415 end=602,416 mousedown_t=1.155
t,rx,ry
0,-0.0498,-0.2292
0.019,0.0498,-0.1096
0.037,0.1196,0.01
0.05,0.1595,0.0698
0.067,0.1894,0.1395
0.085,0.1994,0.1794
0.101,0.1994,0.2093
0.119,0.1994,0.2093
0.135,0.1994,0.2193
0.151,0.1994,0.2193
0.168,0.1795,0.2193
0.184,0.1695,0.2093
0.201,0.1595,0.1993
0.217,0.1495,0.1993
0.234,0.1495,0.1894
0.251,0.1396,0.1894
0.269,0.1396,0.1894
0.302,0.1396,0.1794
0.309,0.1296,0.1694
0.32,0.1196,0.1595
0.335,0.1097,0.1495
0.353,0.0897,0.1096
0.368,0.0598,0.0598
0.384,0.0498,0.0498
0.401,0.0399,0.0299
0.417,0.0399,0.0199
0.434,0.0399,0.0199
0.613,0.0299,0.0199
0.621,0.0299,0.0199
0.633,0.0299,0.0199
0.652,0.01,0.0199
0.669,-0.0199,0.0199
0.684,-0.0399,0.0199
0.702,-0.0798,0.0199
0.718,-0.0997,0.01
0.736,-0.0997,0.01
0.751,-0.1097,0.01
0.767,-0.1097,0.01
0.784,-0.1097,0
0.846,-0.1097,0
0.853,-0.0997,0
0.871,-0.0897,0
0.887,-0.0598,0
0.903,-0.0399,0
0.92,-0.0199,0
0.934,-0.01,0
0.951,0,0
1.155,0,0
1.32,0,0
1.344,0.0299,0
1.352,0.0698,0
1.368,0.0997,0
1.385,0.1396,0
1.401,0.1695,0
1.419,0.1795,0
1.435,0.1894,0
1.452,0.1894,0
1.503,0.1994,0
1.522,0.1994,0
1.536,0.1994,0
1.554,0.2193,0
1.571,0.2393,0
1.585,0.2692,0
1.602,0.2991,0
1.618,0.329,0
1.635,0.3589,0
1.651,0.3888,0
1.668,0.3988,0
1.686,0.4088,0
1.703,0.4187,0
1.735,0.4187,0
1.751,0.4187,0
1.768,0.4287,0
1.786,0.4387,0
1.803,0.4486,0
1.818,0.4686,0
1.835,0.4786,0
1.852,0.4885,0
1.869,0.4985,-0.01
1.886,0.4985,-0.01
1.904,0.5085,-0.01
1.952,0.5085,-0.01
1.969,0.5085,-0.01
1.985,0.5184,-0.01
2.002,0.5184,-0.01
2.019,0.5284,-0.01
2.068,0.5284,-0.01
2.235,0.5284,-0.01
2.254,0.5384,-0.01
2.271,0.5483,-0.01
2.29,0.5683,-0.01
2.309,0.5982,-0.01
2.318,0.6181,0
2.335,0.6381,0
2.353,0.648,0
2.368,0.658,0
2.386,0.668,0
2.401,0.678,0
2.419,0.6879,0
2.436,0.6979,0
2.452,0.7079,0
2.468,0.7178,0
2.519,0.7178,0
2.537,0.7278,0
2.552,0.7278,0
2.568,0.7378,0
2.585,0.7477,0
2.603,0.7677,0
2.618,0.7777,0
2.636,0.7976,0
2.652,0.8076,0
2.668,0.8175,0
2.687,0.8275,0
2.701,0.8375,0
2.719,0.8375,0
2.736,0.8474,0
2.752,0.8474,0
2.769,0.8574,0
2.785,0.8574,0
2.801,0.8574,0
2.819,0.8674,0
2.835,0.8674,0
2.854,0.8674,0
2.871,0.8774,0
2.887,0.8774,0
2.918,0.8873,0
2.951,0.8873,0
3.137,0.8873,0
3.155,0.8973,0
3.169,0.8973,0
3.186,0.8973,0
3.218,0.8973,0
3.235,0.8973,0
3.287,0.8973,-0.01
3.351,0.9073,-0.01
3.371,0.9073,-0.01
3.436,0.9073,-0.01
3.536,0.9073,-0.01
3.554,0.9073,-0.01
3.618,0.9073,-0.01
3.638,0.9172,-0.0199
3.654,0.9172,-0.0199
