# type=drags viewport=1280x720 start=109,355 end=1178,360
t,rx,ry
0,0,0
0.002,0,0.001
0.019,0,0.0029
0.03,0,0.0038
0.045,0,0.0048
0.062,0,0.0057
0.079,0,0.0057
0.306,0,0.0057
0.315,0.001,0.0057
0.329,0.001,0.0057
0.346,0.0029,0.0048
0.363,0.0048,0.0038
0.379,0.0076,0.0038
0.396,0.0096,0.0029
0.412,0.0124,0.0019
0.429,0.0163,0.0019
0.446,0.0182,0.001
0.462,0.0191,0.001
0.48,0.021,0.001
0.495,0.0229,0
0.513,0.0239,0
0.682,0.0258,0
0.689,0.0287,0
0.697,0.0325,0
0.712,0.0363,0
0.729,0.0459,0.001
0.747,0.066,0.001
0.762,0.0918,0.0029
0.78,0.1167,0.0038
0.797,0.1406,0.0057
0.812,0.1673,0.0086
0.829,0.1855,0.0096
0.846,0.1979,0.0115
0.862,0.2085,0.0134
0.88,0.2142,0.0153
0.895,0.2199,0.0172
0.912,0.2218,0.0182
1.197,0.2228,0.0182
1.2,0.2266,0.0163
1.213,0.2314,0.0143
1.229,0.2438,0.0105
1.246,0.2572,0.0067
1.262,0.283,-0.001
1.28,0.3127,-0.0057
1.296,0.3404,-0.0086
1.312,0.3662,-0.0096
1.328,0.3844,-0.0096
1.345,0.4016,-0.0086
1.362,0.4112,-0.0067
1.381,0.4188,-0.0048
1.396,0.4265,-0.0029
1.413,0.4284,-0.0029
1.429,0.4284,-0.0019
1.446,0.4294,-0.0019
1.463,0.4294,-0.0019
1.48,0.4303,-0.0019
1.496,0.4313,-0.0019
1.513,0.4332,-0.0019
1.529,0.4341,-0.0019
1.736,0.4351,-0.0019
1.748,0.4389,-0.0029
1.765,0.4447,-0.0048
1.778,0.4638,-0.0086
1.795,0.4953,-0.0143
1.812,0.5278,-0.0172
1.829,0.5642,-0.0182
1.846,0.5967,-0.0182
1.862,0.6254,-0.0172
1.879,0.6502,-0.0124
1.897,0.6636,-0.0096
1.914,0.6799,-0.0057
1.928,0.6914,-0.0029
1.945,0.7019,0
1.963,0.7143,0.0029
1.978,0.721,0.0038
1.994,0.7277,0.0048
2.013,0.7334,0.0048
2.028,0.7382,0.0057
2.046,0.742,0.0067
2.063,0.7449,0.0076
2.079,0.7478,0.0086
2.095,0.7487,0.0086
2.113,0.7497,0.0096
2.332,0.7497,0.0096
2.335,0.7535,0.0076
2.347,0.7583,0.0057
2.363,0.7746,0
2.38,0.8052,-0.0086
2.395,0.8377,-0.0153
2.412,0.8683,-0.0191
2.428,0.8836,-0.0191
2.445,0.8922,-0.0191
2.463,0.9027,-0.0191
2.479,0.9084,-0.0191
2.495,0.9123,-0.0182
2.513,0.9123,-0.0182
2.53,0.9142,-0.0182
2.547,0.9151,-0.0182
2.562,0.917,-0.0182
2.579,0.918,-0.0182
2.595,0.9209,-0.0182
2.613,0.9237,-0.0182
2.629,0.9276,-0.0182
2.645,0.9333,-0.0182
2.662,0.9381,-0.0182
2.679,0.9438,-0.0172
2.696,0.9476,-0.0163
2.712,0.9524,-0.0153
2.729,0.9562,-0.0143
2.745,0.9572,-0.0134
2.762,0.9601,-0.0134
2.778,0.961,-0.0134
2.795,0.962,-0.0124
2.811,0.962,-0.0124
2.831,0.9629,-0.0124
2.845,0.9639,-0.0124
2.862,0.9648,-0.0124
2.878,0.9648,-0.0124
2.896,0.9658,-0.0124
2.912,0.9668,-0.0134
2.93,0.9677,-0.0134
2.945,0.9696,-0.0134
2.962,0.9706,-0.0134
2.978,0.9715,-0.0134
2.997,0.9725,-0.0134
3.012,0.9744,-0.0134
3.028,0.9763,-0.0134
3.045,0.9773,-0.0134
3.063,0.9792,-0.0134
3.079,0.9811,-0.0134
3.095,0.9821,-0.0134
3.113,0.983,-0.0134
3.129,0.983,-0.0134
3.146,0.9859,-0.0134
3.162,0.9868,-0.0134
3.179,0.9888,-0.0134
3.195,0.9897,-0.0134
3.211,0.9907,-0.0134
3.229,0.9916,-0.0134
3.245,0.9926,-0.0134
3.262,0.9945,-0.0134
