# type=drags viewport=1280x720 start=120,325 end=1178,360
t,rx,ry
0,0,0
0.017,-0.0106,0
0.033,-0.0164,0
0.05,-0.0203,0
0.067,-0.0212,0.001
0.083,-0.0222,0.0019
0.103,-0.0222,0.0019
0.117,-0.0222,0.0029
0.133,-0.0232,0.0039
0.15,-0.0232,0.0039
0.168,-0.0241,0.0058
0.185,-0.0251,0.0087
0.2,-0.0261,0.0135
0.217,-0.028,0.0164
0.233,-0.0299,0.0193
0.25,-0.0309,0.0212
0.266,-0.0319,0.0222
0.286,-0.0319,0.0222
0.3,-0.0319,0.0232
0.319,-0.0328,0.0232
0.333,-0.0328,0.0232
0.352,-0.0328,0.0232
0.368,-0.0328,0.0251
0.385,-0.0328,0.0251
0.678,-0.0328,0.0261
0.686,-0.0328,0.027
0.701,-0.0319,0.028
0.717,-0.0309,0.0299
0.733,-0.0299,0.0309
0.75,-0.029,0.0319
0.768,-0.028,0.0319
1.125,-0.028,0.0319
1.136,-0.027,0.0319
1.152,-0.0261,0.0319
1.168,-0.0232,0.0309
1.186,-0.0193,0.0309
1.2,-0.0087,0.0299
1.216,0.001,0.0299
1.233,0.0203,0.0299
1.251,0.0415,0.0299
1.266,0.0666,0.0299
1.285,0.0937,0.0299
1.3,0.1168,0.028
1.317,0.1313,0.0251
1.334,0.1487,0.0193
1.605,0.1487,0.0193
1.613,0.1516,0.0193
1.62,0.1554,0.0193
1.634,0.1603,0.0193
1.651,0.1748,0.0193
1.667,0.195,0.0193
1.683,0.223,0.0203
1.7,0.2665,0.0261
1.717,0.28,0.028
1.733,0.3205,0.0309
1.751,0.3485,0.0309
1.767,0.3611,0.0309
1.783,0.4007,0.029
1.8,0.4248,0.027
1.816,0.447,0.027
1.834,0.4615,0.027
1.85,0.4837,0.027
1.866,0.502,0.029
1.883,0.5127,0.0319
1.899,0.5262,0.0367
1.916,0.5339,0.0396
2.204,0.5339,0.0396
2.212,0.5387,0.0396
2.22,0.5455,0.0386
2.233,0.5513,0.0376
2.25,0.5687,0.0357
2.266,0.5938,0.0357
2.285,0.6295,0.0357
2.301,0.6614,0.0357
2.318,0.6893,0.0357
2.334,0.728,0.0386
2.352,0.7396,0.0386
2.368,0.756,0.0386
2.383,0.7811,0.0396
2.4,0.7869,0.0396
2.416,0.7946,0.0405
2.433,0.7984,0.0405
2.45,0.8023,0.0405
2.469,0.8071,0.0415
2.483,0.812,0.0415
2.502,0.8178,0.0415
2.517,0.8235,0.0425
2.535,0.8303,0.0425
2.551,0.838,0.0425
2.566,0.8496,0.0425
2.584,0.8583,0.0425
2.6,0.867,0.0405
2.616,0.8747,0.0396
2.633,0.8815,0.0396
2.65,0.8863,0.0396
2.667,0.895,0.0396
2.683,0.9008,0.0396
2.701,0.9075,0.0386
2.718,0.9153,0.0386
2.734,0.9172,0.0386
2.751,0.9211,0.0376
2.766,0.9269,0.0367
2.783,0.9317,0.0367
2.8,0.9375,0.0357
2.816,0.9423,0.0347
2.833,0.9481,0.0338
2.853,0.9529,0.0338
2.867,0.9587,0.0319
2.884,0.9655,0.0309
2.901,0.9722,0.0299
2.917,0.9761,0.029
2.934,0.978,0.029
2.951,0.9819,0.028
2.966,0.9857,0.028
2.984,0.9877,0.027
3.001,0.9896,0.027
3.016,0.9906,0.027
3.034,0.9915,0.027
3.05,0.9935,0.027
3.067,0.9935,0.027
3.085,0.9944,0.027
3.1,0.9944,0.027
3.117,0.9954,0.027
3.134,0.9954,0.0261
