# type=drags viewport=1280x720 start=553,414 end=670,416 mousedown_t=1.614
t,rx,ry
0,0.148,0.0174
0.004,0.1393,0.0174
0.016,0.1219,0.0174
0.031,0.0958,0.0261
0.046,0.0348,0.0522
0.062,-0.0348,0.0696
0.079,-0.0784,0.0783
0.096,-0.1219,0.087
0.112,-0.1567,0.0957
0.129,-0.1741,0.0957
0.146,-0.1828,0.0957
0.164,-0.1915,0.0957
0.179,-0.2002,0.0957
0.199,-0.2002,0.0957
0.315,-0.1915,0.0957
0.323,-0.1741,0.0957
0.331,-0.1567,0.0957
0.346,-0.1306,0.087
0.363,-0.1045,0.087
0.38,-0.0522,0.087
0.397,-0.0174,0.087
0.414,0.0174,0.0783
0.431,0.0348,0.0783
0.445,0.0522,0.0696
0.462,0.0609,0.0609
0.481,0.0609,0.0609
0.497,0.0609,0.0609
0.515,0.0609,0.0609
0.531,0.0609,0.0609
0.547,0.0609,0.0435
0.756,0.0609,0.0435
0.765,0.0609,0.0348
0.78,0.0609,0.0261
0.796,0.0609,0
0.815,0.0696,-0.0348
0.831,0.0784,-0.0435
0.847,0.0784,-0.0522
0.863,0.0784,-0.0522
1.033,0.0784,-0.0522
1.051,0.0784,-0.0522
1.067,0.0696,-0.0522
1.08,0.0696,-0.0522
1.097,0.0696,-0.0522
1.113,0.0609,-0.0435
1.131,0.0522,-0.0435
1.146,0.0435,-0.0348
1.164,0.0348,-0.0174
1.181,0.0261,-0.0087
1.196,0.0174,-0.0087
1.215,0.0174,0
1.23,0.0174,0
1.249,0.0087,0
1.283,0.0087,0
1.531,0.0087,0
1.572,0,0
1.614,0,0
1.83,0.0087,0
1.85,0.0174,0
1.864,0.0348,0
1.888,0.0522,0
1.897,0.0784,0
1.915,0.0958,0
1.932,0.1132,0
1.948,0.1306,0
1.964,0.148,0
1.981,0.1567,0
1.999,0.1654,0
2.015,0.1654,0
2.031,0.1741,0
2.046,0.1828,0
2.063,0.2002,0
2.08,0.2176,0
2.097,0.2438,0
2.115,0.2786,-0.0087
2.132,0.3047,-0.0087
2.149,0.3308,-0.0087
2.165,0.3569,-0.0087
2.182,0.3831,-0.0087
2.198,0.4005,-0.0087
2.216,0.4092,-0.0087
2.231,0.4179,-0.0087
2.249,0.4266,-0.0087
2.264,0.4266,-0.0087
2.281,0.4266,-0.0087
2.297,0.4266,-0.0087
2.313,0.4353,-0.0087
2.332,0.4527,-0.0087
2.348,0.4788,-0.0087
2.365,0.5049,-0.0087
2.38,0.531,-0.0087
2.399,0.5572,-0.0087
2.415,0.5746,-0.0087
2.43,0.6007,-0.0087
2.446,0.6094,-0.0087
2.464,0.6181,-0.0087
2.482,0.6268,-0.0087
2.498,0.6268,-0.0087
2.531,0.6355,-0.0087
2.546,0.6355,-0.0087
2.564,0.6442,-0.0087
2.584,0.6616,-0.0087
2.599,0.679,-0.0087
2.616,0.6878,-0.0087
2.63,0.7052,-0.0087
2.646,0.7139,-0.0087
2.665,0.7139,-0.0087
2.68,0.7139,-0.0087
2.697,0.7139,-0.0087
2.715,0.7226,-0.0087
2.73,0.74,-0.0087
2.749,0.7574,-0.0174
2.765,0.7748,-0.0174
2.781,0.7922,-0.0174
2.799,0.8096,-0.0174
2.813,0.827,-0.0174
2.83,0.8445,-0.0174
2.846,0.8619,-0.0174
2.863,0.8706,-0.0174
2.88,0.8793,-0.0174
2.897,0.888,-0.0174
2.914,0.8967,-0.0174
2.931,0.8967,-0.0174
3.014,0.8967,-0.0174
3.047,0.8967,-0.0174
3.077,0.9054,-0.0174
3.096,0.9054,-0.0174
3.113,0.9054,-0.0174
3.13,0.9054,-0.0174
3.149,0.9141,-0.0174
3.166,0.9141,-0.0174
3.2,0.9228,-0.0174
3.215,0.9228,-0.0174
3.23,0.9228,-0.0174
3.248,0.9228,-0.0174
3.263,0.9315,-0.0174
3.281,0.9315,-0.0174
3.297,0.9315,-0.0174
3.313,0.9315,-0.0174
3.332,0.9402,-0.0261
3.348,0.9402,-0.0261
3.363,0.9489,-0.0261
3.382,0.9489,-0.0261
3.397,0.9489,-0.0261
3.413,0.9576,-0.0261
3.43,0.9576,-0.0261
3.915,0.9576,-0.0261
3.965,0.9576,-0.0261
3.99,0.9576,-0.0261
4.332,0.9489,-0.0261
4.797,0.9489,-0.0261
4.823,0.9489,-0.0261
