# type=drags viewport=1280x720 start=112,358 end=1178,360
t,rx,ry
0,0,0
0.016,-0.001,0
0.033,-0.001,-0.001
0.049,-0.001,-0.001
0.068,-0.0019,-0.001
0.083,-0.0019,-0.001
0.099,-0.0029,-0.0019
0.116,-0.0029,-0.0019
0.133,-0.0038,-0.0029
0.15,-0.0038,-0.0029
0.167,-0.0048,-0.0029
0.182,-0.0067,-0.0029
0.199,-0.0077,-0.0029
0.215,-0.0086,-0.0029
0.233,-0.0105,-0.0038
0.249,-0.0115,-0.0038
0.266,-0.0115,-0.0038
0.283,-0.0134,-0.0038
0.3,-0.0144,-0.0038
0.317,-0.0163,-0.0038
0.334,-0.0173,-0.0029
0.35,-0.0182,-0.0029
0.367,-0.0182,-0.0029
0.383,-0.0182,-0.0019
0.4,-0.0182,-0.0019
0.612,-0.0182,-0.0019
0.619,-0.0182,-0.001
0.632,-0.0182,0
0.649,-0.0173,0.0029
0.665,-0.0144,0.0038
0.683,-0.0096,0.0058
0.699,-0.0029,0.0067
0.716,0.0058,0.0058
0.734,0.0115,0.0038
0.751,0.0173,0.0019
0.766,0.0249,0.001
0.782,0.0278,0.001
0.798,0.0307,0
0.816,0.0307,0
1.069,0.0326,0
1.075,0.0345,0
1.084,0.0374,0
1.099,0.0403,0.001
1.117,0.0556,0.0038
1.133,0.0662,0.0058
1.152,0.0796,0.0077
1.167,0.0969,0.0096
1.181,0.1064,0.0096
1.2,0.1112,0.0096
1.216,0.117,0.0077
1.234,0.1208,0.0067
1.249,0.1247,0.0058
1.266,0.1285,0.0048
1.282,0.1323,0.0038
1.299,0.1362,0.0038
1.316,0.1419,0.0029
1.333,0.1467,0.0019
1.349,0.1554,-0.0029
1.365,0.1621,-0.0058
1.384,0.1697,-0.0086
1.399,0.1784,-0.0096
1.416,0.187,-0.0105
1.432,0.1956,-0.0105
1.449,0.2033,-0.0105
1.465,0.2081,-0.0105
1.81,0.2091,-0.0105
1.817,0.211,-0.0105
1.833,0.2158,-0.0105
1.85,0.2321,-0.0105
1.866,0.2541,-0.0115
1.882,0.2781,-0.0125
1.9,0.3117,-0.0134
1.916,0.3222,-0.0134
1.932,0.351,-0.0134
1.949,0.3721,-0.0134
1.966,0.3941,-0.0125
1.983,0.4152,-0.0096
2,0.4315,-0.0077
2.017,0.4488,-0.0048
2.033,0.4632,-0.0038
2.048,0.4824,-0.0029
2.066,0.4987,-0.0029
2.083,0.5303,-0.0029
2.1,0.5543,-0.0048
2.117,0.5658,-0.0048
2.132,0.6003,-0.0048
2.148,0.6157,-0.0048
2.165,0.6425,-0.0048
2.185,0.6569,-0.0048
2.199,0.6809,-0.0029
2.217,0.6962,-0.0019
2.232,0.7145,0
2.249,0.7375,0.0038
2.266,0.7442,0.0048
2.284,0.7576,0.0077
2.299,0.7691,0.0096
2.316,0.7787,0.0096
2.332,0.7921,0.0096
2.349,0.8017,0.0086
2.366,0.8113,0.0058
2.383,0.8199,0.0038
2.399,0.8276,0.0019
2.416,0.8372,0.001
2.434,0.8458,0
2.449,0.8554,0
2.466,0.866,-0.001
2.483,0.8813,-0.0058
2.502,0.8861,-0.0067
2.516,0.8947,-0.0105
2.532,0.9034,-0.0134
2.548,0.911,-0.0153
2.565,0.9139,-0.0163
2.582,0.9187,-0.0163
2.599,0.9235,-0.0163
2.615,0.9264,-0.0153
2.632,0.9302,-0.0144
2.649,0.9341,-0.0115
2.667,0.9417,-0.0077
2.684,0.9427,-0.0067
2.699,0.9484,-0.0048
2.715,0.9542,-0.0029
2.733,0.959,-0.0019
2.749,0.9628,-0.001
2.766,0.9667,-0.001
2.782,0.9695,-0.001
2.799,0.9715,-0.001
2.815,0.9734,-0.001
2.833,0.9743,-0.001
2.849,0.9763,0
2.866,0.9763,0
2.883,0.9772,0
2.899,0.9782,0
2.915,0.9791,0
2.934,0.9801,0
2.948,0.9811,0
2.965,0.982,0
2.982,0.983,0
3,0.9839,0
3.015,0.9858,0
3.032,0.9858,0
3.049,0.9868,0
3.066,0.9868,0.001
3.083,0.9878,0.001
3.099,0.9878,0.001
