# type=drags viewport=1280x720 start=532,417 end=597,416 mousedown_t=0.936
t,rx,ry
0,-0.1113,0.6674
0.018,-0.0159,0.5085
0.033,0.0477,0.3496
0.049,0.0954,0.1907
0.066,0.1272,0.0318
0.082,0.1272,-0.0794
0.1,0.1113,-0.143
0.116,0.0636,-0.1907
0.132,0,-0.2066
0.15,-0.0477,-0.2383
0.166,-0.0954,-0.2383
0.182,-0.1272,-0.2542
0.199,-0.1589,-0.2542
0.216,-0.1589,-0.2542
0.234,-0.1589,-0.2542
0.25,-0.1589,-0.2701
0.267,-0.1589,-0.2701
0.284,-0.1589,-0.2701
0.312,-0.1589,-0.2701
0.319,-0.143,-0.2542
0.332,-0.143,-0.2225
0.349,-0.1272,-0.1748
0.366,-0.1113,-0.143
0.383,-0.0954,-0.0953
0.399,-0.0954,-0.0794
0.416,-0.0954,-0.0636
0.433,-0.0795,-0.0477
0.45,-0.0795,-0.0477
0.466,-0.0795,-0.0318
0.482,-0.0636,-0.0318
0.503,-0.0636,-0.0318
0.602,-0.0636,-0.0318
0.618,-0.0636,-0.0318
0.634,-0.0477,-0.0318
0.65,-0.0477,-0.0318
0.666,-0.0159,-0.0318
0.683,0,-0.0318
0.699,0,-0.0318
0.716,0.0159,-0.0318
0.735,0.0159,-0.0159
0.77,0.0159,-0.0159
0.784,0.0159,-0.0159
0.799,0.0159,-0.0159
0.816,0.0159,0
0.834,0.0159,0
0.883,0,0
0.936,0,0
1.085,0.0159,0
1.102,0.0318,0
1.117,0.0636,0
1.135,0.0954,0
1.153,0.143,0
1.167,0.1907,0
1.183,0.2384,0
1.202,0.2702,0
1.217,0.2861,0
1.234,0.302,0
1.251,0.302,0
1.301,0.3179,0
1.317,0.3179,0
1.336,0.3338,0
1.352,0.3497,0
1.368,0.3815,0
1.385,0.4132,0
1.402,0.4609,0
1.419,0.5086,0
1.433,0.5722,0
1.45,0.6199,0
1.466,0.6834,0
1.484,0.747,0
1.501,0.7947,0
1.517,0.8424,0.0159
1.534,0.8742,0.0159
1.552,0.8901,0.0159
1.566,0.9059,0.0159
1.584,0.9218,0.0159
1.6,0.9377,0.0159
1.684,0.9377,0.0159
1.705,0.9377,0.0159
1.717,0.9377,0.0159
1.747,0.9536,0.0159
1.768,0.9695,0.0159
1.784,0.9695,0.0159
1.852,0.9854,0.0159
2.051,0.9854,0.0318
2.085,0.9854,0.0318
2.104,0.9854,0.0318
2.117,0.9695,0.0318
2.144,0.9695,0.0318
2.201,0.9695,0.0318
2.369,0.9695,0.0318
