# type=holds viewport=1280x720
t,dx,dy
0,0,0
0.018,0,0
0.319,0,0
0.336,0,0
0.352,0,-1
0.368,1,-1
0.384,1,-1
0.433,1,-1
0.501,1,-1
0.516,1,-1
0.55,2,-1
0.569,2,-2
0.585,2,-2
0.599,2,-2
0.616,2,-2
0.65,2,-2
0.666,3.1,-2
0.735,3.1,-2
0.783,3.1,-2
0.816,3.1,-2
1.118,4.1,-2
1.152,4.1,-2
1.167,4.1,-2
1.2,4.1,-2
1.233,4.1,-2
1.268,4.1,-1
1.335,4.1,-1
1.4,4.1,-1
1.467,4.1,0
2.268,4.1,0
2.319,4.1,0
2.401,4.1,0
2.468,4.1,0
2.8,4.1,0
2.834,4.1,0
2.851,4.1,0
2.868,4.1,0
2.884,3.1,0
2.902,3.1,0
2.918,2,0
2.95,2,0
2.967,2,0
2.983,2,0
3.053,2,0
3.366,2,0
3.399,2,0
3.452,2,0
3.533,2,0
4.018,2,0
4.068,3.1,0
4.116,3.1,0
4.384,3.1,0
4.4,3.1,0
4.434,4.1,0
4.467,4.1,0
4.501,4.1,0
4.534,4.1,0
4.585,5.1,0
4.617,5.1,0
4.653,5.1,0
4.684,5.1,0
4.733,6.1,0
5.467,6.1,0
5.501,5.1,0
5.516,5.1,0
5.549,5.1,0
5.567,5.1,-1
5.582,4.1,-1
5.618,4.1,-1
6.985,4.1,-1
7.034,5.1,-1
7.084,5.1,-1
7.135,5.1,-1
7.167,5.1,-1
7.2,5.1,-1
7.217,6.1,-1
7.25,6.1,-1
7.284,6.1,-1
7.3,6.1,-1
7.351,6.1,-1
7.451,6.1,0
7.468,6.1,0
7.519,7.2,0
7.534,7.2,0
7.603,7.2,0
7.967,7.2,0
8.017,7.2,0
8.067,8.2,0
8.151,8.2,0
8.2,8.2,0
8.285,8.2,0
8.619,8.2,0
8.951,8.2,0
9.018,8.2,0
9.751,8.2,0
9.834,8.2,0
9.851,8.2,0
10.384,8.2,0
10.4,8.2,0
10.417,8.2,0
10.433,7.2,0
10.466,7.2,0
10.952,7.2,0
11.017,7.2,0
11.302,7.2,0
11.335,7.2,0
11.367,7.2,0
