# type=holds viewport=1280x720
t,dx,dy
0,0,0
0.365,0,0
0.382,1,0
0.399,1,0
0.416,2,1
0.434,2,1
0.452,3.1,1
0.467,3.1,1
0.499,4.1,1
0.986,4.1,1
1.003,4.1,1
1.018,4.1,1
1.035,4.1,1
1.052,5.1,1
1.084,5.1,1
1.099,6.1,1
1.133,6.1,1
4.933,6.1,1
4.95,6.1,1
4.985,5.1,1
6.649,5.1,1
6.702,6.1,1
6.751,6.1,1
6.765,6.1,1
6.785,6.1,1
6.817,6.1,0
7.268,6.1,0
7.284,6.1,0
7.299,6.1,0
7.316,6.1,-1
7.333,6.1,-1
8.049,6.1,-1
8.117,6.1,-1
8.183,6.1,-1
8.652,6.1,-1
8.732,5.1,-1
8.818,5.1,-1
9.149,5.1,-1
9.233,4.1,-1
9.266,4.1,-1
9.716,4.1,-1
9.751,4.1,-1
9.784,4.1,-1
9.798,3.1,-1
9.817,3.1,-1
9.849,3.1,-1
9.882,3.1,-1
9.917,3.1,-1
9.951,2,-1
9.984,2,-1
10.017,2,-1
10.034,2,-1
10.066,1,-1
10.133,1,-1
10.184,1,-1
10.234,1,-1
10.249,0,-1
10.265,0,-1
10.282,0,-1
10.317,0,-1
10.332,-1,-1
10.352,-1,-1
10.384,-1,-1
10.399,-1,-1
11.318,-1,-1
11.332,-1,-1
