# type=holds viewport=1280x720
t,dx,dy
0,0,0
0.215,0,0
0.23,-1,0
0.248,-2,0
0.264,-3.1,0
0.281,-4.1,0
0.296,-5.1,0
0.514,-5.1,0
0.68,-5.1,0
0.697,-5.1,0
0.713,-6.1,0
0.73,-6.1,0
0.746,-6.1,0
0.763,-6.1,-1
0.78,-6.1,-1
0.797,-7.2,-1
0.866,-7.2,-1
0.88,-7.2,-2
0.913,-7.2,-2
0.93,-7.2,-2
0.947,-7.2,-2
0.963,-7.2,-2
0.98,-6.1,-2
1.015,-6.1,-3.1
1.034,-6.1,-3.1
1.048,-6.1,-3.1
1.064,-5.1,-3.1
1.08,-5.1,-3.1
1.097,-5.1,-3.1
1.113,-5.1,-3.1
1.146,-4.1,-3.1
1.163,-4.1,-3.1
1.198,-4.1,-3.1
1.231,-4.1,-3.1
1.264,-3.1,-3.1
1.296,-3.1,-3.1
1.313,-3.1,-3.1
1.346,-3.1,-2
1.697,-3.1,-2
1.713,-3.1,-2
1.764,-2,-2
1.832,-2,-2
1.847,-2,-2
1.863,-2,-2
1.879,-1,-1
1.896,-1,-1
1.913,-1,-1
1.93,-1,-1
1.947,0,-1
1.965,0,0
1.979,0,0
2.032,0,0
2.063,1,0
2.08,1,0
2.181,1,0
2.198,1,0
3.13,1,0
3.182,1,0
3.231,1,0
3.583,0,0
3.664,0,0
3.733,0,0
3.766,0,0
3.797,-1,0
3.83,-1,0
3.863,-1,0
4.499,-1,0
4.582,-1,0
4.98,-1,0
5.034,-1,0
5.631,0,0
7.063,0,0
7.08,0,0
7.115,0,0
7.132,0,0
7.163,1,0
7.18,1,0
7.231,1,0
7.313,1,0
9.948,1,0
11.396,1,0
