# type=holds viewport=1280x720
t,dx,dy
0,0,0
0.248,0,0
0.264,-2,0
0.281,-3.1,0
0.297,-5.1,0
0.314,-6.1,0
0.331,-7.2,0
0.349,-8.2,0
0.765,-8.2,0
0.83,-8.2,0
0.882,-8.2,0
0.932,-8.2,0
0.982,-8.2,1
1.047,-8.2,1
1.098,-8.2,1
1.149,-8.2,1
1.182,-8.2,1
1.197,-7.2,2
1.213,-7.2,2
1.23,-7.2,2
1.247,-7.2,2
1.264,-7.2,2
1.28,-6.1,2
1.297,-6.1,3.1
1.314,-6.1,3.1
1.35,-6.1,3.1
1.381,-6.1,3.1
1.43,-5.1,3.1
1.449,-5.1,3.1
2.031,-5.1,3.1
2.082,-5.1,3.1
2.098,-5.1,3.1
2.13,-5.1,3.1
2.149,-5.1,3.1
2.181,-4.1,2
2.217,-4.1,2
2.264,-4.1,2
2.583,-4.1,2
2.833,-4.1,2
2.849,-4.1,2
2.864,-4.1,2
2.88,-4.1,2
2.9,-5.1,2
2.931,-5.1,2
2.966,-6.1,2
3.364,-6.1,2
3.38,-5.1,2
3.398,-5.1,1
3.414,-5.1,1
3.432,-5.1,0
3.448,-4.1,0
3.482,-4.1,0
3.514,-4.1,0
3.716,-4.1,-1
3.731,-4.1,-1
3.749,-3.1,-1
3.764,-3.1,-2
3.782,-3.1,-2
3.798,-3.1,-3.1
3.832,-3.1,-3.1
4.765,-2,-3.1
4.815,-2,-3.1
4.865,-2,-2
5.466,-2,-2
5.783,-2,-2
5.832,-2,-2
5.916,-2,-1
5.966,-2,-1
6.015,-2,-1
6.05,-2,-1
6.099,-2,0
6.164,-2,0
6.249,-2,0
6.265,-2,0
6.298,-3.1,0
6.315,-3.1,0
9.416,-3.1,0
9.464,-3.1,0
10.45,-3.1,0
10.516,-3.1,0
10.549,-3.1,0
11.317,-4.1,-1
