# type=paths viewport=1280x720 start=55,35 end=640,396 direction=to_center_from_ul
t,rx,ry
0,0,0
0.032,0.0017,0
0.223,0.0017,0
0.23,0.0017,0
0.247,0.0017,0
0.264,0.0035,0
0.281,0.0035,0
0.298,0.0052,0
0.313,0.0052,0
0.329,0.007,0
0.346,0.007,0
0.362,0.0087,0
0.379,0.0087,0
0.396,0.0087,0
0.412,0.0087,0
0.431,0.0105,0
0.446,0.0105,0
0.462,0.0105,0
0.48,0.0122,0
0.496,0.0122,0
0.513,0.014,0
0.53,0.014,0
0.546,0.014,0
0.562,0.0157,0
0.579,0.0157,0
0.595,0.0157,0
0.614,0.0157,0
0.647,0.0175,0
1.148,0.0175,0
1.15,0.0175,0
1.162,0.0192,0
1.179,0.021,0
1.195,0.0245,0.0028
1.214,0.0297,0.0057
1.229,0.0349,0.0057
1.247,0.0402,0.0085
1.262,0.0437,0.0113
1.28,0.0472,0.0141
1.296,0.0472,0.0141
1.313,0.0489,0.017
1.558,0.0489,0.017
1.565,0.0524,0.017
1.582,0.0559,0.017
1.597,0.0664,0.0226
1.612,0.0838,0.0311
1.629,0.1135,0.0481
1.646,0.1345,0.0622
1.662,0.1747,0.0876
1.679,0.2079,0.1216
1.696,0.2445,0.1696
1.714,0.283,0.2233
1.728,0.3127,0.277
1.745,0.3231,0.2912
1.762,0.3319,0.3025
2.118,0.3354,0.3025
2.13,0.3371,0.3025
2.133,0.3459,0.3025
2.148,0.3528,0.3025
2.163,0.3703,0.3081
2.181,0.3913,0.3194
2.197,0.4122,0.3336
2.214,0.4367,0.3505
2.23,0.4629,0.3703
2.247,0.4891,0.3873
2.262,0.517,0.4099
2.279,0.5415,0.4325
2.296,0.5624,0.4466
2.312,0.5799,0.4608
2.329,0.5852,0.4664
2.565,0.5852,0.4664
2.572,0.5869,0.4721
2.58,0.5904,0.4749
2.597,0.5939,0.4806
2.614,0.6044,0.4947
2.629,0.6271,0.5258
2.646,0.6568,0.5654
2.662,0.6882,0.6106
2.679,0.7127,0.6445
2.696,0.7389,0.6813
2.712,0.7721,0.7293
2.729,0.8017,0.7661
2.745,0.8175,0.7859
2.762,0.8402,0.8085
2.779,0.8541,0.817
2.795,0.8611,0.8226
3.037,0.8629,0.8226
3.048,0.8664,0.8283
3.064,0.8716,0.8339
3.081,0.8838,0.8481
3.097,0.8961,0.865
3.112,0.9188,0.8989
3.128,0.9258,0.9102
3.145,0.9328,0.9216
3.162,0.938,0.93
3.18,0.9415,0.9357
3.195,0.9432,0.9385
3.213,0.945,0.9413
3.229,0.9467,0.9413
3.246,0.9502,0.9442
3.263,0.952,0.947
3.279,0.9555,0.9527
3.295,0.9607,0.9583
3.312,0.9607,0.9611
3.328,0.9624,0.964
3.346,0.9624,0.964
3.362,0.9642,0.964
3.379,0.9659,0.9668
3.397,0.9694,0.9696
3.412,0.9747,0.9724
3.429,0.9799,0.9753
3.446,0.9852,0.9809
3.462,0.9886,0.9837
3.48,0.9921,0.9866
3.495,0.9939,0.9894
3.512,0.9956,0.9922
3.529,0.9956,0.9922
3.545,0.9956,0.9922
3.597,0.9956,0.9922
