# type=paths viewport=1280x720 start=1235,36 end=640,396 direction=to_center_from_ur
t,rx,ry
0,0,0
0.002,0,0
0.015,0.0017,0
0.03,0.0052,0
0.046,0.0069,0.0028
0.063,0.0069,0.0028
0.079,0.0086,0.0028
0.096,0.0103,0.0028
0.289,0.0103,0.0028
0.299,0.0103,0.0028
0.314,0.012,0.0028
0.33,0.012,0.0057
0.348,0.0137,0.0057
0.364,0.0137,0.0057
0.753,0.0137,0.0057
0.769,0.0155,0.0057
0.783,0.0155,0.0057
0.799,0.0172,0.0057
0.813,0.0189,0.0057
0.83,0.0206,0.0057
0.846,0.024,0.0057
0.863,0.0258,0.0057
0.88,0.0258,0.0057
0.896,0.0275,0.0057
1.065,0.0275,0.0057
1.072,0.0309,0.0057
1.081,0.0326,0.0085
1.097,0.0412,0.0113
1.114,0.0601,0.0255
1.131,0.0944,0.0539
1.147,0.1408,0.0907
1.164,0.1888,0.1361
1.181,0.2335,0.1786
1.197,0.273,0.2211
1.213,0.2918,0.2438
1.23,0.2953,0.2466
1.434,0.297,0.2466
1.44,0.3004,0.2466
1.449,0.3039,0.2466
1.465,0.309,0.2495
1.482,0.321,0.2608
1.498,0.3451,0.2807
1.513,0.3777,0.3147
1.531,0.4137,0.3515
1.546,0.4515,0.3884
1.565,0.4773,0.4111
1.58,0.5013,0.4224
1.825,0.5013,0.4224
1.832,0.5064,0.4224
1.846,0.5099,0.4224
1.863,0.5219,0.4366
1.881,0.5511,0.4678
1.899,0.6094,0.5358
1.913,0.6541,0.584
1.93,0.7142,0.6492
1.947,0.7708,0.703
1.963,0.824,0.7541
1.98,0.8412,0.7654
1.997,0.8549,0.7796
2.017,0.8584,0.7796
2.224,0.8601,0.7796
2.232,0.8635,0.7796
2.247,0.8652,0.7853
2.263,0.8738,0.7938
2.281,0.8824,0.8051
2.297,0.8996,0.8278
2.313,0.915,0.8533
2.33,0.9236,0.8675
2.346,0.9322,0.8788
2.363,0.9391,0.8901
2.379,0.9408,0.893
2.397,0.9459,0.9015
2.413,0.9494,0.9072
2.431,0.9528,0.9157
2.446,0.9579,0.9242
2.463,0.9614,0.927
2.48,0.9631,0.9298
2.497,0.9648,0.9298
2.513,0.9648,0.9327
2.531,0.9648,0.9355
2.546,0.9648,0.9383
2.563,0.9665,0.944
2.579,0.9682,0.9468
2.596,0.9682,0.9525
2.612,0.97,0.9554
2.629,0.9717,0.961
2.646,0.9734,0.9639
2.663,0.9751,0.9667
2.681,0.9785,0.9724
2.696,0.9803,0.9752
2.713,0.9803,0.978
2.73,0.982,0.978
2.746,0.9837,0.9809
2.763,0.9854,0.9837
2.779,0.9871,0.9837
2.796,0.9888,0.9837
