# type=paths viewport=1280x720 start=43,52 end=640,396 direction=to_center_from_ul
t,rx,ry
0,0,0
0.004,0.0034,-0.003
0.019,0.0051,-0.0059
0.03,0.0086,-0.0059
0.046,0.0137,-0.0119
0.063,0.0154,-0.0178
0.079,0.0188,-0.0178
0.096,0.0205,-0.0238
0.112,0.0222,-0.0238
0.129,0.024,-0.0267
0.146,0.024,-0.0267
0.163,0.0257,-0.0297
0.179,0.0257,-0.0297
0.388,0.0257,-0.0297
0.404,0.0257,-0.0297
0.413,0.0257,-0.0297
0.432,0.0274,-0.0267
0.448,0.0291,-0.0267
0.463,0.0308,-0.0267
0.479,0.0342,-0.0267
0.496,0.0393,-0.0267
0.512,0.0428,-0.0267
0.531,0.0462,-0.0297
0.547,0.0462,-0.0297
0.563,0.0479,-0.0297
0.579,0.0479,-0.0297
0.699,0.0479,-0.0297
0.712,0.0496,-0.0297
0.729,0.053,-0.0267
0.746,0.0565,-0.0238
0.764,0.0599,-0.0238
0.78,0.0616,-0.0208
0.797,0.0633,-0.0208
0.814,0.0633,-0.0178
0.863,0.0633,-0.0178
0.879,0.0633,-0.0178
0.883,0.065,-0.0178
0.896,0.065,-0.0178
0.914,0.0684,-0.0148
0.929,0.0701,-0.0148
0.945,0.0736,-0.0148
0.963,0.0753,-0.0148
0.979,0.0753,-0.0148
0.998,0.0753,-0.0148
1.132,0.077,-0.0148
1.139,0.077,-0.0148
1.148,0.0787,-0.0148
1.163,0.0821,-0.0119
1.179,0.0907,-0.0089
1.196,0.1112,0.0059
1.213,0.1369,0.0327
1.231,0.1762,0.0713
1.246,0.2412,0.1455
1.263,0.3182,0.2405
1.279,0.373,0.3088
1.297,0.4038,0.3474
1.314,0.426,0.3682
1.329,0.4363,0.3771
1.583,0.4397,0.3801
1.587,0.4482,0.386
1.599,0.4602,0.4009
1.615,0.479,0.4187
1.629,0.5235,0.4662
1.646,0.5954,0.5464
1.664,0.71,0.6682
1.679,0.7494,0.7097
1.695,0.7887,0.7394
1.712,0.8109,0.7543
1.729,0.8195,0.7572
1.745,0.8298,0.7661
1.762,0.8349,0.7691
2.003,0.8349,0.7691
2.015,0.8417,0.7721
2.031,0.8503,0.778
2.048,0.8708,0.7988
2.065,0.9204,0.8582
2.08,0.9427,0.8938
2.096,0.9649,0.9354
2.112,0.9752,0.9503
2.129,0.982,0.9651
2.146,0.9855,0.974
2.163,0.9872,0.977
2.179,0.9889,0.977
2.196,0.9906,0.977
2.212,0.9906,0.977
2.23,0.9923,0.977
2.283,0.9923,0.98
2.382,0.9923,0.98
2.386,0.9923,0.98
2.399,0.9923,0.9829
2.414,0.9923,0.9859
2.43,0.994,0.9918
2.445,0.9991,1.0037
2.464,1.0026,1.0097
2.48,1.0043,1.0126
2.498,1.006,1.0156
2.512,1.006,1.0186
2.53,1.0077,1.0186
2.547,1.0077,1.0186
2.57,1.0077,1.0186
