# type=paths viewport=1280x720 start=1224,58 end=640,396 direction=to_center_from_ur
t,rx,ry
0,0,0
0.002,-0.0017,0
0.012,-0.0017,0
0.029,-0.0052,-0.003
0.044,-0.007,-0.003
0.06,-0.0087,-0.006
0.077,-0.0105,-0.006
0.094,-0.0105,-0.006
0.11,-0.0105,-0.006
0.149,-0.0105,-0.006
0.665,-0.0105,-0.006
0.668,-0.007,-0.006
0.68,-0.0035,-0.006
0.696,0,-0.0091
0.712,0.0087,-0.0121
0.729,0.0227,-0.0181
0.745,0.0507,-0.0302
0.762,0.0682,-0.0333
0.778,0.084,-0.0333
0.794,0.0927,-0.0333
0.81,0.1032,-0.0333
0.828,0.1102,-0.0333
0.845,0.1155,-0.0272
0.861,0.119,-0.0212
1.063,0.1207,-0.0212
1.067,0.1242,-0.0212
1.078,0.1277,-0.0181
1.095,0.1312,-0.0151
1.111,0.14,-0.0091
1.128,0.1715,0.0212
1.144,0.1995,0.0454
1.161,0.224,0.0665
1.177,0.2572,0.0967
1.195,0.2835,0.1209
1.21,0.2957,0.133
1.228,0.308,0.1451
1.244,0.3132,0.1512
1.261,0.3167,0.1542
1.5,0.3185,0.1542
1.513,0.3202,0.1542
1.529,0.3307,0.1663
1.546,0.343,0.1814
1.562,0.3692,0.2177
1.577,0.4024,0.263
1.595,0.4427,0.3205
1.61,0.4847,0.3779
1.627,0.5249,0.4354
1.644,0.5617,0.4868
1.661,0.5844,0.52
1.677,0.6107,0.5593
1.695,0.6317,0.5956
1.712,0.6562,0.6349
1.727,0.6649,0.65
1.744,0.6702,0.6561
2.032,0.6702,0.6561
2.035,0.6754,0.6561
2.045,0.6789,0.6591
2.062,0.6842,0.6652
2.078,0.7017,0.6893
2.094,0.7262,0.7226
2.111,0.7734,0.7831
2.127,0.8084,0.8224
2.145,0.8451,0.8647
2.163,0.8679,0.8859
2.179,0.8941,0.9131
2.194,0.9151,0.9312
2.21,0.9239,0.9403
2.227,0.9326,0.9463
2.244,0.9414,0.9524
2.261,0.9449,0.9554
2.278,0.9501,0.9554
2.294,0.9571,0.9584
2.311,0.9606,0.9615
2.327,0.9641,0.9645
2.343,0.9676,0.9675
2.362,0.9711,0.9675
2.377,0.9729,0.9705
2.394,0.9764,0.9735
2.411,0.9781,0.9735
2.428,0.9799,0.9766
2.445,0.9816,0.9766
2.462,0.9834,0.9766
2.477,0.9834,0.9766
2.494,0.9851,0.9796
2.511,0.9869,0.9796
2.529,0.9886,0.9796
2.544,0.9904,0.9826
2.562,0.9921,0.9856
2.577,0.9921,0.9856
2.595,0.9939,0.9856
