# type=paths viewport=1280x720 start=83,15 end=640,396 direction=to_center_from_ul
t,rx,ry
0,0,0
0.016,0,0.0027
0.017,0,0.0054
0.026,0,0.0054
0.043,0,0.008
0.06,0,0.0107
0.078,0,0.0134
0.092,0,0.0134
0.109,0,0.0161
0.126,0,0.0161
0.143,0,0.0161
0.16,0.0018,0.0161
0.177,0.0018,0.0161
0.193,0.0018,0.0161
0.21,0.0018,0.0161
0.228,0.0037,0.0188
0.243,0.0037,0.0188
0.26,0.0055,0.0188
0.276,0.0092,0.0188
0.295,0.0092,0.0215
0.31,0.011,0.0215
0.327,0.0128,0.0215
0.343,0.0128,0.0215
0.366,0.0128,0.0215
0.446,0.0128,0.0241
0.622,0.0128,0.0241
0.629,0.0128,0.0241
0.644,0.0128,0.0268
0.659,0.0147,0.0295
0.677,0.0165,0.0349
0.693,0.0183,0.0402
0.71,0.0183,0.0429
0.727,0.0202,0.0456
0.744,0.0202,0.0456
0.918,0.0202,0.0483
0.927,0.0202,0.0483
0.944,0.0202,0.051
0.96,0.0202,0.059
0.977,0.0202,0.0698
0.995,0.0165,0.0778
1.01,0.0147,0.0832
1.026,0.0147,0.0858
1.043,0.0128,0.0858
1.061,0.0128,0.0885
1.077,0.0128,0.0885
1.11,0.011,0.0885
1.279,0.011,0.0885
1.284,0.011,0.0885
1.294,0.011,0.0912
1.31,0.011,0.0912
1.327,0.0092,0.0966
1.344,0.0073,0.0993
1.36,0.0073,0.1019
1.377,0.0055,0.1046
1.393,0.0055,0.1046
1.517,0.0073,0.1046
1.528,0.011,0.11
1.545,0.0202,0.118
1.56,0.0568,0.1583
1.577,0.11,0.2254
1.593,0.1632,0.2978
1.61,0.2053,0.3595
1.627,0.2493,0.4292
1.643,0.2731,0.4641
1.66,0.2878,0.4829
1.677,0.3025,0.499
1.693,0.3061,0.5017
1.932,0.3061,0.5017
1.945,0.319,0.5151
1.959,0.3556,0.5473
1.978,0.4088,0.5929
1.993,0.5206,0.6948
2.011,0.6306,0.7887
2.027,0.6911,0.8451
2.043,0.7314,0.8773
2.059,0.7553,0.8934
2.076,0.7754,0.9068
2.095,0.7828,0.9095
2.109,0.7846,0.9095
2.38,0.7864,0.9095
2.388,0.7938,0.9121
2.395,0.8011,0.9148
2.412,0.8103,0.9202
2.428,0.8378,0.939
2.444,0.8799,0.9712
2.46,0.9111,0.998
2.477,0.9441,1.0302
2.495,0.9698,1.0516
2.51,0.9808,1.0597
2.527,0.9899,1.0651
2.543,0.9973,1.0677
2.56,0.9991,1.0677
2.577,0.9991,1.0677
2.804,1.0009,1.0677
2.813,1.0009,1.0677
2.827,1.0009,1.0677
2.844,1.0027,1.0651
2.86,1.0046,1.0651
2.877,1.0064,1.0624
2.894,1.0082,1.0597
2.91,1.0101,1.0597
2.926,1.0119,1.057
2.943,1.0119,1.057
2.971,1.0119,1.057
