# type=paths viewport=1280x720 start=87,660 end=640,396 direction=to_center_from_bl
t,rx,ry
0,0,0
0.017,-0.0111,-0.0155
0.033,-0.0222,-0.031
0.052,-0.0314,-0.0426
0.067,-0.0369,-0.0503
0.083,-0.0406,-0.0503
0.1,-0.0425,-0.0542
0.117,-0.0443,-0.0542
0.133,-0.0462,-0.0542
0.202,-0.0462,-0.0542
0.275,-0.0462,-0.0542
0.286,-0.048,-0.0581
0.301,-0.048,-0.0581
0.317,-0.0499,-0.0581
0.334,-0.0536,-0.062
0.35,-0.0554,-0.0658
0.369,-0.0572,-0.0736
0.383,-0.0609,-0.0774
0.4,-0.0628,-0.0813
0.417,-0.0646,-0.0852
0.434,-0.0646,-0.0891
0.45,-0.0665,-0.0891
0.467,-0.0665,-0.0929
0.483,-0.0683,-0.0929
0.501,-0.0683,-0.0929
0.517,-0.0683,-0.0929
0.533,-0.0683,-0.0968
0.852,-0.0683,-0.0968
0.857,-0.0646,-0.1045
0.869,-0.0628,-0.1084
0.884,-0.0591,-0.1162
0.901,-0.0536,-0.1278
0.917,-0.0462,-0.1355
0.935,-0.0406,-0.1394
0.952,-0.0369,-0.1394
0.967,-0.0351,-0.1394
0.984,-0.0332,-0.1394
1,-0.0314,-0.1394
1.017,-0.0314,-0.1394
1.178,-0.0295,-0.1394
1.187,-0.0277,-0.1355
1.202,-0.0259,-0.1317
1.218,-0.0222,-0.12
1.236,-0.0166,-0.1084
1.252,-0.0129,-0.0968
1.269,-0.0111,-0.0929
1.285,-0.0092,-0.0891
1.301,-0.0092,-0.0891
1.538,-0.0092,-0.0891
1.545,-0.0037,-0.0852
1.553,0.0018,-0.0813
1.568,0.0074,-0.0813
1.585,0.0314,-0.0697
1.601,0.0554,-0.062
1.618,0.0849,-0.0542
1.636,0.1127,-0.0426
1.652,0.1367,-0.0271
1.667,0.1514,-0.0077
1.684,0.1662,0.0155
1.7,0.1681,0.0194
1.921,0.1699,0.0232
1.928,0.1791,0.0271
1.936,0.1865,0.0348
1.95,0.1958,0.0426
1.967,0.2161,0.062
1.984,0.2604,0.0929
2.001,0.3102,0.1355
2.017,0.3638,0.182
2.034,0.4155,0.2362
2.05,0.4617,0.2943
2.067,0.4875,0.3291
2.084,0.5189,0.3911
2.1,0.5226,0.3988
2.32,0.5226,0.4027
2.328,0.5263,0.4259
2.336,0.5337,0.4492
2.352,0.5411,0.4724
2.367,0.5559,0.4995
2.384,0.5725,0.5266
2.401,0.5873,0.5421
2.417,0.6131,0.5731
2.434,0.6353,0.5924
2.451,0.6537,0.6079
2.468,0.6704,0.6234
2.484,0.6907,0.635
2.501,0.6999,0.6467
2.517,0.7073,0.6544
2.534,0.7184,0.666
2.551,0.7276,0.6776
2.569,0.7331,0.6854
2.585,0.7405,0.697
2.6,0.7461,0.7009
2.616,0.7516,0.7047
2.635,0.759,0.7086
2.651,0.7701,0.7164
2.669,0.7793,0.7202
2.684,0.7959,0.7357
2.699,0.8089,0.7512
2.716,0.8199,0.7706
2.733,0.8329,0.7899
2.749,0.8458,0.8093
2.766,0.855,0.8287
2.783,0.8661,0.8441
2.8,0.8735,0.8558
2.817,0.8846,0.8751
2.834,0.892,0.8906
2.85,0.8994,0.8984
2.866,0.9104,0.91
2.883,0.9178,0.9177
2.9,0.9234,0.9216
2.918,0.9289,0.9293
2.933,0.9326,0.9332
2.95,0.9363,0.9409
2.967,0.94,0.9487
2.984,0.9437,0.9526
3.002,0.9474,0.9603
3.017,0.9511,0.9681
3.033,0.9548,0.9719
3.05,0.9584,0.9758
3.068,0.964,0.9797
3.083,0.9658,0.9797
3.101,0.9677,0.9797
3.116,0.9714,0.9797
3.133,0.9732,0.9797
3.15,0.9769,0.9797
3.166,0.9825,0.9797
3.183,0.9861,0.9797
3.201,0.9898,0.9797
3.216,0.9935,0.9797
3.233,0.9954,0.9797
3.251,0.9972,0.9797
3.266,0.9991,0.9797
3.284,0.9991,0.9797
3.312,1.0009,0.9797
