# type=paths viewport=1280x720 start=1224,668 end=640,396 direction=to_center_from_br
t,rx,ry
0,0,0
0.806,0,0
0.814,0.0035,0
0.83,0.0087,0.0038
0.847,0.028,0.0188
0.862,0.0542,0.0451
0.878,0.0892,0.0901
0.895,0.126,0.139
0.911,0.161,0.1915
0.928,0.182,0.2291
0.944,0.1977,0.2554
1.182,0.1995,0.2554
1.19,0.203,0.2554
1.198,0.2065,0.2554
1.212,0.2117,0.2592
1.23,0.2292,0.2629
1.246,0.2572,0.2704
1.263,0.2922,0.2742
1.279,0.3342,0.2742
1.294,0.3815,0.2742
1.311,0.4287,0.2742
1.328,0.4707,0.2817
1.344,0.5092,0.3005
1.363,0.5424,0.3455
1.378,0.5582,0.3869
1.622,0.5582,0.3869
1.63,0.5617,0.3869
1.645,0.5669,0.3944
1.661,0.5792,0.4094
1.678,0.5914,0.4244
1.696,0.6107,0.4432
1.712,0.6317,0.4545
1.728,0.6579,0.4695
1.744,0.6982,0.492
1.763,0.7227,0.5108
1.777,0.7437,0.5333
1.794,0.7594,0.5634
1.811,0.7717,0.5972
2.069,0.7734,0.5972
2.081,0.7804,0.6009
2.097,0.7857,0.6122
2.113,0.7979,0.6347
2.128,0.8101,0.6648
2.144,0.8346,0.7286
2.161,0.8504,0.7662
2.177,0.8609,0.7925
2.196,0.8696,0.8075
2.21,0.8819,0.8263
2.227,0.8906,0.8413
2.244,0.9011,0.8526
2.261,0.9134,0.8714
2.278,0.9256,0.8864
2.295,0.9344,0.9014
2.312,0.9431,0.9127
2.329,0.9501,0.9239
2.344,0.9571,0.9352
2.36,0.9589,0.939
2.378,0.9606,0.939
2.394,0.9606,0.939
2.548,0.9624,0.9427
2.556,0.9624,0.9465
2.564,0.9641,0.9502
2.579,0.9641,0.954
2.597,0.9676,0.9615
2.61,0.9711,0.9653
2.628,0.9729,0.969
2.644,0.9746,0.969
2.661,0.9746,0.969
2.7,0.9746,0.969
2.716,0.9746,0.969
2.729,0.9764,0.9728
2.745,0.9764,0.9728
2.761,0.9781,0.9728
2.777,0.9781,0.9728
2.794,0.9799,0.9728
