# type=paths viewport=1280x720 start=54,361 end=640,396 direction=to_center_from_l
t,rx,ry
0,0,0
0.01,0.0017,0
0.024,0.0017,0
0.039,0.0017,0
0.056,0.0035,-0.0288
0.072,0.0035,-0.0288
0.089,0.0052,-0.0576
0.107,0.007,-0.0576
0.123,0.007,-0.0576
0.139,0.0087,-0.0863
0.167,0.0087,-0.0863
0.199,0.0087,-0.0863
0.258,0.0087,-0.0863
0.527,0.0105,-0.0863
0.541,0.0139,-0.0288
0.543,0.0174,0
0.558,0.0244,0.0576
0.574,0.0296,0.1151
0.589,0.0384,0.1439
0.935,0.0384,0.1439
0.942,0.0436,0.1439
0.958,0.0488,0.1439
0.972,0.0645,0.1727
0.989,0.082,0.2302
1.005,0.1011,0.259
1.022,0.1203,0.259
1.039,0.1395,0.259
1.056,0.1534,0.259
1.072,0.1622,0.2302
1.089,0.1656,0.2302
1.305,0.1674,0.2302
1.31,0.1744,0.2302
1.323,0.1848,0.2302
1.339,0.2075,0.2878
1.358,0.2354,0.4029
1.374,0.2912,0.6331
1.389,0.3418,0.8345
1.405,0.3731,0.9496
1.423,0.4063,1.0647
1.44,0.4272,1.0935
1.455,0.4394,1.0935
1.472,0.4499,1.0935
1.705,0.4516,1.0935
1.709,0.4603,1.0935
1.723,0.4708,1.0935
1.739,0.4987,1.0935
1.758,0.5371,1.1223
1.774,0.5719,1.2086
1.789,0.6364,1.2662
1.806,0.6922,1.3237
1.823,0.7376,1.3237
1.839,0.762,1.3237
1.857,0.7864,1.2086
1.873,0.8038,1.1223
1.889,0.8178,0.9784
2.133,0.8195,0.9784
2.141,0.8248,0.9784
2.158,0.8317,0.9784
2.173,0.8439,0.9784
2.189,0.8579,0.9784
2.206,0.8771,1.036
2.223,0.8875,1.0647
2.239,0.8997,1.1223
2.258,0.9085,1.1511
2.272,0.9137,1.1511
2.289,0.9207,1.1511
2.305,0.9241,1.1511
2.323,0.9259,1.1511
2.339,0.9311,1.1511
2.355,0.9346,1.1511
2.372,0.9398,1.1511
2.388,0.9433,1.1511
2.406,0.9486,1.1223
2.422,0.9503,1.0935
2.439,0.9538,1.0935
2.455,0.9555,1.0647
2.472,0.959,1.0647
2.49,0.9625,1.0647
2.505,0.9625,1.0647
2.522,0.9643,1.0647
2.54,0.9643,1.0647
2.558,0.9643,1.0647
2.572,0.966,1.0647
2.589,0.966,1.036
2.606,0.9677,1.036
2.622,0.9695,1.036
2.64,0.9712,1.036
2.656,0.9712,1.036
2.672,0.973,1.036
2.693,0.973,1.036
2.705,0.973,1.036
2.722,0.9747,1.036
2.738,0.9765,1.036
2.755,0.9782,1.036
2.772,0.9799,1.0072
2.79,0.9817,1.0072
2.805,0.9817,1.0072
2.823,0.9834,1.0072
2.84,0.9834,1.0072
