# type=paths viewport=1280x720 start=77,74 end=640,396 direction=to_center_from_ul
t,rx,ry
0,0,0
0.017,-0.0036,-0.0095
0.033,-0.0036,-0.0127
0.051,-0.0054,-0.0158
0.069,-0.0054,-0.0158
0.083,-0.0054,-0.0158
0.1,-0.0073,-0.019
0.116,-0.0073,-0.019
0.133,-0.0091,-0.0222
0.15,-0.0109,-0.0222
0.166,-0.0127,-0.0285
0.183,-0.0145,-0.0285
0.2,-0.0145,-0.0317
0.217,-0.0163,-0.0348
0.233,-0.0181,-0.038
0.251,-0.0199,-0.0412
0.266,-0.0236,-0.0475
0.283,-0.0236,-0.0507
0.299,-0.0254,-0.0538
0.318,-0.0254,-0.0538
0.333,-0.0254,-0.0538
0.358,-0.0254,-0.0538
0.374,-0.0254,-0.057
0.384,-0.0254,-0.057
0.4,-0.0254,-0.0602
0.416,-0.0254,-0.0633
0.433,-0.0272,-0.0697
0.451,-0.0272,-0.0792
0.466,-0.029,-0.0855
0.482,-0.029,-0.0855
0.501,-0.029,-0.0887
0.52,-0.029,-0.0887
0.702,-0.029,-0.0887
0.71,-0.0272,-0.0887
0.718,-0.0236,-0.0855
0.735,-0.0218,-0.0823
0.752,-0.0163,-0.0792
0.767,-0.0109,-0.0728
0.784,-0.0073,-0.0697
0.801,-0.0054,-0.0665
0.817,-0.0054,-0.0665
0.833,-0.0036,-0.0665
0.99,-0.0036,-0.0665
1.002,-0.0036,-0.0665
1.018,-0.0018,-0.0665
1.035,0.0018,-0.0665
1.052,0.0073,-0.0665
1.068,0.0091,-0.0665
1.083,0.0127,-0.0665
1.099,0.0127,-0.0665
1.116,0.0145,-0.0665
1.358,0.0145,-0.0665
1.386,0.0127,-0.0665
1.39,0.0127,-0.0665
1.402,0.0127,-0.0665
1.418,0.0109,-0.0697
1.435,0.0054,-0.0823
1.451,0.0036,-0.0918
1.467,0.0018,-0.0982
1.484,0.0018,-0.1013
1.501,0.0018,-0.1045
1.519,0.0018,-0.1045
1.535,0,-0.1045
1.583,0,-0.1045
1.702,0.0018,-0.1045
1.709,0.0036,-0.1013
1.718,0.0073,-0.0982
1.734,0.0109,-0.0918
1.75,0.0199,-0.0823
1.767,0.0272,-0.0728
1.784,0.0363,-0.0633
1.8,0.0435,-0.057
1.817,0.049,-0.0538
1.833,0.0526,-0.0475
1.849,0.0526,-0.0475
1.866,0.0544,-0.0475
1.883,0.0544,-0.0475
1.899,0.0544,-0.0475
1.917,0.0544,-0.0475
1.933,0.0544,-0.0443
1.95,0.058,-0.0412
1.966,0.0635,-0.0348
1.984,0.0743,-0.019
2,0.0888,-0.0032
2.016,0.1233,0.0348
2.033,0.1487,0.0633
2.05,0.1741,0.0887
2.066,0.194,0.1108
2.083,0.2085,0.1267
2.099,0.223,0.1457
2.117,0.2303,0.1552
2.133,0.2339,0.1584
2.437,0.2357,0.1584
2.444,0.2412,0.1584
2.452,0.2484,0.1647
2.466,0.2593,0.1742
2.483,0.3083,0.2185
2.502,0.35,0.2629
2.517,0.4044,0.3167
2.533,0.4515,0.361
2.551,0.4769,0.3832
2.566,0.5059,0.4022
2.583,0.5222,0.4117
2.6,0.5385,0.4212
2.616,0.5512,0.4276
2.633,0.553,0.4339
2.908,0.5549,0.4339
2.917,0.5585,0.4339
2.934,0.5603,0.4339
2.951,0.5694,0.4402
2.967,0.5802,0.4529
2.986,0.5911,0.4687
3,0.6092,0.4909
3.018,0.6219,0.5036
3.033,0.6346,0.5162
3.051,0.6528,0.5352
3.068,0.6727,0.5606
3.083,0.6927,0.5827
3.1,0.7035,0.5986
3.116,0.7126,0.6176
3.134,0.7199,0.6271
3.151,0.7235,0.6334
3.429,0.7271,0.6366
3.436,0.7325,0.6397
3.452,0.7416,0.6492
3.466,0.7706,0.6809
3.483,0.8087,0.7189
3.5,0.8504,0.7569
3.517,0.8758,0.7823
3.533,0.9012,0.8139
3.551,0.9248,0.8329
3.568,0.9411,0.8488
3.583,0.9501,0.8583
3.6,0.9628,0.8741
3.618,0.9646,0.8773
3.633,0.9665,0.8804
3.65,0.9665,0.8804
3.666,0.9683,0.8836
3.684,0.9701,0.8899
3.7,0.9737,0.8994
3.719,0.9755,0.9089
3.734,0.9773,0.9184
3.75,0.9791,0.9216
3.766,0.9791,0.9248
3.785,0.9791,0.9279
3.799,0.981,0.9375
3.817,0.981,0.947
3.832,0.9828,0.9565
3.849,0.9846,0.9628
3.866,0.9846,0.9691
3.883,0.9846,0.9723
3.9,0.9846,0.9723
3.916,0.9846,0.9723
3.94,0.9846,0.9755
4.004,0.9864,0.9755
4.02,0.9864,0.9755
4.033,0.9864,0.9755
4.05,0.9882,0.9786
4.067,0.9882,0.9818
4.083,0.99,0.9818
4.1,0.99,0.985
4.117,0.99,0.985
4.133,0.99,0.985
4.151,0.99,0.985
4.168,0.9918,0.985
4.183,0.9918,0.9881
