# type=paths viewport=1280x720 start=66,370 end=640,396 direction=to_center_from_l
t,rx,ry
0,0,0
0.002,-0.0018,-0.0388
0.016,-0.0036,-0.0777
0.03,-0.0053,-0.1165
0.047,-0.0071,-0.1942
0.063,-0.0089,-0.2718
0.078,-0.0107,-0.2718
0.095,-0.0107,-0.3107
0.305,-0.0089,-0.3107
0.314,-0.0071,-0.3107
0.329,-0.0036,-0.3107
0.345,0.0036,-0.3107
0.361,0.0142,-0.3107
0.379,0.0214,-0.3495
0.395,0.0303,-0.3495
0.412,0.0374,-0.3883
0.428,0.041,-0.3883
0.447,0.0427,-0.3883
0.658,0.0445,-0.3883
0.665,0.0481,-0.3883
0.68,0.0534,-0.3495
0.696,0.0748,-0.1553
0.711,0.0926,-0.0388
0.727,0.1158,0.1165
0.744,0.1389,0.1942
0.761,0.1585,0.2718
0.779,0.1763,0.3107
0.795,0.1906,0.3107
0.811,0.203,0.2718
0.828,0.2119,0.1553
1.112,0.2137,0.1553
1.12,0.2191,0.1553
1.128,0.228,0.1553
1.147,0.2386,0.1553
1.163,0.26,0.233
1.18,0.3081,0.4272
1.195,0.3615,0.6214
1.211,0.3989,0.7379
1.228,0.4559,0.8544
1.245,0.4737,0.8932
1.261,0.488,0.8932
1.278,0.4969,0.932
1.295,0.4987,0.932
1.531,0.4987,0.932
1.536,0.5058,0.932
1.546,0.5165,0.8932
1.562,0.5289,0.8932
1.579,0.5557,0.8932
1.596,0.6037,0.8932
1.612,0.6892,0.8932
1.628,0.7569,0.932
1.645,0.7961,1.0097
1.662,0.837,1.0485
1.678,0.8655,1.0485
1.694,0.878,1.0485
1.712,0.8905,1.0097
1.948,0.8923,1.0097
1.952,0.8923,1.0097
1.964,0.894,1.0097
1.98,0.8958,1.0097
1.996,0.9012,1.0097
2.012,0.9083,1.0097
2.028,0.9136,1.0097
2.045,0.9207,1.0097
2.061,0.9279,1.0097
2.078,0.935,1.0097
2.096,0.9421,1.0097
2.112,0.9492,1.0485
2.128,0.9528,1.0485
2.145,0.9546,1.0874
2.162,0.9564,1.0874
2.178,0.9564,1.0874
2.199,0.9581,1.0874
2.264,0.9581,1.0874
2.271,0.9581,1.0874
2.279,0.9581,1.0874
2.295,0.9599,1.0874
2.313,0.9635,1.0874
2.329,0.9688,1.0874
2.345,0.976,1.0874
2.361,0.9831,1.0874
2.379,0.9866,1.0874
2.396,0.992,1.0874
2.411,0.9938,1.0874
2.427,0.9938,1.0874
2.519,0.9955,1.0874
2.552,0.9955,1.0874
2.564,0.9955,1.0874
