# type=paths viewport=1280x720 start=1222,39 end=640,396 direction=to_center_from_ur
t,rx,ry
0,0,0
0.007,-0.0018,0
0.015,-0.0018,0
0.028,-0.0018,0
0.045,-0.0053,0.0029
0.061,-0.0053,0.0029
0.078,-0.007,0.0057
0.095,-0.0088,0.0057
0.111,-0.0088,0.0057
0.314,-0.0088,0.0057
0.348,-0.0088,0.0057
0.364,-0.0088,0.0086
0.412,-0.007,0.0086
0.503,-0.007,0.0086
0.514,-0.007,0.0086
0.73,-0.007,0.0086
0.747,-0.007,0.0086
0.762,-0.0053,0.0086
0.778,-0.0035,0.0086
0.795,-0.0035,0.0086
1.064,-0.0018,0.0086
1.07,0,0.0086
1.081,0.0035,0.0086
1.095,0.0123,0.0114
1.112,0.0386,0.0229
1.129,0.0808,0.04
1.145,0.1335,0.0686
1.161,0.1932,0.1029
1.178,0.2546,0.143
1.194,0.2845,0.163
1.211,0.2985,0.1744
1.228,0.3108,0.1801
1.244,0.3178,0.183
1.439,0.3213,0.183
1.447,0.3284,0.1858
1.461,0.3336,0.1944
1.478,0.3512,0.2116
1.497,0.3687,0.2316
1.513,0.4284,0.3002
1.529,0.4864,0.3631
1.546,0.5584,0.4489
1.562,0.6111,0.5118
1.579,0.676,0.5976
1.594,0.6989,0.6262
1.611,0.7164,0.6433
1.898,0.7164,0.6433
1.901,0.7182,0.6433
1.914,0.7217,0.6462
1.928,0.7252,0.649
1.945,0.7375,0.6605
1.961,0.7673,0.6891
1.978,0.7884,0.7148
1.996,0.8112,0.7377
2.011,0.8306,0.7605
2.027,0.8499,0.7806
2.045,0.8657,0.7977
2.061,0.878,0.812
2.081,0.8885,0.8234
2.094,0.899,0.8377
2.111,0.9061,0.8435
2.128,0.9148,0.852
2.146,0.9219,0.8606
2.161,0.9306,0.8721
2.178,0.9342,0.8778
2.194,0.9377,0.8806
2.211,0.9412,0.8863
2.227,0.9429,0.8863
2.246,0.9447,0.8921
2.261,0.9482,0.8978
2.278,0.9517,0.9035
2.295,0.9552,0.9121
2.311,0.9587,0.9207
2.328,0.964,0.9292
2.344,0.9658,0.935
2.361,0.9693,0.9435
2.378,0.971,0.9492
2.394,0.9745,0.955
2.413,0.9763,0.9635
2.427,0.9781,0.9664
2.445,0.9798,0.9721
2.461,0.9816,0.975
2.478,0.9816,0.9778
2.494,0.9816,0.9778
2.512,0.9816,0.9778
2.528,0.9816,0.9807
2.545,0.9833,0.9807
2.562,0.9851,0.9836
2.579,0.9851,0.9864
2.595,0.9851,0.9864
2.613,0.9851,0.9893
2.627,0.9851,0.9893
2.653,0.9868,0.9893
2.661,0.9868,0.9893
2.678,0.9868,0.9893
2.694,0.9886,0.9921
2.711,0.9903,0.9979
2.728,0.9921,1.0036
2.746,0.9956,1.0122
2.763,0.9991,1.015
2.778,1.0009,1.0207
2.794,1.0026,1.0236
