# type=paths viewport=1280x720 start=1240,36 end=640,396 direction=to_center_from_ur
t,rx,ry
0,0,0
0.016,-0.0034,0
0.033,-0.0068,0
0.049,-0.0085,-0.0028
0.066,-0.0102,-0.0028
0.083,-0.0119,-0.0028
0.099,-0.0136,-0.0028
0.817,-0.0119,-0.0028
0.825,-0.0119,-0.0028
0.835,-0.0102,-0.0028
0.852,-0.0085,0
0.866,-0.0051,0.0028
0.883,-0.0017,0.0057
0.899,0,0.0085
0.916,0.0034,0.0113
0.932,0.0051,0.0142
0.95,0.0136,0.0198
0.966,0.0221,0.0283
0.982,0.0357,0.0369
1,0.0596,0.0624
1.016,0.0919,0.0907
1.032,0.1328,0.1361
1.05,0.1804,0.1843
1.066,0.2043,0.2069
1.251,0.206,0.2069
1.257,0.2111,0.2069
1.267,0.2162,0.2069
1.283,0.223,0.2069
1.3,0.2366,0.2155
1.318,0.2536,0.2268
1.332,0.2996,0.2665
1.349,0.3421,0.309
1.365,0.3864,0.3544
1.382,0.4153,0.3827
1.399,0.4426,0.4111
1.416,0.4562,0.4252
1.432,0.4681,0.4366
1.667,0.4681,0.4366
1.672,0.4766,0.4366
1.683,0.4851,0.4366
1.699,0.4936,0.4422
1.719,0.5106,0.4507
1.735,0.5362,0.4678
1.75,0.577,0.4989
1.766,0.6196,0.5386
1.784,0.6604,0.5755
1.798,0.686,0.5982
1.817,0.7132,0.6208
1.833,0.7251,0.6293
1.848,0.7353,0.6322
2.105,0.7353,0.6322
2.117,0.7404,0.635
2.12,0.7455,0.6407
2.134,0.7506,0.6464
2.151,0.7609,0.6605
2.165,0.7711,0.6747
2.182,0.8,0.7116
2.199,0.8238,0.7484
2.216,0.8511,0.7938
2.232,0.8783,0.842
2.249,0.8987,0.876
2.266,0.9174,0.9128
2.282,0.9328,0.9412
2.299,0.9413,0.9554
2.317,0.9515,0.9724
2.332,0.9583,0.978
2.349,0.9617,0.9837
2.366,0.9651,0.9894
2.382,0.9668,0.9922
2.398,0.9702,0.995
2.416,0.9702,0.995
2.432,0.9736,0.9979
2.449,0.9753,1.0035
2.466,0.9787,1.0092
2.483,0.9838,1.0149
2.498,0.9923,1.0234
2.516,1.0009,1.0319
2.532,1.0077,1.0347
2.549,1.0145,1.0376
2.566,1.0196,1.0404
2.582,1.023,1.0404
2.599,1.023,1.0404
2.615,1.023,1.0404
