# type=slide_drags viewport=1280x720 start=510,416 end=769,413 mousedown_t=1.488
t,rx,ry
0,-0.0394,0.1221
0.017,0.0236,0.1024
0.036,0.0906,0.0827
0.055,0.1458,0.067
0.07,0.1694,0.0591
0.086,0.1931,0.0512
0.103,0.2049,0.0473
0.12,0.2088,0.0433
0.135,0.2128,0.0394
0.15,0.2128,0.0394
0.167,0.197,0.0394
0.183,0.1734,0.0394
0.2,0.1576,0.0394
0.217,0.1419,0.0355
0.234,0.1261,0.0355
0.252,0.1182,0.0355
0.268,0.1064,0.0315
0.284,0.1025,0.0315
0.301,0.0985,0.0276
0.317,0.0946,0.0276
0.335,0.0906,0.0236
0.35,0.0867,0.0236
0.367,0.0827,0.0236
0.385,0.0788,0.0236
0.4,0.0749,0.0197
0.417,0.0749,0.0197
0.434,0.0749,0.0197
0.45,0.0709,0.0197
0.466,0.0709,0.0197
0.483,0.0709,0.0197
0.501,0.0709,0.0158
0.518,0.067,0.0158
0.536,0.067,0.0158
0.551,0.0591,0.0158
0.567,0.0552,0.0158
0.583,0.0473,0.0118
0.599,0.0433,0.0118
0.618,0.0394,0.0118
0.633,0.0394,0.0079
0.65,0.0355,0.0079
0.668,0.0355,0.0079
0.686,0.0355,0.0079
0.702,0.0315,0.0079
0.718,0.0315,0.0039
1.088,0.0276,0.0039
1.09,0.0276,0.0039
1.102,0.0276,0.0039
1.118,0.0236,0.0039
1.134,0.0197,0.0039
1.151,0.0197,0
1.167,0.0197,0
1.211,0.0197,0
1.243,0.0158,0
1.269,0.0158,0
1.274,0.0158,0
1.286,0.0158,0
1.302,0.0118,0
1.319,0.0079,0
1.334,0.0039,0
1.35,0,0
1.367,0,0
1.386,0,0
1.403,0,0
1.434,0,0
1.488,0,0
1.734,0,0
1.753,0,0
1.769,0.0039,0
1.785,0.0118,0
1.801,0.0236,0
1.818,0.0355,0
1.835,0.0512,0
1.853,0.063,-0.0039
1.87,0.0709,-0.0039
1.884,0.0827,-0.0039
1.901,0.0906,-0.0079
1.918,0.0985,-0.0079
1.934,0.1025,-0.0079
1.951,0.1103,-0.0079
1.969,0.1143,-0.0118
