# type=slide_drags viewport=1280x720 start=513,414 end=769,413 mousedown_t=1.936
t,rx,ry
0,-0.1436,-0.0997
0.017,-0.1396,-0.0917
0.033,-0.1196,-0.0518
0.051,-0.0997,-0.0279
0.066,-0.0877,-0.012
0.083,-0.0718,0
0.099,-0.0638,0.008
0.116,-0.0598,0.012
0.133,-0.0558,0.0159
0.151,-0.0558,0.0159
0.437,-0.0558,0.0159
0.439,-0.0518,0.0159
0.453,-0.0479,0.0159
0.467,-0.0439,0.0159
0.483,-0.0359,0.0159
0.501,-0.0319,0.0159
0.516,-0.0239,0.012
0.534,-0.0199,0.012
0.551,-0.016,0.008
0.567,-0.012,0.008
0.583,-0.012,0.008
0.6,-0.012,0.008
0.617,-0.008,0.008
0.651,-0.008,0.004
0.655,-0.008,0.004
0.666,-0.008,0.004
0.683,-0.008,0.004
0.7,-0.004,0
0.715,-0.004,0
0.733,0,-0.004
0.75,0,-0.004
0.768,0,-0.004
0.783,0.004,-0.004
0.8,0.004,-0.008
0.816,0.008,-0.008
0.833,0.008,-0.008
0.85,0.012,-0.012
0.866,0.012,-0.012
1.202,0.008,-0.012
1.207,0.004,-0.008
1.225,0,0
1.236,-0.004,0.004
1.264,-0.008,0.008
1.266,-0.012,0.012
1.282,-0.012,0.012
1.3,-0.016,0.0159
1.527,-0.016,0.0159
1.567,-0.016,0.012
1.574,-0.012,0.012
1.586,-0.012,0.012
1.601,-0.012,0.012
1.619,-0.012,0.012
1.635,-0.008,0.008
1.65,-0.008,0.004
1.667,-0.008,0.004
1.684,-0.004,0.004
1.701,-0.004,0
1.717,-0.004,0
1.735,-0.004,0
1.752,0,0
1.936,0,0
2.219,0,0
2.235,0,0
2.25,0.004,0
2.269,0.004,0
2.285,0.008,0
2.302,0.008,0
2.336,0.008,0
2.504,0.012,0
2.519,0.012,0
2.535,0.012,0
2.719,0.016,0
2.737,0.016,0
2.753,0.0199,0
2.77,0.0239,0
2.784,0.0319,0
2.801,0.0359,0
2.817,0.0479,0
2.834,0.0558,0
2.85,0.0678,0
2.867,0.0798,0
2.884,0.0917,0
2.9,0.1037,0
2.917,0.1156,0
2.934,0.1196,0
2.951,0.1236,0
2.968,0.1276,0
3.152,0.1276,0
3.169,0.1316,0
3.185,0.1356,0
3.202,0.1396,0.004
3.231,0.1475,0.004
3.25,0.1595,0.004
3.267,0.1715,0.004
3.284,0.1755,0.004
3.302,0.1834,0.004
3.319,0.1874,0.004
3.335,0.1874,0.004
3.351,0.1914,0.004
3.368,0.1914,0.004
3.385,0.1954,0.004
3.401,0.1954,0.004
3.419,0.1994,0.004
3.436,0.1994,0.004
3.45,0.2034,0.004
3.467,0.2034,0.004
3.485,0.2074,0.004
3.502,0.2113,0.004
3.517,0.2193,0.004
3.534,0.2233,0.004
3.553,0.2313,0.004
3.568,0.2353,0.004
3.584,0.2432,0.004
3.6,0.2472,0.004
3.617,0.2512,0.004
3.635,0.2592,0.004
3.651,0.2632,0
3.668,0.2672,0
3.684,0.2712,0
3.701,0.2751,0
3.719,0.2791,0
3.735,0.2791,0
3.752,0.2831,0
3.767,0.2831,0
3.784,0.2871,0
3.8,0.2871,0
3.818,0.2911,0
3.835,0.2951,0
3.851,0.3031,0
3.868,0.307,0
3.886,0.315,0
3.9,0.323,0
3.917,0.335,0
3.934,0.3509,0
3.95,0.3708,0
3.968,0.3908,0
3.984,0.4107,0
4,0.4307,0
4.017,0.4506,0
4.034,0.4705,0
4.051,0.4905,0
4.068,0.5104,0
4.086,0.5303,0
4.102,0.5543,0
4.119,0.5702,0
4.136,0.5862,-0.004
4.152,0.5981,-0.004
4.167,0.6021,-0.004
4.185,0.6061,-0.004
4.201,0.6101,-0.004
4.218,0.6101,-0.004
4.352,0.6101,-0.004
4.37,0.6141,-0.004
4.385,0.6221,-0.004
4.409,0.638,-0.004
4.419,0.658,-0.004
4.434,0.6859,-0.004
4.453,0.7178,-0.004
4.469,0.7457,-0.004
4.485,0.7696,-0.004
4.503,0.7935,-0.004
4.517,0.8135,-0.004
4.535,0.8254,-0.004
4.551,0.8334,-0.004
4.569,0.8374,-0.004
4.586,0.8414,-0.004
4.602,0.8414,-0.004
4.668,0.8414,-0.004
4.718,0.8454,-0.004
4.785,0.8454,-0.004
4.805,0.8454,-0.004
4.818,0.8494,-0.004
4.842,0.8573,-0.004
4.853,0.8693,-0.004
4.869,0.8852,-0.004
4.886,0.9052,-0.004
4.904,0.9211,-0.004
4.921,0.9371,-0.004
4.937,0.949,-0.004
4.952,0.957,-0.004
4.969,0.961,-0.004
4.984,0.965,-0.004
5.087,0.965,-0.004
5.102,0.969,-0.004
5.118,0.969,-0.004
5.135,0.973,-0.004
5.152,0.977,-0.004
5.169,0.9849,-0.004
5.184,0.9889,-0.004
5.202,0.9929,-0.004
5.218,0.9929,-0.004
5.236,0.9969,0
5.469,0.9969,0
5.488,1.0009,0
5.504,1.0049,0
5.518,1.0089,0
5.536,1.0128,0
5.551,1.0128,0
5.568,1.0168,0.004
5.585,1.0168,0.004
5.602,1.0168,0.004
5.67,1.0208,0.004
5.685,1.0208,0.004
5.719,1.0208,0.004
5.736,1.0208,0.004
5.769,1.0208,0.004
5.835,1.0208,0.008
5.854,1.0208,0.008
5.894,1.0208,0.008
6.235,1.0208,0.008
