# type=slide_drags viewport=1280x720 start=510,414 end=769,413 mousedown_t=2.169
t,rx,ry
0,0.1931,0.0158
0.015,0.1655,0.0118
0.032,0.1458,0.0079
0.048,0.1261,0
0.068,0.1064,-0.0039
0.082,0.0906,-0.0079
0.098,0.0788,-0.0118
0.117,0.0709,-0.0118
0.132,0.067,-0.0118
0.148,0.067,-0.0158
0.285,0.067,-0.0118
0.292,0.067,-0.0118
0.302,0.063,-0.0079
0.318,0.0591,0
0.334,0.0512,0.0118
0.35,0.0433,0.0236
0.365,0.0394,0.0315
0.383,0.0355,0.0315
0.399,0.0315,0.0315
0.415,0.0276,0.0315
0.432,0.0276,0.0315
0.448,0.0236,0.0276
0.468,0.0236,0.0276
0.483,0.0197,0.0236
0.499,0.0197,0.0236
0.516,0.0197,0.0236
0.534,0.0158,0.0197
0.578,0.0118,0.0039
0.584,0.0118,0
0.598,0.0118,-0.0039
0.616,0.0079,-0.0079
0.632,0.0079,-0.0079
0.65,0.0039,-0.0118
0.667,0.0039,-0.0158
0.684,0,-0.0158
0.698,0,-0.0158
0.716,-0.0079,-0.0197
0.733,-0.0118,-0.0197
0.749,-0.0158,-0.0197
0.766,-0.0197,-0.0236
0.783,-0.0236,-0.0236
0.8,-0.0276,-0.0276
0.815,-0.0315,-0.0315
0.832,-0.0315,-0.0315
0.849,-0.0315,-0.0355
0.866,-0.0315,-0.0355
0.907,-0.0315,-0.0355
1.069,-0.0315,-0.0355
1.076,-0.0315,-0.0355
1.085,-0.0315,-0.0315
1.099,-0.0315,-0.0315
1.115,-0.0315,-0.0315
1.134,-0.0315,-0.0276
1.149,-0.0315,-0.0276
1.165,-0.0315,-0.0276
1.182,-0.0315,-0.0236
1.199,-0.0276,-0.0236
1.215,-0.0276,-0.0236
1.232,-0.0236,-0.0236
1.25,-0.0236,-0.0236
1.266,-0.0197,-0.0236
1.282,-0.0158,-0.0236
1.299,-0.0079,-0.0236
1.316,-0.0039,-0.0236
1.333,0,-0.0236
1.349,0,-0.0236
1.365,0.0039,-0.0236
1.398,0.0039,-0.0236
1.484,0.0039,-0.0236
1.503,0.0039,-0.0197
1.517,0.0039,-0.0197
1.564,0.0039,-0.0197
1.707,0.0039,-0.0197
1.72,0.0039,-0.0158
1.733,0.0039,-0.0158
1.751,0.0039,-0.0158
1.774,0.0039,-0.0118
1.783,0.0039,-0.0118
1.802,0.0039,-0.0079
1.818,0.0039,-0.0079
1.883,0.0039,-0.0079
1.907,0.0039,-0.0079
1.916,0.0039,-0.0079
1.935,0.0039,-0.0039
1.952,0.0039,-0.0039
1.967,0.0039,-0.0039
1.984,0.0039,0
2,0.0039,0
2.016,0.0039,0
2.033,0.0039,0
2.05,0.0039,0
2.106,0,0
2.169,0,0
2.467,0,0
2.491,0.0039,0
2.499,0.0039,0
2.521,0.0079,0
2.533,0.0079,0
2.549,0.0079,0
2.567,0.0118,0
2.584,0.0158,0
2.599,0.0197,0
2.616,0.0236,0
2.632,0.0315,0
2.65,0.0355,0
2.667,0.0394,0
2.684,0.0394,0
2.7,0.0433,0
2.718,0.0433,0
2.766,0.0473,0
2.8,0.0473,0
2.817,0.0473,0
2.833,0.0473,0
2.851,0.0512,0
2.87,0.0512,0
2.884,0.0591,0
2.899,0.067,0
2.917,0.0749,0
2.934,0.0867,0
2.949,0.0946,0
2.966,0.1025,0
2.983,0.1103,0
3.002,0.1143,0
3.016,0.1182,0
3.033,0.1261,0
3.051,0.13,0
3.067,0.134,0
3.084,0.1379,0
3.101,0.1419,0
3.117,0.1458,0
3.133,0.1497,0
3.149,0.1537,0
3.166,0.1576,0
3.183,0.1616,0
3.199,0.1616,0
3.216,0.1655,0
3.233,0.1694,0
3.25,0.1694,0
3.268,0.1734,0
3.283,0.1773,0
3.301,0.1813,0
3.316,0.1852,0
3.333,0.1891,0
3.35,0.1931,0
3.366,0.197,0
3.383,0.201,0
3.4,0.2049,0
3.417,0.2088,0
3.435,0.2128,-0.0039
3.451,0.2167,-0.0039
3.468,0.2246,-0.0039
3.484,0.2325,-0.0079
3.502,0.2404,-0.0079
3.521,0.2443,-0.0079
3.533,0.2522,-0.0079
3.549,0.2561,-0.0118
3.566,0.2601,-0.0118
3.583,0.264,-0.0118
3.599,0.264,-0.0118
3.617,0.2679,-0.0118
3.635,0.2679,-0.0118
3.65,0.2719,-0.0118
3.667,0.2719,-0.0118
3.684,0.2758,-0.0118
3.701,0.2758,-0.0118
3.718,0.2758,-0.0118
3.733,0.2798,-0.0118
3.75,0.2798,-0.0118
3.766,0.2798,-0.0118
3.8,0.2798,-0.0118
3.817,0.2837,-0.0118
3.833,0.2837,-0.0118
3.85,0.2837,-0.0118
3.867,0.2877,-0.0118
3.884,0.2877,-0.0118
3.902,0.2916,-0.0118
3.916,0.2955,-0.0118
3.933,0.2955,-0.0118
3.949,0.2995,-0.0118
3.966,0.3034,-0.0118
3.983,0.3074,-0.0118
4,0.3113,-0.0118
4.016,0.3192,-0.0118
4.033,0.3231,-0.0118
4.05,0.3271,-0.0118
4.066,0.3271,-0.0118
4.084,0.331,-0.0118
4.1,0.331,-0.0118
4.118,0.3349,-0.0118
4.133,0.3349,-0.0118
4.15,0.3389,-0.0118
4.166,0.3468,-0.0079
4.183,0.3546,-0.0079
4.201,0.3665,-0.0079
4.218,0.3743,-0.0079
4.233,0.3822,-0.0079
4.25,0.3862,-0.0079
4.267,0.394,-0.0039
4.283,0.4019,-0.0039
4.299,0.4059,-0.0039
4.316,0.4098,-0.0039
4.333,0.4098,-0.0039
4.35,0.4137,-0.0039
4.366,0.4137,-0.0039
4.383,0.4177,-0.0039
4.4,0.4177,-0.0039
4.416,0.4216,0
4.433,0.4295,0
4.45,0.4334,0
4.467,0.4374,0
4.484,0.4453,0.0039
4.501,0.4492,0.0039
4.521,0.4571,0.0039
4.533,0.461,0.0039
4.55,0.465,0.0039
4.567,0.4689,0.0039
4.584,0.4729,0.0039
4.599,0.4768,0.0039
4.617,0.4807,0.0039
4.634,0.4847,0.0039
4.651,0.4886,0.0039
4.668,0.4926,0.0039
4.684,0.4926,0.0039
4.7,0.4965,0.0039
4.719,0.5004,0.0039
4.734,0.5083,0.0039
4.75,0.5123,0.0039
4.766,0.5201,0.0039
4.785,0.5241,0.0039
4.8,0.528,0.0039
4.817,0.532,0.0039
4.833,0.5359,0.0039
4.851,0.5398,0.0039
4.868,0.5438,0.0039
4.883,0.5477,0.0039
4.9,0.5477,0.0039
4.916,0.5517,0.0039
4.933,0.5556,0.0039
4.95,0.5556,0.0039
4.966,0.5595,0.0039
4.984,0.5595,0.0039
5.001,0.5635,0.0039
5.018,0.5635,0.0039
5.034,0.5674,0.0039
5.05,0.5714,0.0039
5.067,0.5753,0.0039
5.085,0.5792,0.0039
5.101,0.5832,0.0039
5.116,0.5871,0.0039
5.133,0.5871,0.0039
5.151,0.5871,0.0039
5.184,0.5911,0.0039
5.217,0.5911,0.0039
5.235,0.5911,0.0039
5.25,0.595,0.0039
5.268,0.595,0.0039
5.284,0.6029,0.0039
5.301,0.6068,0.0039
5.317,0.6186,0.0039
5.333,0.6265,0.0039
5.351,0.6305,0.0039
5.368,0.6384,0.0039
5.384,0.6423,0.0039
5.401,0.6502,0.0039
5.418,0.6581,0.0039
5.435,0.662,0.0039
5.451,0.6699,0.0039
5.468,0.6738,0.0039
5.484,0.6778,0.0039
5.5,0.6856,0.0039
5.518,0.6896,0.0039
5.534,0.6975,0.0039
5.55,0.7093,0.0039
5.568,0.7211,0.0039
5.586,0.7329,0.0079
5.6,0.7447,0.0079
5.617,0.7566,0.0079
5.634,0.7644,0.0079
5.651,0.7684,0.0118
5.667,0.7763,0.0118
5.684,0.7802,0.0118
5.7,0.7881,0.0118
5.716,0.7881,0.0118
5.734,0.792,0.0158
5.75,0.792,0.0158
5.768,0.796,0.0158
5.783,0.796,0.0158
5.801,0.796,0.0158
5.817,0.796,0.0158
5.834,0.796,0.0158
5.85,0.7999,0.0158
5.869,0.7999,0.0158
5.884,0.8038,0.0158
5.901,0.8038,0.0197
5.917,0.8078,0.0197
5.934,0.8157,0.0197
5.951,0.8196,0.0197
5.969,0.8275,0.0197
5.984,0.8314,0.0197
6,0.8393,0.0197
6.017,0.8433,0.0197
6.035,0.8511,0.0197
6.051,0.859,0.0197
6.067,0.8669,0.0197
6.084,0.8787,0.0197
6.101,0.8866,0.0197
6.116,0.8984,0.0197
6.134,0.9063,0.0158
6.151,0.9142,0.0158
6.167,0.9221,0.0158
6.185,0.9299,0.0158
6.201,0.9378,0.0118
6.217,0.9457,0.0118
6.234,0.9496,0.0118
6.251,0.9575,0.0118
6.268,0.9615,0.0118
6.284,0.9654,0.0118
6.301,0.9693,0.0118
6.318,0.9693,0.0118
6.517,0.9733,0.0118
6.541,0.9733,0.0118
6.55,0.9733,0.0118
6.568,0.9772,0.0118
6.598,0.9772,0.0118
6.616,0.9812,0.0118
6.633,0.9851,0.0118
6.651,0.989,0.0118
6.668,0.993,0.0118
6.684,0.993,0.0118
6.701,0.9969,0.0118
6.717,0.9969,0.0118
6.734,0.9969,0.0118
6.75,1.0009,0.0118
6.766,1.0009,0.0118
6.784,1.0009,0.0118
6.8,1.0009,0.0118
6.834,1.0048,0.0118
6.849,1.0048,0.0118
6.867,1.0048,0.0118
6.884,1.0088,0.0118
6.917,1.0088,0.0118
7.283,1.0088,0.0118
7.303,1.0088,0.0118
