# type=slide_drags viewport=1280x720 start=507,416 end=769,413 mousedown_t=1.237
t,rx,ry
0,0.1207,0.1207
0.016,0.0935,0.0895
0.032,0.074,0.0662
0.051,0.0623,0.0545
0.067,0.0545,0.0428
0.084,0.0428,0.0234
0.099,0.0234,0
0.115,0.0156,-0.0117
0.132,0.0078,-0.0234
0.149,0,-0.0311
0.166,-0.0078,-0.035
0.183,-0.0078,-0.0389
0.2,-0.0117,-0.0389
0.216,-0.0117,-0.0389
0.305,-0.0117,-0.0389
0.361,-0.0117,-0.0389
0.424,-0.0117,-0.0389
0.436,-0.0078,-0.0389
0.451,-0.0039,-0.0389
0.467,0.0039,-0.0389
0.482,0.0234,-0.0311
0.499,0.0273,-0.0234
0.516,0.035,-0.0195
0.532,0.0389,-0.0156
0.548,0.0389,-0.0156
0.567,0.0389,-0.0156
0.583,0.0389,-0.0117
0.599,0.0389,-0.0117
0.624,0.0389,-0.0117
0.735,0.0389,-0.0117
0.752,0.0389,-0.0117
0.769,0.0389,-0.0117
0.783,0.035,-0.0117
0.799,0.035,-0.0117
0.817,0.035,-0.0117
0.832,0.0312,-0.0117
0.85,0.0312,-0.0117
0.867,0.0273,-0.0117
0.882,0.0273,-0.0078
0.9,0.0234,-0.0078
0.916,0.0195,-0.0078
0.932,0.0195,-0.0078
0.95,0.0156,-0.0078
0.965,0.0156,-0.0078
0.982,0.0117,-0.0078
0.999,0.0117,-0.0039
1.016,0.0078,-0.0039
1.032,0.0078,-0.0039
1.049,0.0078,0
1.067,0.0039,0
1.082,0.0039,0
1.1,0.0039,0
1.117,0,0
1.144,0,0
1.237,0,0
1.451,0,0
1.471,0.0039,0
1.483,0.0039,0
1.512,0.0078,0
1.533,0.0117,0
1.549,0.0117,0
1.567,0.0156,0
1.584,0.0195,0
1.601,0.0234,0
1.617,0.0273,0
1.635,0.0312,0
1.652,0.0312,0.0039
1.667,0.035,0.0039
1.683,0.035,0.0039
1.699,0.0389,0.0039
1.733,0.0389,0.0039
1.751,0.0389,0.0039
1.801,0.0389,0.0039
1.818,0.0428,0.0039
1.833,0.0428,0.0039
1.851,0.0506,0.0039
1.866,0.0623,0.0039
1.883,0.0701,0.0039
1.9,0.0818,0.0039
1.916,0.0857,0.0039
1.933,0.0896,0.0039
1.951,0.0935,0.0039
1.968,0.0935,0.0039
1.985,0.0974,0.0039
2,0.1013,0.0039
2.017,0.109,0.0039
2.033,0.1168,0.0039
2.05,0.1246,0.0039
2.066,0.1324,0.0039
2.083,0.1363,0.0039
2.101,0.1363,0.0039
2.117,0.1402,0.0039
2.134,0.1402,0.0039
2.168,0.1402,0.0039
2.184,0.1441,0.0039
2.2,0.148,0.0039
2.218,0.1597,0.0039
2.235,0.1752,0.0039
2.252,0.1947,0.0039
2.266,0.2142,0.0039
2.283,0.2337,0.0039
2.301,0.2531,0.0039
2.317,0.2687,0.0039
2.333,0.2804,0.0039
2.35,0.2882,0.0039
2.369,0.2921,0.0039
2.518,0.2921,0.0039
2.537,0.296,0.0039
2.55,0.3038,0.0039
2.568,0.3232,0.0039
2.591,0.3466,0.0039
2.602,0.3739,0.0039
2.617,0.3933,0.0039
2.634,0.4167,0.0039
2.651,0.4284,0.0039
2.668,0.4323,0.0039
2.685,0.4362,0.0039
2.835,0.4401,0.0039
2.852,0.4401,0.0039
2.868,0.4518,0.0039
2.889,0.4634,0.0039
2.902,0.4829,0.0078
2.918,0.5024,0.0078
2.935,0.5257,0.0078
2.95,0.5452,0.0078
2.968,0.5569,0.0078
2.984,0.5686,0.0078
3.002,0.5725,0.0078
