# type=slide_drags viewport=1280x720 start=509,415 end=769,413 mousedown_t=1.604
t,rx,ry
0,0.0628,0.1766
0.018,0.0471,0.1609
0.034,0.0314,0.1452
0.052,0.0157,0.1334
0.068,0.0039,0.1216
0.084,-0.0039,0.1138
0.102,-0.0118,0.0942
0.118,-0.0118,0.0903
0.136,-0.0118,0.0785
0.151,-0.0118,0.0706
0.167,-0.0118,0.0667
0.184,-0.0118,0.0667
0.201,-0.0118,0.0667
0.217,-0.0118,0.0628
0.234,-0.0118,0.0549
0.251,-0.0118,0.0432
0.267,-0.0078,0.0275
0.284,0,0.0157
0.301,0.0039,0.0039
0.32,0.0078,-0.0039
0.334,0.0118,-0.0078
0.351,0.0157,-0.0118
0.37,0.0157,-0.0118
0.384,0.0157,-0.0118
0.581,0.0157,-0.0118
0.588,0.0196,-0.0118
0.603,0.0196,-0.0118
0.621,0.0235,-0.0118
0.636,0.0275,-0.0118
0.652,0.0314,-0.0118
0.667,0.0314,-0.0118
0.685,0.0353,-0.0118
0.701,0.0353,-0.0118
0.719,0.0392,-0.0118
0.735,0.0392,-0.0118
0.751,0.0392,-0.0118
0.767,0.0432,-0.0118
0.785,0.0432,-0.0118
0.802,0.0432,-0.0118
0.82,0.0432,-0.0118
0.86,0.0432,-0.0157
0.892,0.0432,-0.0157
0.924,0.0432,-0.0157
0.935,0.0392,-0.0157
0.952,0.0392,-0.0157
0.967,0.0392,-0.0157
0.983,0.0353,-0.0157
1,0.0353,-0.0157
1.017,0.0314,-0.0157
1.035,0.0314,-0.0157
1.051,0.0314,-0.0157
1.068,0.0275,-0.0157
1.084,0.0275,-0.0118
1.102,0.0235,-0.0118
1.118,0.0235,-0.0078
1.134,0.0118,0
1.151,0.0078,0
1.169,0.0039,0.0039
1.185,0,0.0039
1.2,0,0.0039
1.219,-0.0039,0.0039
1.404,-0.0039,0.0039
1.411,-0.0039,0.0039
1.441,-0.0039,0.0039
1.443,0,0.0039
1.463,0,0
1.474,0,0
1.484,0,0
1.507,0,0
1.535,0,0
1.604,0,0
2.118,0,0
2.136,0,0
2.152,0.0039,0
2.175,0.0039,0
2.186,0.0039,0
2.202,0.0078,0
2.218,0.0078,0
2.236,0.0118,0
2.251,0.0118,0
2.271,0.0157,0
2.287,0.0157,0
2.301,0.0196,0
2.318,0.0196,0
2.335,0.0235,0
2.352,0.0235,0
2.369,0.0275,0
2.385,0.0275,0
2.404,0.0314,0
2.419,0.0314,0
2.437,0.0314,0
2.452,0.0353,0
2.468,0.0353,0
2.487,0.0392,0
2.502,0.0392,0
2.518,0.0432,0
2.536,0.0471,0
2.552,0.051,0
2.568,0.0549,0
2.585,0.0549,0
2.602,0.0589,0
2.62,0.0628,0
2.637,0.0628,0
2.654,0.0667,0
2.687,0.0667,0
2.703,0.0706,0
2.718,0.0706,0
2.735,0.0746,0
2.753,0.0746,0
2.769,0.0785,0
2.786,0.0903,0
2.803,0.102,0.0039
2.82,0.1177,0.0039
2.836,0.1295,0.0039
2.851,0.1413,0.0039
2.869,0.1531,0.0039
2.886,0.1609,0.0039
2.901,0.1648,0.0039
2.919,0.1688,0.0039
2.936,0.1688,0.0039
2.952,0.1727,0.0039
2.986,0.1727,0.0039
3.036,0.1727,0.0039
3.069,0.1766,0.0039
3.087,0.1766,0.0039
3.102,0.1805,0.0039
3.119,0.1845,0.0039
3.136,0.1923,0.0039
3.153,0.2002,0.0039
3.169,0.2119,0.0039
3.185,0.2276,0.0039
3.203,0.2394,0.0039
3.22,0.259,0.0039
3.235,0.2747,0.0039
3.253,0.2865,0.0039
3.268,0.2983,0.0039
3.285,0.3061,0.0039
3.302,0.3101,0.0039
3.318,0.314,0.0039
3.336,0.3179,0.0039
3.352,0.3179,0.0039
3.369,0.3218,0.0039
3.387,0.3218,0.0039
3.401,0.3218,0.0039
3.436,0.3258,0.0039
3.451,0.3258,0.0039
3.469,0.3258,0.0039
3.485,0.3297,0.0039
3.502,0.3336,0.0039
3.518,0.3375,0.0039
3.536,0.3454,0.0039
3.553,0.3572,0.0039
3.57,0.3689,0.0039
3.587,0.3807,0.0039
3.603,0.4003,0.0039
3.619,0.416,0.0039
3.636,0.4317,0.0039
3.653,0.4474,0.0039
3.668,0.4631,0.0039
3.685,0.4749,0
3.702,0.4867,0
3.718,0.4945,0
3.736,0.5024,0
3.752,0.5102,0
