# type=grids viewport=1280x720 start=533,362 end=544,458 direction=grid_hop
t,rx,ry
0,0,0
0.253,0.0106,0
0.261,0.0106,0
0.268,0.0211,0
0.282,0.0211,0.0106
0.297,0.0528,0.0211
0.316,0.074,0.0317
0.332,0.1057,0.0528
0.348,0.148,0.074
0.364,0.1797,0.0951
0.381,0.2114,0.1162
0.398,0.2431,0.1479
0.414,0.2748,0.1691
0.431,0.2854,0.1796
0.448,0.2854,0.1796
0.464,0.2959,0.1902
0.524,0.2959,0.1902
0.55,0.2959,0.1902
0.557,0.2959,0.1902
0.568,0.2959,0.2008
0.582,0.2959,0.2113
0.598,0.2959,0.2325
0.614,0.2959,0.3064
0.63,0.2959,0.3592
0.648,0.2959,0.4226
0.665,0.2959,0.486
0.681,0.2959,0.5283
0.699,0.2854,0.5811
0.715,0.2748,0.6128
0.731,0.2748,0.634
0.748,0.2748,0.6551
0.765,0.2748,0.6551
0.781,0.2748,0.6551
0.875,0.2748,0.6657
0.883,0.2748,0.6657
0.898,0.2748,0.6974
0.918,0.2642,0.7396
0.934,0.2642,0.8136
0.949,0.2431,0.877
0.966,0.2219,0.9404
0.982,0.2008,0.9932
0.998,0.1691,1.0566
1.014,0.148,1.0883
1.032,0.1268,1.1094
1.047,0.1163,1.12
1.066,0.1057,1.12
1.083,0.1057,1.1306
1.099,0.1057,1.1306
1.114,0.1057,1.1306
1.149,0.0951,1.1306
1.18,0.0951,1.1306
1.186,0.0846,1.1306
1.198,0.0846,1.1306
1.214,0.0846,1.1411
1.231,0.074,1.1411
1.248,0.074,1.1411
1.265,0.074,1.1411
1.284,0.074,1.1411
1.3,0.0634,1.1411
1.316,0.0528,1.1411
1.332,0.0317,1.1411
1.348,0,1.1411
1.365,-0.0211,1.1411
1.381,-0.0528,1.1411
1.398,-0.074,1.1411
1.415,-0.0846,1.1411
1.431,-0.0846,1.1411
1.448,-0.0951,1.1411
1.464,-0.0951,1.1411
1.499,-0.0951,1.1306
1.699,-0.1057,1.1306
1.706,-0.1057,1.1306
1.717,-0.1163,1.12
1.732,-0.1268,1.1094
1.748,-0.148,1.0989
1.764,-0.1585,1.0777
1.782,-0.1585,1.0777
1.798,-0.1691,1.0672
1.816,-0.1691,1.0672
2.042,-0.1585,1.0672
2.068,-0.1585,1.0672
2.085,-0.1585,1.0672
2.33,-0.1585,1.0672
2.336,-0.148,1.0672
2.348,-0.1268,1.0566
2.364,-0.0951,1.046
2.381,-0.0423,1.0249
2.398,-0.0106,1.0249
2.416,0.0423,1.0144
2.433,0.074,1.0038
2.449,0.1057,1.0038
2.465,0.1057,0.9932
2.482,0.1163,0.9932
2.498,0.1163,0.9932
