# type=grids viewport=1280x720 start=529,379 end=557,363 direction=grid_hop
t,rx,ry
0,0,0
0.014,0,-0.0956
0.023,0,-0.1593
0.04,0,-0.1911
0.056,0,-0.3504
0.072,0,-0.5416
0.089,0,-0.669
0.105,0,-0.7327
0.124,0,-0.7964
0.141,0,-0.7964
0.156,0,-0.8283
0.413,0,-0.8283
0.424,0.0319,-0.8283
0.44,0.0637,-0.7964
0.457,0.1593,-0.7646
0.474,0.2231,-0.7327
0.489,0.3186,-0.7008
0.509,0.4142,-0.669
0.523,0.478,-0.6371
0.539,0.5736,-0.6371
0.556,0.6373,-0.6053
0.574,0.6692,-0.6053
0.589,0.6692,-0.6053
0.605,0.701,-0.6053
0.622,0.701,-0.6053
0.78,0.701,-0.6053
0.79,0.7329,-0.5734
0.807,0.7648,-0.5734
0.824,0.7966,-0.5416
0.839,0.8285,-0.5097
0.856,0.8604,-0.5097
0.872,0.8604,-0.5097
0.991,0.8604,-0.5097
