# type=grids viewport=1280x720 start=656,373 end=649,356 direction=grid_hop
t,rx,ry
0,0,0
0.014,-0.0573,0
0.027,-0.0573,0
0.042,-0.2291,-0.1145
0.059,-0.4582,-0.229
0.075,-0.9164,-0.5153
0.09,-1.1455,-0.6298
0.107,-1.4318,-0.7443
0.123,-1.6036,-0.8589
0.142,-1.7182,-0.8589
0.156,-1.7755,-0.9161
0.175,-1.7755,-0.9161
0.19,-1.8327,-0.9161
0.411,-1.7755,-0.9161
0.414,-1.7182,-0.9161
0.425,-1.6609,-0.9161
0.443,-1.6036,-0.8016
0.457,-1.4318,-0.7443
0.474,-1.3173,-0.6871
0.491,-1.2027,-0.5726
0.508,-1.0882,-0.5726
0.524,-1.0882,-0.5153
0.541,-1.0309,-0.5153
0.557,-1.0309,-0.5153
0.575,-0.9736,-0.5153
0.591,-0.9164,-0.5153
0.608,-0.9164,-0.5726
0.624,-0.8591,-0.5726
0.641,-0.7445,-0.6871
0.657,-0.6873,-0.7443
0.674,-0.5727,-0.8016
0.693,-0.5155,-0.8589
0.709,-0.4582,-0.8589
0.724,-0.4009,-0.8589
0.741,-0.4009,-0.9161
0.812,-0.4009,-0.9161
