# type=grids viewport=1280x720 start=763,364 end=764,384 direction=grid_hop
t,rx,ry
0,0,0
0.002,-0.05,0
0.014,-0.0999,0
0.03,-0.1998,0
0.046,-0.2997,-0.0499
0.064,-0.3996,-0.0499
0.083,-0.4995,-0.0499
0.1,-0.5994,-0.0499
0.115,-0.6494,-0.0499
0.131,-0.6494,-0.0499
0.147,-0.6993,-0.0499
0.164,-0.6993,-0.0499
0.347,-0.6993,-0.0499
0.351,-0.7493,-0.0499
0.363,-0.7992,-0.0499
0.38,-0.9491,-0.0499
0.397,-1.0989,0
0.413,-1.2488,0.0999
0.43,-1.3487,0.1498
0.447,-1.4985,0.2497
0.466,-1.5485,0.2996
0.483,-1.5984,0.3995
0.501,-1.6484,0.4994
0.515,-1.6484,0.5993
0.53,-1.6484,0.6492
0.546,-1.6484,0.7491
0.563,-1.6484,0.799
0.58,-1.6484,0.8489
0.596,-1.6484,0.8989
0.613,-1.6484,0.8989
0.63,-1.6484,0.9488
0.646,-1.6484,0.9488
0.664,-1.6484,0.9488
0.68,-1.6484,0.9488
0.697,-1.6484,0.9488
0.713,-1.5984,0.9488
0.73,-1.4985,0.9988
0.746,-1.3487,0.9988
0.763,-1.1988,0.9988
0.78,-1.049,0.9988
0.797,-0.8991,0.9988
0.813,-0.7493,0.9988
0.83,-0.6494,0.9988
0.848,-0.5495,0.9488
0.866,-0.5495,0.9488
0.881,-0.4995,0.9488
0.897,-0.4995,0.9488
1.022,-0.4496,0.9488
1.03,-0.4496,0.9488
1.047,-0.3996,0.9488
1.064,-0.3497,0.9488
1.08,-0.2498,0.9488
1.097,-0.1499,0.9988
1.113,-0.05,0.9988
1.13,0,0.9988
1.146,0,0.9988
1.163,0.05,0.9988
1.414,0.05,0.9988
