# type=grids viewport=1280x720 start=649,356 end=759,253 direction=grid_hop
t,rx,ry
0,0,0
0.353,0,0
0.363,-0.0068,-0.0203
0.379,-0.0135,-0.0406
0.394,-0.0406,-0.0879
0.412,-0.0541,-0.1285
0.428,-0.0744,-0.1961
0.444,-0.0879,-0.2569
0.461,-0.0879,-0.3178
0.478,-0.0879,-0.3651
0.495,-0.0541,-0.4125
0.512,0.0338,-0.4869
0.528,0.0676,-0.5139
0.545,0.1488,-0.5612
0.562,0.2232,-0.595
0.578,0.3247,-0.6356
0.594,0.3585,-0.6424
0.611,0.3991,-0.6559
0.629,0.4261,-0.6627
0.647,0.4329,-0.6694
0.663,0.4396,-0.6694
0.679,0.4396,-0.6694
0.831,0.4464,-0.6694
0.839,0.4532,-0.6694
0.846,0.4599,-0.6694
0.861,0.4667,-0.6694
0.878,0.5005,-0.6694
0.895,0.5276,-0.6694
0.912,0.5749,-0.6694
0.929,0.602,-0.6694
0.945,0.6358,-0.6694
0.961,0.6831,-0.6694
0.978,0.6967,-0.6762
0.997,0.7169,-0.6762
1.013,0.7237,-0.6829
1.029,0.7305,-0.6829
1.044,0.7305,-0.6829
1.061,0.7305,-0.6829
1.382,0.7305,-0.6829
