# type=grids viewport=1280x720 start=570,422 end=533,481 direction=grid_hop
t,rx,ry
0,0,0
0.015,-0.0586,0.0586
0.03,-0.1319,0.1318
0.046,-0.2051,0.2051
0.063,-0.2491,0.2197
0.079,-0.2784,0.2344
0.097,-0.293,0.249
0.113,-0.3077,0.2637
0.129,-0.3223,0.2637
0.146,-0.3223,0.2637
0.163,-0.3223,0.2637
0.18,-0.3223,0.2783
0.196,-0.337,0.2783
0.214,-0.337,0.2783
0.231,-0.337,0.2783
0.247,-0.337,0.2783
0.267,-0.3516,0.293
0.28,-0.3516,0.293
0.297,-0.3663,0.293
0.314,-0.3809,0.3076
0.33,-0.3956,0.3369
0.349,-0.4249,0.3808
0.365,-0.4542,0.4101
0.381,-0.4835,0.4541
0.397,-0.5275,0.498
0.414,-0.5568,0.5273
0.43,-0.5861,0.5566
0.448,-0.63,0.6152
0.463,-0.6593,0.6445
0.481,-0.674,0.6592
0.496,-0.6886,0.6738
0.513,-0.7033,0.6885
0.53,-0.7179,0.6885
0.547,-0.7326,0.7031
0.563,-0.7472,0.7031
0.581,-0.7472,0.7177
0.597,-0.7619,0.7324
0.614,-0.7765,0.747
0.631,-0.7765,0.7763
0.647,-0.7912,0.791
0.663,-0.7912,0.8056
0.68,-0.7912,0.8349
0.696,-0.7912,0.8496
0.713,-0.7912,0.8496
0.732,-0.7912,0.8642
0.749,-0.7619,0.8789
0.764,-0.7326,0.8935
0.78,-0.7033,0.8935
0.796,-0.6593,0.8935
0.812,-0.63,0.8935
0.829,-0.6007,0.8935
0.847,-0.5714,0.8935
0.864,-0.5568,0.8789
0.879,-0.5568,0.8642
0.899,-0.5421,0.8642
0.913,-0.5275,0.8496
0.929,-0.5275,0.8496
0.964,-0.5275,0.8496
0.998,-0.5275,0.8496
1.015,-0.5275,0.8496
