# type=grids viewport=1280x720 start=733,259 end=627,362 direction=grid_hop
t,rx,ry
0,0,0
0.201,0,0
0.209,-0.0069,0.0069
0.218,-0.0139,0.0208
0.234,-0.0208,0.0277
0.253,-0.0347,0.0485
0.267,-0.0555,0.0762
0.282,-0.0832,0.1109
0.298,-0.0832,0.1109
0.315,-0.104,0.1317
0.331,-0.1178,0.1386
0.348,-0.1248,0.1455
0.365,-0.1317,0.1525
0.381,-0.1456,0.1663
0.398,-0.1594,0.1802
0.415,-0.1872,0.2079
0.432,-0.2149,0.2495
0.449,-0.2565,0.2911
0.465,-0.2981,0.3396
0.482,-0.3397,0.3812
0.499,-0.3813,0.4297
0.517,-0.4298,0.4782
0.533,-0.4506,0.5059
0.549,-0.4714,0.5267
0.565,-0.4852,0.5475
0.582,-0.4922,0.5544
0.599,-0.4991,0.5544
0.615,-0.4991,0.5613
0.632,-0.4991,0.5613
0.655,-0.4991,0.5613
0.672,-0.4991,0.5683
0.685,-0.506,0.5683
0.698,-0.506,0.5752
0.715,-0.513,0.5752
0.731,-0.5199,0.5821
0.748,-0.5268,0.5891
0.765,-0.5338,0.596
0.781,-0.5407,0.6099
0.799,-0.5546,0.6168
0.815,-0.5615,0.6306
0.832,-0.5684,0.6445
0.849,-0.5754,0.6653
0.865,-0.5892,0.6792
0.882,-0.6031,0.6999
0.898,-0.6239,0.7277
0.916,-0.6377,0.7415
0.933,-0.6447,0.7554
0.949,-0.6516,0.7623
0.965,-0.6585,0.7692
0.982,-0.6655,0.7692
0.998,-0.6655,0.7762
1.015,-0.6724,0.7762
1.032,-0.6724,0.7762
1.183,-0.6724,0.7762
1.19,-0.6793,0.7692
1.199,-0.6793,0.7623
1.217,-0.6863,0.7554
1.232,-0.7001,0.7346
1.249,-0.7071,0.7138
1.267,-0.7209,0.6999
1.283,-0.7209,0.693
1.3,-0.7209,0.693
1.35,-0.7209,0.693
1.617,-0.7209,0.693
