# type=grids viewport=1280x720 start=764,384 end=533,362 direction=grid_hop
t,rx,ry
0,0,0
0.159,0,0
0.167,0,-0.0044
0.182,0,-0.0088
0.201,0,-0.0264
0.219,0,-0.0352
0.234,0,-0.0528
0.249,0,-0.066
0.266,0,-0.0793
0.283,0,-0.0793
0.299,0,-0.0793
0.383,-0.0044,-0.0793
0.391,-0.0044,-0.0793
0.4,-0.0132,-0.0793
0.416,-0.022,-0.0837
0.432,-0.0484,-0.0881
0.449,-0.1233,-0.1101
0.465,-0.1938,-0.1321
0.482,-0.2775,-0.1585
0.499,-0.3435,-0.1761
0.517,-0.436,-0.2025
0.532,-0.5109,-0.2201
0.549,-0.5769,-0.2333
0.566,-0.6342,-0.2378
0.586,-0.6694,-0.2422
0.601,-0.709,-0.2466
0.617,-0.7355,-0.2466
0.633,-0.7531,-0.2466
0.649,-0.7663,-0.2466
0.665,-0.7663,-0.2466
0.684,-0.7663,-0.2466
0.7,-0.7707,-0.2466
0.758,-0.7707,-0.2466
0.767,-0.7707,-0.2466
0.783,-0.7751,-0.2466
0.799,-0.7795,-0.2466
0.816,-0.7971,-0.2378
0.832,-0.8324,-0.2245
0.849,-0.8676,-0.2069
0.866,-0.9072,-0.1893
0.882,-0.9469,-0.1761
0.899,-0.9821,-0.1629
0.915,-0.9997,-0.1585
0.933,-1.0217,-0.1497
0.95,-1.0349,-0.1497
0.966,-1.0437,-0.1453
0.983,-1.0437,-0.1453
0.999,-1.0481,-0.1453
1.016,-1.0481,-0.1453
1.182,-1.0481,-0.1409
1.189,-1.0437,-0.1409
1.199,-1.0437,-0.1365
1.216,-1.0349,-0.1321
1.232,-1.0261,-0.1233
1.249,-1.0173,-0.1145
1.265,-1.0085,-0.1057
1.282,-1.0041,-0.1013
1.299,-0.9997,-0.1013
1.316,-0.9953,-0.0969
1.334,-0.9953,-0.0969
1.551,-0.9953,-0.0969
