# type=grids viewport=1280x720 start=743,262 end=752,468 direction=grid_hop
t,rx,ry
0,0,0
0.698,0,0
0.705,-0.005,0
0.716,-0.0149,0
0.731,-0.0199,0
0.749,-0.0398,0.005
0.763,-0.0497,0.0099
0.78,-0.0547,0.0099
0.797,-0.0597,0.0149
0.815,-0.0597,0.0149
0.83,-0.0597,0.0149
0.847,-0.0597,0.0199
0.872,-0.0646,0.0199
0.881,-0.0646,0.0199
0.897,-0.0646,0.0199
0.914,-0.0646,0.0249
0.932,-0.0696,0.0298
0.949,-0.0746,0.0398
0.964,-0.0795,0.0547
0.981,-0.0845,0.0646
0.998,-0.0845,0.0696
1.014,-0.0845,0.0746
1.032,-0.0845,0.0746
1.047,-0.0895,0.0795
1.081,-0.0895,0.0795
1.088,-0.0895,0.0795
1.099,-0.0895,0.0845
1.114,-0.0895,0.0895
1.13,-0.0895,0.1143
1.147,-0.0895,0.1392
1.164,-0.0895,0.164
1.181,-0.0895,0.1988
1.197,-0.0895,0.2435
1.214,-0.0895,0.2883
1.231,-0.0895,0.338
1.248,-0.0895,0.3827
1.264,-0.0945,0.4274
1.281,-0.0994,0.4573
1.297,-0.1044,0.492
1.315,-0.1044,0.5268
1.331,-0.1094,0.5815
1.348,-0.1094,0.6213
1.364,-0.1094,0.661
1.38,-0.1143,0.7008
1.397,-0.1143,0.7455
1.416,-0.1143,0.7853
1.431,-0.1193,0.8201
1.449,-0.1193,0.84
1.465,-0.1193,0.8648
1.482,-0.1193,0.8847
1.498,-0.1193,0.8946
1.514,-0.1243,0.8996
1.53,-0.1243,0.9046
1.547,-0.1243,0.9046
1.654,-0.1243,0.9046
1.665,-0.1243,0.9046
1.681,-0.1243,0.9095
1.699,-0.1243,0.9195
1.715,-0.1243,0.9294
1.731,-0.1243,0.9394
1.749,-0.1193,0.9443
1.764,-0.1193,0.9493
1.78,-0.1193,0.9493
1.799,-0.1193,0.9493
1.918,-0.1193,0.9543
1.926,-0.1193,0.9543
1.933,-0.1193,0.9592
1.947,-0.1143,0.9642
1.964,-0.1094,0.9692
1.98,-0.1094,0.9791
1.998,-0.1044,0.9841
2.014,-0.1044,0.9841
2.031,-0.1044,0.9841
2.048,-0.1044,0.9841
2.066,-0.0994,0.9891
2.083,-0.0994,0.9891
2.097,-0.0895,0.994
2.115,-0.0845,0.994
2.13,-0.0746,0.999
2.147,-0.0696,1.004
2.165,-0.0646,1.004
2.183,-0.0597,1.004
2.198,-0.0547,1.004
2.216,-0.0497,1.004
2.232,-0.0497,1.004
2.247,-0.0447,1.004
2.264,-0.0447,1.004
2.285,-0.0447,1.004
2.389,-0.0447,1.004
2.398,-0.0398,1.004
2.414,-0.0348,1.004
2.433,-0.0348,1.004
2.449,-0.0298,1.004
2.466,-0.0199,1.0089
2.481,-0.0199,1.0089
2.496,-0.0149,1.0089
2.514,-0.0149,1.0089
2.549,-0.0149,1.0089
2.9,-0.0149,1.0089
3.339,-0.0099,1.0089
3.348,-0.005,1.0089
3.364,0.0099,1.0089
3.381,0.0149,1.004
3.397,0.0447,0.999
